gwicid,date,month,SGI
135735,1991-01-31,1,
135735,1991-02-28,2,
135735,1991-03-31,3,
135735,1991-04-30,4,
135735,1991-05-31,5,
135735,1991-06-30,6,
135735,1991-07-31,7,
135735,1991-08-31,8,
135735,1991-09-30,9,
135735,1991-10-31,10,0.6958873087750174
135735,1991-11-30,11,0.7413462398053
135735,1991-12-31,12,0.7441594928946061
135735,1992-01-31,1,0.791711133134293
135735,1992-02-29,2,0.6802440474007633
135735,1992-03-31,3,0.6966240956957583
135735,1992-04-30,4,0.638136641121937
135735,1992-05-31,5,1.2207328107606736
135735,1992-06-30,6,
135735,1992-07-31,7,1.5379843609013237
135735,1992-08-31,8,1.016767423047353
135735,1992-09-30,9,1.138781586939072
135735,1992-10-31,10,0.6756037604730388
135735,1992-11-30,11,1.0346504437333748
135735,1992-12-31,12,1.0544849755948653
135735,1993-01-31,1,0.9169647912146379
135735,1993-02-28,2,0.7863126633314039
135735,1993-03-31,3,1.061603536528418
135735,1993-04-30,4,1.3139889824883169
135735,1993-05-31,5,1.4513619235707496
135735,1993-06-30,6,1.1956805915125908
135735,1993-07-31,7,1.0113439495420344
135735,1993-08-31,8,1.0638267478084904
135735,1993-09-30,9,0.9894491358818972
135735,1993-10-31,10,0.9407341491643137
135735,1993-11-30,11,0.9041891468420596
135735,1993-12-31,12,0.8838609439159735
135735,1994-01-31,1,0.8216207221715321
135735,1994-02-28,2,0.6878383625327621
135735,1994-03-31,3,0.6173628133853357
135735,1994-04-30,4,0.41737244238274385
135735,1994-05-31,5,0.7350427650493436
135735,1994-06-30,6,0.7591876705579773
135735,1994-07-31,7,0.8344452375262308
135735,1994-08-31,8,0.7097809503581024
135735,1994-09-30,9,0.7458826998326369
135735,1994-10-31,10,0.6699809481360821
135735,1994-11-30,11,0.48836088448118664
135735,1994-12-31,12,0.6099477579462929
135735,1995-01-31,1,0.45599460625339994
135735,1995-02-28,2,0.6201829495113371
135735,1995-03-31,3,0.7468341589415844
135735,1995-04-30,4,0.6733677509712014
135735,1995-05-31,5,0.8146799175728104
135735,1995-06-30,6,1.5270801771190725
135735,1995-07-31,7,1.8734258243029527
135735,1995-08-31,8,1.1489094893261402
135735,1995-09-30,9,0.8035318855996538
135735,1995-10-31,10,1.399119273949583
135735,1995-11-30,11,1.258323470218639
135735,1995-12-31,12,1.844192154505167
135735,1996-01-31,1,1.4482885041594313
135735,1996-02-29,2,1.4713348987977786
135735,1996-03-31,3,1.5199665541177585
135735,1996-04-30,4,0.8219967516054498
135735,1996-05-31,5,0.511444603476964
135735,1996-06-30,6,0.6149498763461638
135735,1996-07-31,7,0.6513676792022379
135735,1996-08-31,8,0.6392262274952032
135735,1996-09-30,9,0.8539106527576262
135735,1996-10-31,10,1.708299269049271
135735,1996-11-30,11,2.037272627903133
135735,1996-12-31,12,1.6382126875103997
135735,1997-01-31,1,1.5403574231658776
135735,1997-02-28,2,1.3127513864324654
135735,1997-03-31,3,2.023223124814507
135735,1997-04-30,4,1.628131044420535
135735,1997-05-31,5,1.6586187908192396
135735,1997-06-30,6,1.6705106033725912
135735,1997-07-31,7,1.1484711926847357
135735,1997-08-31,8,1.434068292031006
135735,1997-09-30,9,1.3151893855400907
135735,1997-10-31,10,1.4212726425169604
135735,1997-11-30,11,1.5344347325626067
135735,1997-12-31,12,1.258323501566624
135735,1998-01-31,1,1.2867051477783555
135735,1998-02-28,2,1.0832360046862655
135735,1998-03-31,3,1.1824309206672654
135735,1998-04-30,4,1.1443319303452855
135735,1998-05-31,5,
135735,1998-06-30,6,
135735,1998-07-31,7,
135735,1998-08-31,8,
135735,1998-09-30,9,
135735,1998-10-31,10,
135735,1998-11-30,11,
135735,1998-12-31,12,
135735,1999-01-31,1,1.0164202968546208
135735,1999-02-28,2,0.9817067485537552
135735,1999-03-31,3,0.8521230806287219
135735,1999-04-30,4,0.3428778928298988
135735,1999-05-31,5,0.31703308792483
135735,1999-06-30,6,0.4027717217287523
135735,1999-07-31,7,0.14562764812197004
135735,1999-08-31,8,-0.03289405257545153
135735,1999-09-30,9,0.11840902276004295
135735,1999-10-31,10,-0.09926298808641687
135735,1999-11-30,11,0.26372719027432967
135735,1999-12-31,12,0.3634469599162433
135735,2000-01-31,1,-0.012682014371471872
135735,2000-02-29,2,-0.0862638809374181
135735,2000-03-31,3,-0.10597244747883194
135735,2000-04-30,4,-0.4000340205969284
135735,2000-05-31,5,0.2676454484841144
135735,2000-06-30,6,0.4669305364695091
135735,2000-07-31,7,0.11440459927993119
135735,2000-08-31,8,-0.24460486709933682
135735,2000-09-30,9,-0.4922067022219039
135735,2000-10-31,10,-0.6541626917240098
135735,2000-11-30,11,-0.932801123448604
135735,2000-12-31,12,-0.896884155071343
135735,2001-01-31,1,-0.7891599866645971
135735,2001-02-28,2,-0.8274044578380367
135735,2001-03-31,3,-1.1216269446813254
135735,2001-04-30,4,-0.788198719707036
135735,2001-05-31,5,-0.11224486970665248
135735,2001-06-30,6,0.07965567466535539
135735,2001-07-31,7,0.37181690589961924
135735,2001-08-31,8,0.006898965456686668
135735,2001-09-30,9,-0.010965025079376911
135735,2001-10-31,10,-0.30938985750044146
135735,2001-11-30,11,0.052106917550551524
135735,2001-12-31,12,0.050045402949857154
135735,2002-01-31,1,-0.3306048075668315
135735,2002-02-28,2,-0.4432136746464297
135735,2002-03-31,3,-0.6606920322209617
135735,2002-04-30,4,-1.0634643945002078
135735,2002-05-31,5,-1.5004212968271777
135735,2002-06-30,6,-0.7761403893932938
135735,2002-07-31,7,-0.7113433501504555
135735,2002-08-31,8,-0.6384549019183405
135735,2002-09-30,9,-0.745949765941981
135735,2002-10-31,10,-0.8880269146750117
135735,2002-11-30,11,-1.258323470218639
135735,2002-12-31,12,-0.7276720875853678
135735,2003-01-31,1,-0.7703608027825486
135735,2003-02-28,2,-0.5877297805209019
135735,2003-03-31,3,-0.4325233409105991
135735,2003-04-30,4,-0.540690533810616
135735,2003-05-31,5,-0.7127190846807236
135735,2003-06-30,6,-0.4954266853196392
135735,2003-07-31,7,-0.455186333132624
135735,2003-08-31,8,-0.4856164798272746
135735,2003-09-30,9,-0.4591153898175515
135735,2003-10-31,10,-0.5843588619244475
135735,2003-11-30,11,-0.6118796775239947
135735,2003-12-31,12,-1.2583020743838316
135735,2004-01-31,1,-1.0533364627468953
135735,2004-02-29,2,-1.1445771832791931
135735,2004-03-31,3,-1.6963361688180147
135735,2004-04-30,4,-1.6505127765307035
135735,2004-05-31,5,-0.4793928686133957
135735,2004-06-30,6,-0.0491373875992005
135735,2004-07-31,7,0.395278927648536
135735,2004-08-31,8,-0.04029775169269989
135735,2004-09-30,9,-0.002003734705912308
135735,2004-10-31,10,0.18469416138681427
135735,2004-11-30,11,0.15698515566705407
135735,2004-12-31,12,0.15698515650315992
135735,2005-01-31,1,-0.22106698967794114
135735,2005-02-28,2,-0.3576542606633706
135735,2005-03-31,3,-0.6054713089164201
135735,2005-04-30,4,-0.977787456013764
135735,2005-05-31,5,-0.20312796093909302
135735,2005-06-30,6,0.05242282632974171
135735,2005-07-31,7,0.09285396656785783
135735,2005-08-31,8,-0.1787881289206541
135735,2005-09-30,9,0.07291559304458484
135735,2005-10-31,10,0.2558123877340852
135735,2005-11-30,11,-0.15698515566705407
135735,2005-12-31,12,-0.34594295971150224
135735,2006-01-31,1,-0.6371162337388058
135735,2006-02-28,2,-0.7322227064857537
135735,2006-03-31,3,-1.0542325774230095
135735,2006-04-30,4,-0.6306084031840336
135735,2006-05-31,5,-0.8170054878939267
135735,2006-06-30,6,
135735,2006-07-31,7,-0.01742647511710982
135735,2006-08-31,8,
135735,2006-09-30,9,
135735,2006-10-31,10,-0.357898246135804
135735,2006-11-30,11,-0.7392376303304494
135735,2006-12-31,12,-0.6465518838005213
135735,2007-01-31,1,-0.6333999936115735
135735,2007-02-28,2,
135735,2007-03-31,3,-0.4420050217832494
135735,2007-04-30,4,-0.7165776896992833
135735,2007-05-31,5,-0.15142951095061852
135735,2007-06-30,6,0.2059327948843317
135735,2007-07-31,7,0.06135500742757771
135735,2007-08-31,8,-0.07218680898783081
135735,2007-09-30,9,-0.18546615368934805
135735,2007-10-31,10,-0.11040408545590541
135735,2007-11-30,11,0.3736513116766573
135735,2007-12-31,12,0.2736064057267249
135735,2008-01-31,1,0.06617373715662245
135735,2008-02-29,2,0.06286420923877278
135735,2008-03-31,3,0.2902409112023705
135735,2008-04-30,4,1.3866902179102463
135735,2008-05-31,5,0.9953141497035523
135735,2008-06-30,6,-0.10867234462882203
135735,2008-07-31,7,-0.08113526678508132
135735,2008-08-31,8,0.22118169713091484
135735,2008-09-30,9,0.3225439691650127
135735,2008-10-31,10,0.474262612738211
135735,2008-11-30,11,0.6099477579462929
135735,2008-12-31,12,0.48836088448118664
135735,2009-01-31,1,0.3895775321286863
135735,2009-02-28,2,0.285876859024893
135735,2009-03-31,3,0.3637823610774822
135735,2009-04-30,4,0.22226808197966896
135735,2009-05-31,5,0.16953634562975206
135735,2009-06-30,6,0.08747035820520233
135735,2009-07-31,7,0.08964354667446406
135735,2009-08-31,8,0.049610054687429406
135735,2009-09-30,9,-0.03790189462881677
135735,2009-10-31,10,-0.047621487340893776
135735,2009-11-30,11,
135735,2009-12-31,12,
135735,2010-01-31,1,-0.1601008382048308
135735,2010-02-28,2,-0.16497593228851337
135735,2010-03-31,3,0.07173238556953865
135735,2010-04-30,4,0.019550967587224743
135735,2010-05-31,5,-0.5386265741204015
135735,2010-06-30,6,0.10680705073407681
135735,2010-07-31,7,0.15673709323254048
135735,2010-08-31,8,0.3378362853792316
135735,2010-09-30,9,0.637105499096511
135735,2010-10-31,10,0.5258791810917618
135735,2010-11-30,11,
135735,2010-12-31,12,
135735,2011-01-31,1,
135735,2011-02-28,2,
135735,2011-03-31,3,
135735,2011-04-30,4,
135735,2011-05-31,5,
135735,2011-06-30,6,
135735,2011-07-31,7,
135735,2011-08-31,8,
135735,2011-09-30,9,
135735,2011-10-31,10,
135735,2011-11-30,11,
135735,2011-12-31,12,
135735,2012-01-31,1,0.11865638266807288
135735,2012-02-29,2,0.18288391295436757
135735,2012-03-31,3,0.2112148713709805
135735,2012-04-30,4,0.0846606650933921
135735,2012-05-31,5,-0.010809192360925701
135735,2012-06-30,6,-0.3856833895532006
135735,2012-07-31,7,-0.5622046258455013
135735,2012-08-31,8,-0.5767838676511186
135735,2012-09-30,9,-0.6266388603444162
135735,2012-10-31,10,-0.7404583438939737
135735,2012-11-30,11,-0.2637271902743299
135735,2012-12-31,12,-0.4882341452809573
135735,2013-01-31,1,-0.6689965290526668
135735,2013-02-28,2,-0.6449727256051142
135735,2013-03-31,3,-0.7844414532861524
135735,2013-04-30,4,-0.7292919125588304
135735,2013-05-31,5,-0.970360951465126
135735,2013-06-30,6,-1.0498918897735088
135735,2013-07-31,7,-1.0637377647017503
135735,2013-08-31,8,-1.0890035926898203
135735,2013-09-30,9,-1.0484411993392335
135735,2013-10-31,10,-1.0318637289635375
135735,2013-11-30,11,-1.5344347325626067
135735,2013-12-31,12,-1.534427034292319
135735,2014-01-31,1,-1.1675389126037614
135735,2014-02-28,2,-1.2618479876716948
135735,2014-03-31,3,-0.473236620072117
135735,2014-04-30,4,-0.24222419465864187
135735,2014-05-31,5,-0.4201072339972429
135735,2014-06-30,6,-0.632939774314369
135735,2014-07-31,7,-0.6724421404899408
135735,2014-08-31,8,-0.5978385413207543
135735,2014-09-30,9,-0.4324450867715057
135735,2014-10-31,10,-0.3970123704939603
135735,2014-11-30,11,-0.052106917550551524
135735,2014-12-31,12,-0.050045402945681605
135735,2015-01-31,1,-0.062475418428835194
135735,2015-02-28,2,-0.013876019901279957
135735,2015-03-31,3,0.027217006682254796
135735,2015-04-30,4,-1.1205724436168425
135735,2015-05-31,5,-0.21540855841683548
135735,2015-06-30,6,-0.8113435244109901
135735,2015-07-31,7,-0.9307013487623023
135735,2015-08-31,8,-1.0300495569370929
135735,2015-09-30,9,-0.9525766269712603
135735,2015-10-31,10,-0.7848291492466424
135735,2015-11-30,11,-0.373651312020856
135735,2015-12-31,12,-1.0098212077476796
135735,2016-01-31,1,-0.6816831711894542
135735,2016-02-29,2,-0.599172366395837
135735,2016-03-31,3,-0.7652092021738403
135735,2016-04-30,4,-0.6808529249045284
135735,2016-05-31,5,-1.13319574313299
135735,2016-06-30,6,-1.8261315844679
135735,2016-07-31,7,-1.7099657274715523
135735,2016-08-31,8,-1.5425243897185559
135735,2016-09-30,9,-1.6261237767642287
135735,2016-10-31,10,-1.9398790158225467
135735,2016-11-30,11,-2.0372726279031332
135735,2016-12-31,12,-2.0372726279031332
135735,2017-01-31,1,-1.3227512526082452
