gwicid,date,month,SGI
57128,1991-01-31,1,
57128,1991-02-28,2,
57128,1991-03-31,3,
57128,1991-04-30,4,
57128,1991-05-31,5,
57128,1991-06-30,6,
57128,1991-07-31,7,
57128,1991-08-31,8,
57128,1991-09-30,9,
57128,1991-10-31,10,
57128,1991-11-30,11,
57128,1991-12-31,12,
57128,1992-01-31,1,
57128,1992-02-29,2,
57128,1992-03-31,3,
57128,1992-04-30,4,
57128,1992-05-31,5,
57128,1992-06-30,6,
57128,1992-07-31,7,
57128,1992-08-31,8,
57128,1992-09-30,9,
57128,1992-10-31,10,
57128,1992-11-30,11,
57128,1992-12-31,12,
57128,1993-01-31,1,
57128,1993-02-28,2,
57128,1993-03-31,3,
57128,1993-04-30,4,
57128,1993-05-31,5,
57128,1993-06-30,6,
57128,1993-07-31,7,
57128,1993-08-31,8,0.7631793390517029
57128,1993-09-30,9,
57128,1993-10-31,10,
57128,1993-11-30,11,
57128,1993-12-31,12,1.8626942989024569
57128,1994-01-31,1,
57128,1994-02-28,2,
57128,1994-03-31,3,0.743009380224923
57128,1994-04-30,4,
57128,1994-05-31,5,
57128,1994-06-30,6,-0.5716751710543013
57128,1994-07-31,7,
57128,1994-08-31,8,
57128,1994-09-30,9,-1.1230445044515243
57128,1994-10-31,10,
57128,1994-11-30,11,
57128,1994-12-31,12,1.314587659471944
57128,1995-01-31,1,
57128,1995-02-28,2,
57128,1995-03-31,3,0.483109985498271
57128,1995-04-30,4,
57128,1995-05-31,5,
57128,1995-06-30,6,-1.0810902558613906
57128,1995-07-31,7,
57128,1995-08-31,8,
57128,1995-09-30,9,-1.3785539342219832
57128,1995-10-31,10,
57128,1995-11-30,11,
57128,1995-12-31,12,0.8437915792630911
57128,1996-01-31,1,
57128,1996-02-29,2,
57128,1996-03-31,3,0.12287926598436538
57128,1996-04-30,4,
57128,1996-05-31,5,
57128,1996-06-30,6,0.3627515776329904
57128,1996-07-31,7,
57128,1996-08-31,8,
57128,1996-09-30,9,0.6605788583931801
57128,1996-10-31,10,
57128,1996-11-30,11,
57128,1996-12-31,12,1.1356437231732528
57128,1997-01-31,1,
57128,1997-02-28,2,
57128,1997-03-31,3,
57128,1997-04-30,4,
57128,1997-05-31,5,
57128,1997-06-30,6,0.9888972848173345
57128,1997-07-31,7,
57128,1997-08-31,8,
57128,1997-09-30,9,1.7429373351069066
57128,1997-10-31,10,
57128,1997-11-30,11,
57128,1997-12-31,12,
57128,1998-01-31,1,0.6748469292873166
57128,1998-02-28,2,0.9973094753865617
57128,1998-03-31,3,0.8105934902869368
57128,1998-04-30,4,0.7493388888413931
57128,1998-05-31,5,
57128,1998-06-30,6,0.25764854215598554
57128,1998-07-31,7,0.1682851766209421
57128,1998-08-31,8,
57128,1998-09-30,9,0.8995349867022382
57128,1998-10-31,10,0.12439531984603569
57128,1998-11-30,11,-0.21004571131920513
57128,1998-12-31,12,-0.541375574076824
57128,1999-01-31,1,0.38592308099354233
57128,1999-02-28,2,0.3125492800743339
57128,1999-03-31,3,0.5674508971625212
57128,1999-04-30,4,0.7973005724038447
57128,1999-05-31,5,-0.8543767416430551
57128,1999-06-30,6,2.0539199917087516
57128,1999-07-31,7,0.0645318488541986
57128,1999-08-31,8,0.529135715728918
57128,1999-09-30,9,
57128,1999-10-31,10,1.0116251788010469
57128,1999-11-30,11,1.230743464137141
57128,1999-12-31,12,0.7872165720444024
57128,2000-01-31,1,0.7740339280342202
57128,2000-02-29,2,0.4548875051178085
57128,2000-03-31,3,0.470962486941662
57128,2000-04-30,4,-0.7838685548020483
57128,2000-05-31,5,-0.23757510159834605
57128,2000-06-30,6,-0.6166476654717514
57128,2000-07-31,7,-0.41019193918618324
57128,2000-08-31,8,-0.5167795312617782
57128,2000-09-30,9,-0.5916715870411591
57128,2000-10-31,10,-0.5161699196087051
57128,2000-11-30,11,0.3655557300978889
57128,2000-12-31,12,0.5185621146567012
57128,2001-01-31,1,0.023130277073676986
57128,2001-02-28,2,-1.1990353448102904
57128,2001-03-31,3,-0.5957030152471101
57128,2001-04-30,4,-0.18798095399083192
57128,2001-05-31,5,-0.558232202781207
57128,2001-06-30,6,0.3627515776329904
57128,2001-07-31,7,
57128,2001-08-31,8,
57128,2001-09-30,9,-0.9562232458249196
57128,2001-10-31,10,
57128,2001-11-30,11,
57128,2001-12-31,12,0.4350237949067919
57128,2002-01-31,1,
57128,2002-02-28,2,
57128,2002-03-31,3,-0.06946340578796417
57128,2002-04-30,4,
57128,2002-05-31,5,
57128,2002-06-30,6,-0.4402477841107617
57128,2002-07-31,7,
57128,2002-08-31,8,
57128,2002-09-30,9,0.13217303057543917
57128,2002-10-31,10,
57128,2002-11-30,11,
57128,2002-12-31,12,0.12554319405202574
57128,2003-01-31,1,
57128,2003-02-28,2,
57128,2003-03-31,3,0.8545811161454253
57128,2003-04-30,4,
57128,2003-05-31,5,
57128,2003-06-30,6,-0.5272878858774426
57128,2003-07-31,7,
57128,2003-08-31,8,
57128,2003-09-30,9,-0.494363022752218
57128,2003-10-31,10,
57128,2003-11-30,11,
57128,2003-12-31,12,-0.4835199295092023
57128,2004-01-31,1,
57128,2004-02-29,2,
57128,2004-03-31,3,-0.36123413392733505
57128,2004-04-30,4,
57128,2004-05-31,5,
57128,2004-06-30,6,-0.586600816749034
57128,2004-07-31,7,
57128,2004-08-31,8,
57128,2004-09-30,9,0.9209494576435655
57128,2004-10-31,10,
57128,2004-11-30,11,
57128,2004-12-31,12,0.622891012303822
57128,2005-01-31,1,
57128,2005-02-28,2,
57128,2005-03-31,3,-0.41567014179247286
57128,2005-04-30,4,
57128,2005-05-31,5,
57128,2005-06-30,6,-0.8663786388216939
57128,2005-07-31,7,
57128,2005-08-31,8,
57128,2005-09-30,9,-0.4159757803523192
57128,2005-10-31,10,
57128,2005-11-30,11,
57128,2005-12-31,12,-0.541375574076824
57128,2006-01-31,1,
57128,2006-02-28,2,
57128,2006-03-31,3,-0.5957030152471101
57128,2006-04-30,4,
57128,2006-05-31,5,
57128,2006-06-30,6,0.6660943565195089
57128,2006-07-31,7,
57128,2006-08-31,8,
57128,2006-09-30,9,-0.29962313101158733
57128,2006-10-31,10,
57128,2006-11-30,11,
57128,2006-12-31,12,-0.05538422430962875
57128,2007-01-31,1,
57128,2007-02-28,2,
57128,2007-03-31,3,-0.7518355982242936
57128,2007-04-30,4,
57128,2007-05-31,5,
57128,2007-06-30,6,-0.011151333791372897
57128,2007-07-31,7,
57128,2007-08-31,8,
57128,2007-09-30,9,0.475207505555979
57128,2007-10-31,10,
57128,2007-11-30,11,
57128,2007-12-31,12,0.5016076454272154
57128,2008-01-31,1,
57128,2008-02-29,2,
57128,2008-03-31,3,-0.06946340578796417
57128,2008-04-30,4,
57128,2008-05-31,5,
57128,2008-06-30,6,0.1859915100409273
57128,2008-07-31,7,
57128,2008-08-31,8,
57128,2008-09-30,9,0.5225954292857635
57128,2008-10-31,10,
57128,2008-11-30,11,
57128,2008-12-31,12,0.18538607840737198
57128,2009-01-31,1,
57128,2009-02-28,2,
57128,2009-03-31,3,-0.22705219930122
57128,2009-04-30,4,
57128,2009-05-31,5,
57128,2009-06-30,6,1.29359315608048
57128,2009-07-31,7,
57128,2009-08-31,8,
57128,2009-09-30,9,-0.1208722416375414
57128,2009-10-31,10,
57128,2009-11-30,11,
57128,2009-12-31,12,-2.0526527731864856
57128,2010-01-31,1,
57128,2010-02-28,2,
57128,2010-03-31,3,-1.4271615891282
57128,2010-04-30,4,
57128,2010-05-31,5,
57128,2010-06-30,6,0.48679206155873533
57128,2010-07-31,7,
57128,2010-08-31,8,
57128,2010-09-30,9,-0.08890065774281464
57128,2010-10-31,10,
57128,2010-11-30,11,
57128,2010-12-31,12,-0.5026579206033732
57128,2011-01-31,1,
57128,2011-02-28,2,
57128,2011-03-31,3,0.49523412662059507
57128,2011-04-30,4,
57128,2011-05-31,5,
57128,2011-06-30,6,0.6859751988861708
57128,2011-07-31,7,
57128,2011-08-31,8,
57128,2011-09-30,9,0.2782927321467521
57128,2011-10-31,10,
57128,2011-11-30,11,
57128,2011-12-31,12,-0.8046831894013531
57128,2012-01-31,1,
57128,2012-02-29,2,
57128,2012-03-31,3,-0.6946539519383857
57128,2012-04-30,4,0.17745483492718317
57128,2012-05-31,5,-0.053370133866438296
57128,2012-06-30,6,-0.4259625379997871
57128,2012-07-31,7,0.48909018458130404
57128,2012-08-31,8,0.027280195139231633
57128,2012-09-30,9,1.007513941569186
57128,2012-10-31,10,-0.40580223279218397
57128,2012-11-30,11,-0.6741891400433162
57128,2012-12-31,12,-0.28345298100748106
57128,2013-01-31,1,-0.3001332079766563
57128,2013-02-28,2,
57128,2013-03-31,3,-1.0746541924593345
57128,2013-04-30,4,-0.7002678535283187
57128,2013-05-31,5,
57128,2013-06-30,6,-0.023786873436653977
57128,2013-07-31,7,
57128,2013-08-31,8,
57128,2013-09-30,9,-1.1735520511786586
57128,2013-10-31,10,0.19587766269385098
57128,2013-11-30,11,
57128,2013-12-31,12,-0.16612263660876403
57128,2014-01-31,1,-0.7698477829992799
57128,2014-02-28,2,-0.2800823173154878
57128,2014-03-31,3,1.56881625780562
57128,2014-04-30,4,0.6659494507609935
57128,2014-05-31,5,0.5197500671638711
57128,2014-06-30,6,1.4960751278408393
57128,2014-07-31,7,1.1331479168308434
57128,2014-08-31,8,0.054204947108060564
57128,2014-09-30,9,0.38813821669912585
57128,2014-10-31,10,0.8851930258386951
57128,2014-11-30,11,0.5718639612341367
57128,2014-12-31,12,0.7314821761209126
57128,2015-01-31,1,0.2773394951189627
57128,2015-02-28,2,-0.3685629335119005
57128,2015-03-31,3,0.09747985204225995
57128,2015-04-30,4,0.017540674386077315
57128,2015-05-31,5,1.2686134955904562
57128,2015-06-30,6,-0.9477559168111254
57128,2015-07-31,7,-0.6962534460712625
57128,2015-08-31,8,-0.8936218389080882
57128,2015-09-30,9,-0.8689570790347736
57128,2015-10-31,10,-1.4654682783112283
57128,2015-11-30,11,-1.3832325969182595
57128,2015-12-31,12,-1.2354433659559994
57128,2016-01-31,1,
57128,2016-02-29,2,
57128,2016-03-31,3,-1.0896619115998791
57128,2016-04-30,4,
57128,2016-05-31,5,
57128,2016-06-30,6,
57128,2016-07-31,7,-0.6296003683765514
57128,2016-08-31,8,
57128,2016-09-30,9,1.1344726417004156
57128,2016-10-31,10,
57128,2016-11-30,11,
57128,2016-12-31,12,-0.6204567261560547
57128,2017-01-31,1,
57128,2017-02-28,2,
57128,2017-03-31,3,1.9268787433866266
57128,2017-04-30,4,
57128,2017-05-31,5,0.0865483094034758
57128,2017-06-30,6,
57128,2017-07-31,7,
