gwicid,date,month,SGI
56528,1991-01-31,1,
56528,1991-02-28,2,
56528,1991-03-31,3,
56528,1991-04-30,4,
56528,1991-05-31,5,
56528,1991-06-30,6,
56528,1991-07-31,7,-0.8597961776432036
56528,1991-08-31,8,
56528,1991-09-30,9,
56528,1991-10-31,10,
56528,1991-11-30,11,
56528,1991-12-31,12,
56528,1992-01-31,1,
56528,1992-02-29,2,
56528,1992-03-31,3,
56528,1992-04-30,4,
56528,1992-05-31,5,
56528,1992-06-30,6,
56528,1992-07-31,7,
56528,1992-08-31,8,
56528,1992-09-30,9,
56528,1992-10-31,10,
56528,1992-11-30,11,
56528,1992-12-31,12,
56528,1993-01-31,1,
56528,1993-02-28,2,
56528,1993-03-31,3,
56528,1993-04-30,4,
56528,1993-05-31,5,
56528,1993-06-30,6,
56528,1993-07-31,7,
56528,1993-08-31,8,0.822285890468333
56528,1993-09-30,9,
56528,1993-10-31,10,
56528,1993-11-30,11,
56528,1993-12-31,12,1.889808907061377
56528,1994-01-31,1,
56528,1994-02-28,2,
56528,1994-03-31,3,0.3101996018305315
56528,1994-04-30,4,
56528,1994-05-31,5,
56528,1994-06-30,6,-0.0023051072738682343
56528,1994-07-31,7,
56528,1994-08-31,8,
56528,1994-09-30,9,-0.15002940694880884
56528,1994-10-31,10,
56528,1994-11-30,11,
56528,1994-12-31,12,0.07415366168725646
56528,1995-01-31,1,
56528,1995-02-28,2,
56528,1995-03-31,3,-0.6631749923132702
56528,1995-04-30,4,
56528,1995-05-31,5,
56528,1995-06-30,6,0.5638071669000684
56528,1995-07-31,7,
56528,1995-08-31,8,0.671842778515354
56528,1995-09-30,9,0.7550627550612686
56528,1995-10-31,10,
56528,1995-11-30,11,
56528,1995-12-31,12,1.2817783493514492
56528,1996-01-31,1,
56528,1996-02-29,2,
56528,1996-03-31,3,1.5981888750836708
56528,1996-04-30,4,
56528,1996-05-31,5,
56528,1996-06-30,6,-0.47998467344272555
56528,1996-07-31,7,
56528,1996-08-31,8,
56528,1996-09-30,9,0.5915723106163173
56528,1996-10-31,10,
56528,1996-11-30,11,
56528,1996-12-31,12,0.9903423881511654
56528,1997-01-31,1,
56528,1997-02-28,2,
56528,1997-03-31,3,
56528,1997-04-30,4,
56528,1997-05-31,5,
56528,1997-06-30,6,0.7202202229831518
56528,1997-07-31,7,
56528,1997-08-31,8,
56528,1997-09-30,9,1.6082540519492223
56528,1997-10-31,10,
56528,1997-11-30,11,
56528,1997-12-31,12,
56528,1998-01-31,1,0.4572827991258659
56528,1998-02-28,2,0.37630824774992977
56528,1998-03-31,3,-0.2915238946728427
56528,1998-04-30,4,0.832810676456701
56528,1998-05-31,5,
56528,1998-06-30,6,0.7058998641085125
56528,1998-07-31,7,0.4976220125520803
56528,1998-08-31,8,0.4687308019063252
56528,1998-09-30,9,1.7212062842103717
56528,1998-10-31,10,1.3161568705249191
56528,1998-11-30,11,0.8689860164614994
56528,1998-12-31,12,1.639402463389604
56528,1999-01-31,1,1.2022120599630097
56528,1999-02-28,2,0.7952234640882785
56528,1999-03-31,3,1.019445481031103
56528,1999-04-30,4,0.4674380871442052
56528,1999-05-31,5,-0.715236801982047
56528,1999-06-30,6,-0.9886988171611857
56528,1999-07-31,7,-0.03397944666883834
56528,1999-08-31,8,0.1841898621280511
56528,1999-09-30,9,
56528,1999-10-31,10,0.3656620668576882
56528,1999-11-30,11,0.4434523217922499
56528,1999-12-31,12,0.5513223614822911
56528,2000-01-31,1,0.049526314163963026
56528,2000-02-29,2,-0.1554204870814675
56528,2000-03-31,3,-0.2366266304047906
56528,2000-04-30,4,-0.40253570761220736
56528,2000-05-31,5,0.4252749724734515
56528,2000-06-30,6,-0.5565050954635495
56528,2000-07-31,7,1.0247424930508933
56528,2000-08-31,8,-0.30964631873520365
56528,2000-09-30,9,-0.30875311844379505
56528,2000-10-31,10,-0.7914320469623619
56528,2000-11-30,11,-0.6996314675191406
56528,2000-12-31,12,-0.6339950240071699
56528,2001-01-31,1,-0.9414152012767516
56528,2001-02-28,2,-0.6223230343737591
56528,2001-03-31,3,-1.3138883633860896
56528,2001-04-30,4,-1.162178063982238
56528,2001-05-31,5,-0.7987753933160909
56528,2001-06-30,6,1.6020489744180115
56528,2001-07-31,7,
56528,2001-08-31,8,
56528,2001-09-30,9,-0.48682592327148844
56528,2001-10-31,10,
56528,2001-11-30,11,
56528,2001-12-31,12,-0.11912123709733158
56528,2002-01-31,1,
56528,2002-02-28,2,
56528,2002-03-31,3,-1.6551186266921056
56528,2002-04-30,4,
56528,2002-05-31,5,
56528,2002-06-30,6,0.8788689516448047
56528,2002-07-31,7,
56528,2002-08-31,8,
56528,2002-09-30,9,-0.2767530010684218
56528,2002-10-31,10,
56528,2002-11-30,11,
56528,2002-12-31,12,-0.6576410099473325
56528,2003-01-31,1,
56528,2003-02-28,2,
56528,2003-03-31,3,0.3256826954218397
56528,2003-04-30,4,
56528,2003-05-31,5,
56528,2003-06-30,6,
56528,2003-07-31,7,
56528,2003-08-31,8,
56528,2003-09-30,9,-0.5688162601992761
56528,2003-10-31,10,
56528,2003-11-30,11,
56528,2003-12-31,12,0.08876482851758394
56528,2004-01-31,1,
56528,2004-02-29,2,
56528,2004-03-31,3,-0.5884818262998854
56528,2004-04-30,4,
56528,2004-05-31,5,
56528,2004-06-30,6,0.43790928573250065
56528,2004-07-31,7,
56528,2004-08-31,8,
56528,2004-09-30,9,-0.8179578282676327
56528,2004-10-31,10,
56528,2004-11-30,11,
56528,2004-12-31,12,0.8049995651841668
56528,2005-01-31,1,
56528,2005-02-28,2,
56528,2005-03-31,3,-0.2366266304047906
56528,2005-04-30,4,
56528,2005-05-31,5,
56528,2005-06-30,6,-1.3339362624786615
56528,2005-07-31,7,
56528,2005-08-31,8,
56528,2005-09-30,9,-0.5688162601992761
56528,2005-10-31,10,
56528,2005-11-30,11,
56528,2005-12-31,12,-0.43035498533632044
56528,2006-01-31,1,
56528,2006-02-28,2,
56528,2006-03-31,3,-0.7564974558596348
56528,2006-04-30,4,
56528,2006-05-31,5,
56528,2006-06-30,6,0.17982590495791362
56528,2006-07-31,7,
56528,2006-08-31,8,
56528,2006-09-30,9,-0.4705016767178327
56528,2006-10-31,10,
56528,2006-11-30,11,
56528,2006-12-31,12,-1.984418180248352
56528,2007-01-31,1,
56528,2007-02-28,2,
56528,2007-03-31,3,-1.072491034882368
56528,2007-04-30,4,
56528,2007-05-31,5,
56528,2007-06-30,6,0.4517940434354297
56528,2007-07-31,7,
56528,2007-08-31,8,
56528,2007-09-30,9,
56528,2007-10-31,10,
56528,2007-11-30,11,
56528,2007-12-31,12,0.5170616319646644
56528,2008-01-31,1,
56528,2008-02-29,2,
56528,2008-03-31,3,0.3256826954218397
56528,2008-04-30,4,
56528,2008-05-31,5,
56528,2008-06-30,6,1.1714058188108276
56528,2008-07-31,7,
56528,2008-08-31,8,
56528,2008-09-30,9,1.0741977344694629
56528,2008-10-31,10,
56528,2008-11-30,11,
56528,2008-12-31,12,0.46818811688657314
56528,2009-01-31,1,
56528,2009-02-28,2,
56528,2009-03-31,3,-0.20025090219802433
56528,2009-04-30,4,
56528,2009-05-31,5,
56528,2009-06-30,6,-0.4352735192708628
56528,2009-07-31,7,
56528,2009-08-31,8,
56528,2009-09-30,9,0.4362994432753575
56528,2009-10-31,10,
56528,2009-11-30,11,
56528,2009-12-31,12,-0.6105612574236352
56528,2010-01-31,1,
56528,2010-02-28,2,
56528,2010-03-31,3,-0.03938151421920777
56528,2010-04-30,4,
56528,2010-05-31,5,
56528,2010-06-30,6,0.2870901725172912
56528,2010-07-31,7,
56528,2010-08-31,8,
56528,2010-09-30,9,0.127081414815847
56528,2010-10-31,10,
56528,2010-11-30,11,
56528,2010-12-31,12,-0.025010523226362213
56528,2011-01-31,1,
56528,2011-02-28,2,
56528,2011-03-31,3,0.5286784333274976
56528,2011-04-30,4,
56528,2011-05-31,5,
56528,2011-06-30,6,
56528,2011-07-31,7,
56528,2011-08-31,8,
56528,2011-09-30,9,0.320387991327852
56528,2011-10-31,10,
56528,2011-11-30,11,
56528,2011-12-31,12,-0.8799858725701282
56528,2012-01-31,1,
56528,2012-02-29,2,
56528,2012-03-31,3,-0.2915238946728427
56528,2012-04-30,4,-0.14048830994523365
56528,2012-05-31,5,0.36882080440307874
56528,2012-06-30,6,-0.5312431983418171
56528,2012-07-31,7,0.2788080336937535
56528,2012-08-31,8,-0.6159196441770523
56528,2012-09-30,9,0.47913189407134427
56528,2012-10-31,10,0.8718024242300811
56528,2012-11-30,11,0.04312357481332363
56528,2012-12-31,12,0.8761135626785415
56528,2013-01-31,1,-0.29218260499779825
56528,2013-02-28,2,
56528,2013-03-31,3,0.19035140196000366
56528,2013-04-30,4,-0.33410987690414906
56528,2013-05-31,5,
56528,2013-06-30,6,0.3689069831056404
56528,2013-07-31,7,
56528,2013-08-31,8,
56528,2013-09-30,9,-0.118682792959248
56528,2013-10-31,10,1.0100667546808495e-07
56528,2013-11-30,11,
56528,2013-12-31,12,-0.21936267504431695
56528,2014-01-31,1,-0.7109000434354934
56528,2014-02-28,2,-0.7544574214864338
56528,2014-03-31,3,1.3164098602034309
56528,2014-04-30,4,0.7970101324532317
56528,2014-05-31,5,-0.03531612958383579
56528,2014-06-30,6,-1.2491551772088887
56528,2014-07-31,7,0.23850203722654895
56528,2014-08-31,8,-0.28300777481843853
56528,2014-09-30,9,0.02062147889031296
56528,2014-10-31,10,-1.46551579998392
56528,2014-11-30,11,0.032892480106507804
56528,2014-12-31,12,0.39597726954679113
56528,2015-01-31,1,0.2947291089937891
56528,2015-02-28,2,0.34807429988197813
56528,2015-03-31,3,0.7384998464215564
56528,2015-04-30,4,0.3399127872661256
56528,2015-05-31,5,0.6930428402749148
56528,2015-06-30,6,-0.5020723179158135
56528,2015-07-31,7,-0.3133012482841704
56528,2015-08-31,8,-0.966458421318109
56528,2015-09-30,9,-1.036791908578079
56528,2015-10-31,10,-0.365662066873075
56528,2015-11-30,11,-0.6787318844571311
56528,2015-12-31,12,-0.21936267504431695
56528,2016-01-31,1,
56528,2016-02-29,2,
56528,2016-03-31,3,-0.21841477041232737
56528,2016-04-30,4,
56528,2016-05-31,5,
56528,2016-06-30,6,
56528,2016-07-31,7,-0.8435578859386287
56528,2016-08-31,8,
56528,2016-09-30,9,-1.1045283042401564
56528,2016-10-31,10,
56528,2016-11-30,11,
56528,2016-12-31,12,-1.4041609573483198
56528,2017-01-31,1,
56528,2017-02-28,2,
56528,2017-03-31,3,1.5208604580116918
56528,2017-04-30,4,
56528,2017-05-31,5,
56528,2017-06-30,6,-2.0013244536694397
56528,2017-07-31,7,
56528,2017-08-31,8,
56528,2017-09-30,9,-0.324798850358472
56528,2017-10-31,10,
56528,2017-11-30,11,
56528,2017-12-31,12,-1.1197022592894905
56528,2018-01-31,1,
56528,2018-02-28,2,
56528,2018-03-31,3,
56528,2018-04-30,4,-0.45961003965147174
56528,2018-05-31,5,
56528,2018-06-30,6,0.06187975287777259
56528,2018-07-31,7,
56528,2018-08-31,8,
56528,2018-09-30,9,0.320387991327852
56528,2018-10-31,10,
56528,2018-11-30,11,
56528,2018-12-31,12,-1.1753138266363539
56528,2019-01-31,1,
56528,2019-02-28,2,
56528,2019-03-31,3,
56528,2019-04-30,4,
56528,2019-05-31,5,
56528,2019-06-30,6,-0.04035541889175853
56528,2019-07-31,7,
56528,2019-08-31,8,
56528,2019-09-30,9,0.8343312740702574
56528,2019-10-31,10,
56528,2019-11-30,11,
56528,2019-12-31,12,
56528,2020-01-31,1,0.01438350241465769
56528,2020-02-29,2,
56528,2020-03-31,3,
56528,2020-04-30,4,
56528,2020-05-31,5,
56528,2020-06-30,6,0.06187975287777259
56528,2020-07-31,7,
56528,2020-08-31,8,
56528,2020-09-30,9,-1.634734183951463
56528,2020-10-31,10,
56528,2020-11-30,11,
56528,2020-12-31,12,
