gwicid,date,month,SGI
58096,1993-08-31,8,0.6125873840507241
58096,1993-09-30,9,
58096,1993-10-31,10,
58096,1993-11-30,11,
58096,1993-12-31,12,1.550453193362181
58096,1994-01-31,1,
58096,1994-02-28,2,
58096,1994-03-31,3,1.512694043895217
58096,1994-04-30,4,
58096,1994-05-31,5,
58096,1994-06-30,6,1.1123463400472984
58096,1994-07-31,7,
58096,1994-08-31,8,
58096,1994-09-30,9,0.3155424175645618
58096,1994-10-31,10,
58096,1994-11-30,11,
58096,1994-12-31,12,-0.326195429931011
58096,1995-01-31,1,
58096,1995-02-28,2,
58096,1995-03-31,3,-0.1313975368908864
58096,1995-04-30,4,
58096,1995-05-31,5,
58096,1995-06-30,6,0.5580825024646356
58096,1995-07-31,7,
58096,1995-08-31,8,
58096,1995-09-30,9,1.2314711720742566
58096,1995-10-31,10,
58096,1995-11-30,11,
58096,1995-12-31,12,1.9999085651115243
58096,1996-01-31,1,
58096,1996-02-29,2,
58096,1996-03-31,3,2.0195232730065205
58096,1996-04-30,4,
58096,1996-05-31,5,
58096,1996-06-30,6,1.1665097193895346
58096,1996-07-31,7,
58096,1996-08-31,8,
58096,1996-09-30,9,1.451854401636147
58096,1996-10-31,10,
58096,1996-11-30,11,
58096,1996-12-31,12,1.2582819880137424
58096,1997-01-31,1,
58096,1997-02-28,2,
58096,1997-03-31,3,
58096,1997-04-30,4,
58096,1997-05-31,5,
58096,1997-06-30,6,1.3443164481648666
58096,1997-07-31,7,
58096,1997-08-31,8,
58096,1997-09-30,9,1.7895134757377105
58096,1997-10-31,10,
58096,1997-11-30,11,
58096,1997-12-31,12,
58096,1998-01-31,1,1.3832325969182595
58096,1998-02-28,2,0.3356843273038761
58096,1998-03-31,3,0.5747395672709397
58096,1998-04-30,4,0.07319586344236773
58096,1998-05-31,5,
58096,1998-06-30,6,0.6111584473061209
58096,1998-07-31,7,0.7055836670684453
58096,1998-08-31,8,0.506843841262365
58096,1998-09-30,9,0.8990687729311584
58096,1998-10-31,10,-0.2863736380791877
58096,1998-11-30,11,-0.21517678698830323
58096,1998-12-31,12,0.6335121090564158
58096,1999-01-31,1,0.27830923309460354
58096,1999-02-28,2,0.8684983455307835
58096,1999-03-31,3,1.2336399036634402
58096,1999-04-30,4,0.7213266756972015
58096,1999-05-31,5,7.647529289833699e-07
58096,1999-06-30,6,0.6499640650263091
58096,1999-07-31,7,0.3116851234470319
58096,1999-08-31,8,0.37558939322680085
58096,1999-09-30,9,
58096,1999-10-31,10,0.9941462743710408
58096,1999-11-30,11,1.150435625924266
58096,1999-12-31,12,0.8275668460142768
58096,2000-01-31,1,0.5930832488232789
58096,2000-02-29,2,-0.16118981259848875
58096,2000-03-31,3,0.708828684182139
58096,2000-04-30,4,0.30109838027705926
58096,2000-05-31,5,0.5240008735342783
58096,2000-06-30,6,0.637818429283659
58096,2000-07-31,7,-0.013251042220306708
58096,2000-08-31,8,-0.056250869767710876
58096,2000-09-30,9,0.36387440914616875
58096,2000-10-31,10,-0.05980453677102071
58096,2000-11-30,11,0.21517678716942434
58096,2000-12-31,12,0.4464745565845556
58096,2001-01-31,1,-0.21004571595350718
58096,2001-02-28,2,-1.1501051232404873
58096,2001-03-31,3,-0.8250509129275962
58096,2001-04-30,4,-0.386183435495546
58096,2001-05-31,5,-0.6177682023129214
58096,2001-06-30,6,0.46237619950762765
58096,2001-07-31,7,0.45074433427053884
58096,2001-08-31,8,
58096,2001-09-30,9,0.2529096334673182
58096,2001-10-31,10,
58096,2001-11-30,11,
58096,2001-12-31,12,-0.4258835253050701
58096,2002-01-31,1,
58096,2002-02-28,2,
58096,2002-03-31,3,-1.0904625083348711
58096,2002-04-30,4,
58096,2002-05-31,5,
58096,2002-06-30,6,-0.1398046325815805
58096,2002-07-31,7,
58096,2002-08-31,8,
58096,2002-09-30,9,0.4664059019930413
58096,2002-10-31,10,
58096,2002-11-30,11,
58096,2002-12-31,12,0.11223129232974571
58096,2003-01-31,1,
58096,2003-02-28,2,
58096,2003-03-31,3,0.45031441380300685
58096,2003-04-30,4,
58096,2003-05-31,5,
58096,2003-06-30,6,0.30179255517047765
58096,2003-07-31,7,
58096,2003-08-31,8,
58096,2003-09-30,9,0.11964458003106748
58096,2003-10-31,10,
58096,2003-11-30,11,
58096,2003-12-31,12,-0.0167373695463795
58096,2004-01-31,1,
58096,2004-02-29,2,
58096,2004-03-31,3,-0.5774900774756162
58096,2004-04-30,4,
58096,2004-05-31,5,
58096,2004-06-30,6,-1.7295840124176078
58096,2004-07-31,7,
58096,2004-08-31,8,
58096,2004-09-30,9,0.9024634238506145
58096,2004-10-31,10,
58096,2004-11-30,11,
58096,2004-12-31,12,0.8039639819398823
58096,2005-01-31,1,
58096,2005-02-28,2,
58096,2005-03-31,3,0.21933242398752695
58096,2005-04-30,4,
58096,2005-05-31,5,
58096,2005-06-30,6,-0.2731205731395139
58096,2005-07-31,7,
58096,2005-08-31,8,
58096,2005-09-30,9,-0.6856835108766941
58096,2005-10-31,10,
58096,2005-11-30,11,
58096,2005-12-31,12,-0.7040604270178953
58096,2006-01-31,1,
58096,2006-02-28,2,
58096,2006-03-31,3,-0.4503144142456408
58096,2006-04-30,4,
58096,2006-05-31,5,
58096,2006-06-30,6,-0.4113329914187618
58096,2006-07-31,7,
58096,2006-08-31,8,
58096,2006-09-30,9,-0.8434852673014201
58096,2006-10-31,10,
58096,2006-11-30,11,
58096,2006-12-31,12,-1.2584595209014575
58096,2007-01-31,1,
58096,2007-02-28,2,
58096,2007-03-31,3,-1.4342763507067868
58096,2007-04-30,4,
58096,2007-05-31,5,
58096,2007-06-30,6,-0.7145124000944353
58096,2007-07-31,7,
58096,2007-08-31,8,
58096,2007-09-30,9,-1.1656613825500641
58096,2007-10-31,10,
58096,2007-11-30,11,
58096,2007-12-31,12,-2.0372726279031332
58096,2008-01-31,1,
58096,2008-02-29,2,
58096,2008-03-31,3,-0.7350069527437436
58096,2008-04-30,4,
58096,2008-05-31,5,
58096,2008-06-30,6,-0.8236062748100608
58096,2008-07-31,7,
58096,2008-08-31,8,
58096,2008-09-30,9,0.17531931228166653
58096,2008-10-31,10,
58096,2008-11-30,11,
58096,2008-12-31,12,0.4148315027192364
58096,2009-01-31,1,
58096,2009-02-28,2,
58096,2009-03-31,3,0.8571030385072912
58096,2009-04-30,4,
58096,2009-05-31,5,
58096,2009-06-30,6,-0.3444815814744062
58096,2009-07-31,7,
58096,2009-08-31,8,
58096,2009-09-30,9,
58096,2009-10-31,10,
58096,2009-11-30,11,
58096,2009-12-31,12,-0.6053891709683068
58096,2010-01-31,1,
58096,2010-02-28,2,
58096,2010-03-31,3,-1.7976349730316366
58096,2010-04-30,4,
58096,2010-05-31,5,
58096,2010-06-30,6,-0.8514647663732087
58096,2010-07-31,7,
58096,2010-08-31,8,
58096,2010-09-30,9,-0.177189750868481
58096,2010-10-31,10,
58096,2010-11-30,11,
58096,2010-12-31,12,-0.8388985076947993
58096,2011-01-31,1,
58096,2011-02-28,2,
58096,2011-03-31,3,-0.3317484274069862
58096,2011-04-30,4,
58096,2011-05-31,5,
58096,2011-06-30,6,-0.4459506061699079
58096,2011-07-31,7,
58096,2011-08-31,8,
58096,2011-09-30,9,-0.07514065233747602
58096,2011-10-31,10,
58096,2011-11-30,11,
58096,2011-12-31,12,-0.3676455335792339
58096,2012-01-31,1,
58096,2012-02-29,2,
58096,2012-03-31,3,0.10894724948242485
58096,2012-04-30,4,-0.36195458686776183
58096,2012-05-31,5,-1.118226058478562
58096,2012-06-30,6,-0.4829063668889384
58096,2012-07-31,7,-0.7610681155779354
58096,2012-08-31,8,-1.0825747906296916
58096,2012-09-30,9,-0.9721641054164808
58096,2012-10-31,10,-1.281728756502709
58096,2012-11-30,11,-1.150435626267757
58096,2012-12-31,12,-0.23091645782296255
58096,2013-01-31,1,-1.3832325969182595
58096,2013-02-28,2,
58096,2013-03-31,3,1.0097511582429775e-07
58096,2013-04-30,4,-0.9321658050423717
58096,2013-05-31,5,
58096,2013-06-30,6,-0.510643576998673
58096,2013-07-31,7,
58096,2013-08-31,8,
58096,2013-09-30,9,-0.9463105318547388
58096,2013-10-31,10,
58096,2013-11-30,11,
58096,2013-12-31,12,-1.5342144100424129
58096,2014-01-31,1,
58096,2014-02-28,2,
58096,2014-03-31,3,0.3325630245809663
58096,2014-04-30,4,
58096,2014-05-31,5,
58096,2014-06-30,6,0.27837594627231077
58096,2014-07-31,7,
58096,2014-08-31,8,
58096,2014-09-30,9,
58096,2014-10-31,10,0.5149361435716355
58096,2014-11-30,11,
58096,2014-12-31,12,1.0114437701692423
58096,2015-01-31,1,
58096,2015-02-28,2,
58096,2015-03-31,3,
58096,2015-04-30,4,1.0818695669291172
58096,2015-05-31,5,
58096,2015-06-30,6,0.4909841563196491
58096,2015-07-31,7,
58096,2015-08-31,8,
58096,2015-09-30,9,-0.3001603168018807
58096,2015-10-31,10,
58096,2015-11-30,11,
58096,2015-12-31,12,-1.04586332717263
58096,2016-01-31,1,
58096,2016-02-29,2,
58096,2016-03-31,3,-1.2924740473184637
58096,2016-04-30,4,
58096,2016-05-31,5,
58096,2016-06-30,6,
58096,2016-07-31,7,-0.753158702291746
58096,2016-08-31,8,
58096,2016-09-30,9,-0.23604068979863757
58096,2016-10-31,10,
58096,2016-11-30,11,
58096,2016-12-31,12,0.2592856978684923
58096,2017-01-31,1,
58096,2017-02-28,2,
58096,2017-03-31,3,1.0271448814313153
58096,2017-04-30,4,
58096,2017-05-31,5,1.281728756502709
58096,2017-06-30,6,
58096,2017-07-31,7,
58096,2017-08-31,8,
58096,2017-09-30,9,-0.21638531020945084
58096,2017-10-31,10,
58096,2017-11-30,11,
58096,2017-12-31,12,
58096,2018-01-31,1,
58096,2018-02-28,2,
58096,2018-03-31,3,
58096,2018-04-30,4,-0.402365040540545
58096,2018-05-31,5,
58096,2018-06-30,6,0.23167710838239364
58096,2018-07-31,7,
58096,2018-08-31,8,-0.48870715360880546
58096,2018-09-30,9,-0.09931661391051727
58096,2018-10-31,10,
58096,2018-11-30,11,
58096,2018-12-31,12,0.06536676552657616
58096,2019-01-31,1,
58096,2019-02-28,2,
58096,2019-03-31,3,-0.1973241184458694
58096,2019-04-30,4,
58096,2019-05-31,5,
58096,2019-06-30,6,-0.08696902746819468
58096,2019-07-31,7,
58096,2019-08-31,8,
58096,2019-09-30,9,-0.27545759715847873
58096,2019-10-31,10,
58096,2019-11-30,11,
58096,2019-12-31,12,
58096,2020-01-31,1,-0.6741891400433162
58096,2020-02-29,2,
58096,2020-03-31,3,
58096,2020-04-30,4,
58096,2020-05-31,5,
58096,2020-06-30,6,-1.2818321979073266
58096,2020-07-31,7,
58096,2020-08-31,8,
58096,2020-09-30,9,-1.5173612292399166
58096,2020-10-31,10,
58096,2020-11-30,11,
58096,2020-12-31,12,
