gwicid,date,month,SGI
135720,1992-10-31,10,0.6036899309042267
135720,1992-11-30,11,0.9830034839278605
135720,1992-12-31,12,1.3018926188425657
135720,1993-01-31,1,1.4780844891534728
135720,1993-02-28,2,0.48836088448118664
135720,1993-03-31,3,
135720,1993-04-30,4,-2.0008589331554263
135720,1993-05-31,5,0.30482745717010773
135720,1993-06-30,6,1.150435626267757
135720,1993-07-31,7,1.0968493047158647
135720,1993-08-31,8,1.5344347325626067
135720,1993-09-30,9,1.1290356764013496
135720,1993-10-31,10,0.09802515403330436
135720,1993-11-30,11,0.6278882468872242
135720,1993-12-31,12,
135720,1994-01-31,1,
135720,1994-02-28,2,
135720,1994-03-31,3,
135720,1994-04-30,4,
135720,1994-05-31,5,-0.910322959461605
135720,1994-06-30,6,
135720,1994-07-31,7,
135720,1994-08-31,8,0.4806770907263418
135720,1994-09-30,9,
135720,1994-10-31,10,
135720,1994-11-30,11,
135720,1994-12-31,12,
135720,1995-01-31,1,
135720,1995-02-28,2,0.8870206064724637
135720,1995-03-31,3,
135720,1995-04-30,4,
135720,1995-05-31,5,0.6108072972393599
135720,1995-06-30,6,
135720,1995-07-31,7,
135720,1995-08-31,8,
135720,1995-09-30,9,0.6296007066342255
135720,1995-10-31,10,
135720,1995-11-30,11,
135720,1995-12-31,12,
135720,1996-01-31,1,-0.10658236795637932
135720,1996-02-29,2,
135720,1996-03-31,3,
135720,1996-04-30,4,-0.3848524196618983
135720,1996-05-31,5,
135720,1996-06-30,6,
135720,1996-07-31,7,-0.6741891400433162
135720,1996-08-31,8,
135720,1996-09-30,9,
135720,1996-10-31,10,0.45777139554630764
135720,1996-11-30,11,
135720,1996-12-31,12,
135720,1997-01-31,1,
135720,1997-02-28,2,1.5344347325626067
135720,1997-03-31,3,
135720,1997-04-30,4,1.4012752062946139
135720,1997-05-31,5,
135720,1997-06-30,6,
135720,1997-07-31,7,0.8253163519534287
135720,1997-08-31,8,
135720,1997-09-30,9,
135720,1997-10-31,10,0.6036899309042267
135720,1997-11-30,11,
135720,1997-12-31,12,
135720,1998-01-31,1,0.7422077241652171
135720,1998-02-28,2,
135720,1998-03-31,3,
135720,1998-04-30,4,1.0108925524909615
135720,1998-05-31,5,
135720,1998-06-30,6,0.430291758905722
135720,1998-07-31,7,
135720,1998-08-31,8,
135720,1998-09-30,9,
135720,1998-10-31,10,
135720,1998-11-30,11,
135720,1998-12-31,12,
135720,1999-01-31,1,0.045851983681552744
135720,1999-02-28,2,
135720,1999-03-31,3,
135720,1999-04-30,4,-0.021829820781796405
135720,1999-05-31,5,
135720,1999-06-30,6,
135720,1999-07-31,7,-0.05685053378198046
135720,1999-08-31,8,
135720,1999-09-30,9,
135720,1999-10-31,10,-0.29190059859180506
135720,1999-11-30,11,
135720,1999-12-31,12,
135720,2000-01-31,1,-1.2266389159188864
135720,2000-02-29,2,
135720,2000-03-31,3,
135720,2000-04-30,4,-0.7840666372509485
135720,2000-05-31,5,
135720,2000-06-30,6,
135720,2000-07-31,7,-0.9981681796160153
135720,2000-08-31,8,
135720,2000-09-30,9,
135720,2000-10-31,10,
135720,2000-11-30,11,-0.5993696260210999
135720,2000-12-31,12,
135720,2001-01-31,1,
135720,2001-02-28,2,
135720,2001-03-31,3,
135720,2001-04-30,4,
135720,2001-05-31,5,-0.8790057524336681
135720,2001-06-30,6,
135720,2001-07-31,7,-1.2075413834549193
135720,2001-08-31,8,
135720,2001-09-30,9,
135720,2001-10-31,10,-1.0599600437186028
135720,2001-11-30,11,
135720,2001-12-31,12,
135720,2002-01-31,1,-1.4989640771577726
135720,2002-02-28,2,
135720,2002-03-31,3,
135720,2002-04-30,4,-1.3050642540782933
135720,2002-05-31,5,
135720,2002-06-30,6,
135720,2002-07-31,7,-0.3483119443984253
135720,2002-08-31,8,
135720,2002-09-30,9,
135720,2002-10-31,10,-0.6309936106835412
135720,2002-11-30,11,
135720,2002-12-31,12,
135720,2003-01-31,1,-1.979630310348377
135720,2003-02-28,2,
135720,2003-03-31,3,
135720,2003-04-30,4,0.33071567399561497
135720,2003-05-31,5,
135720,2003-06-30,6,
135720,2003-07-31,7,-1.6909946211940332
135720,2003-08-31,8,
135720,2003-09-30,9,
135720,2003-10-31,10,-1.360154265256992
135720,2003-11-30,11,
135720,2003-12-31,12,
135720,2004-01-31,1,-0.6130941775722061
135720,2004-02-29,2,
135720,2004-03-31,3,
135720,2004-04-30,4,-0.5389148496343088
135720,2004-05-31,5,
135720,2004-06-30,6,-0.3181998624529798
135720,2004-07-31,7,
135720,2004-08-31,8,-0.3332937955289632
135720,2004-09-30,9,
135720,2004-10-31,10,-0.7234707519547331
135720,2004-11-30,11,
135720,2004-12-31,12,
135720,2005-01-31,1,-0.7882328484843728
135720,2005-02-28,2,
135720,2005-03-31,3,
135720,2005-04-30,4,1.0108925524909615
135720,2005-05-31,5,
135720,2005-06-30,6,
135720,2005-07-31,7,-0.5371274369118704
135720,2005-08-31,8,
135720,2005-09-30,9,
135720,2005-10-31,10,0.05175636192059141
135720,2005-11-30,11,
135720,2005-12-31,12,
135720,2006-01-31,1,1.228117487542383
135720,2006-02-28,2,
135720,2006-03-31,3,
135720,2006-04-30,4,1.4012752062946139
135720,2006-05-31,5,
135720,2006-06-30,6,-0.10438821082180438
135720,2006-07-31,7,
135720,2006-08-31,8,
135720,2006-09-30,9,
135720,2006-10-31,10,0.3633927588730137
135720,2006-11-30,11,
135720,2006-12-31,12,
135720,2007-01-31,1,0.12425092185399245
135720,2007-02-28,2,
135720,2007-03-31,3,
135720,2007-04-30,4,0.2825876838381547
135720,2007-05-31,5,
135720,2007-06-30,6,
135720,2007-07-31,7,0.05685053378198046
135720,2007-08-31,8,
135720,2007-09-30,9,
135720,2007-10-31,10,0.9009872644547023
135720,2007-11-30,11,
135720,2007-12-31,12,
135720,2008-01-31,1,0.3988615222423988
135720,2008-02-29,2,
135720,2008-03-31,3,
135720,2008-04-30,4,-0.16822200279451427
135720,2008-05-31,5,-0.08537717457900462
135720,2008-06-30,6,0.10438821082180394
135720,2008-07-31,7,
135720,2008-08-31,8,-0.20864252259575466
135720,2008-09-30,9,
135720,2008-10-31,10,-0.15120943540454945
135720,2008-11-30,11,
135720,2008-12-31,12,0.10850310035876531
135720,2009-01-31,1,0.4742798405184223
135720,2009-02-28,2,-0.3181998624529798
135720,2009-03-31,3,0.21140217603491984
135720,2009-04-30,4,0.25056994613485584
135720,2009-05-31,5,1.5832435814539876
135720,2009-06-30,6,0.430291758905722
135720,2009-07-31,7,0.6042346494491695
135720,2009-08-31,8,0.6862139293874091
135720,2009-09-30,9,-0.0066643330796445355
135720,2009-10-31,10,-0.3850107421660802
135720,2009-11-30,11,0.4717189989024928
135720,2009-12-31,12,0.7162872462225008
135720,2010-01-31,1,0.3988615222423988
135720,2010-02-28,2,-0.3181998624529798
135720,2010-03-31,3,1.29507753493611
135720,2010-04-30,4,
135720,2010-05-31,5,0.05171710886573222
135720,2010-06-30,6,1.7320496204570341
135720,2010-07-31,7,1.0968493047158647
135720,2010-08-31,8,0.22051477400441355
135720,2010-09-30,9,0.15859679390640502
135720,2010-10-31,10,-0.0259731874479896
135720,2010-11-30,11,-0.03811506781451102
135720,2010-12-31,12,-0.10859549478068464
135720,2011-01-31,1,-0.06917249644680767
135720,2011-02-28,2,0.15698515566705407
135720,2011-03-31,3,0.7183642039842894
135720,2011-04-30,4,
135720,2011-05-31,5,0.8089390385758398
135720,2011-06-30,6,0.8120284822555502
135720,2011-07-31,7,0.3483119443984253
135720,2011-08-31,8,
135720,2011-09-30,9,
135720,2011-10-31,10,-1.1798153018773863
135720,2011-11-30,11,
135720,2011-12-31,12,
135720,2012-01-31,1,-0.7157208493747601
135720,2012-02-29,2,
135720,2012-03-31,3,-0.7201308329340711
135720,2012-04-30,4,-0.6784088673006511
135720,2012-05-31,5,-0.5152021918669283
135720,2012-06-30,6,-1.150435626267757
135720,2012-07-31,7,-1.6909946211940332
135720,2012-08-31,8,-1.534301415177218
135720,2012-09-30,9,-1.2481222440631574
135720,2012-10-31,10,-1.7792699379076526
135720,2012-11-30,11,-1.38985697427901
135720,2012-12-31,12,-1.3832325969182595
135720,2013-01-31,1,-1.0723489235878556
135720,2013-02-28,2,-1.5344347325626067
135720,2013-03-31,3,-1.0519229513698214
135720,2013-04-30,4,-1.046629564802079
135720,2013-05-31,5,-1.3480815966555135
135720,2013-06-30,6,-0.6741891400433162
135720,2013-07-31,7,-0.17140381923784953
135720,2013-08-31,8,-0.8870815544871729
135720,2013-09-30,9,-0.7474116038473516
135720,2013-10-31,10,-0.40046636854141804
135720,2013-11-30,11,-0.24077032592239744
135720,2013-12-31,12,-0.6740735159831867
135720,2014-01-31,1,-0.17964214114375898
135720,2014-02-28,2,-0.8870206064724637
135720,2014-03-31,3,-0.3368729083790829
135720,2014-04-30,4,0.6095766791010777
135720,2014-05-31,5,0.4315397431778134
135720,2014-06-30,6,-1.7320496204570337
135720,2014-07-31,7,0.17140381923784953
135720,2014-08-31,8,
135720,2014-09-30,9,
135720,2014-10-31,10,0.09802515403330436
135720,2014-11-30,11,
135720,2014-12-31,12,
135720,2015-01-31,1,0.24281825412163105
135720,2015-02-28,2,
135720,2015-03-31,3,
135720,2015-04-30,4,-0.7840666372509485
135720,2015-05-31,5,
135720,2015-06-30,6,
135720,2015-07-31,7,1.6909946211940339
135720,2015-08-31,8,
135720,2015-09-30,9,
135720,2015-10-31,10,1.4858797621076216
135720,2015-11-30,11,
135720,2015-12-31,12,
135720,2016-01-31,1,-0.17964214114375898
135720,2016-02-29,2,
135720,2016-03-31,3,
135720,2016-04-30,4,-0.10284546602263211
135720,2016-05-31,5,
135720,2016-06-30,6,
135720,2016-07-31,7,-0.8253163519534287
135720,2016-08-31,8,
135720,2016-09-30,9,
135720,2016-10-31,10,1.8036840879810945
135720,2016-11-30,11,
135720,2016-12-31,12,
135720,2017-01-31,1,1.8863418780170416
135720,2017-02-28,2,
135720,2017-03-31,3,
135720,2017-04-30,4,-0.20111959866089624
135720,2017-05-31,5,
135720,2017-06-30,6,-0.6741891400433162
135720,2017-07-31,7,1.6909946211940339
135720,2017-08-31,8,
135720,2017-09-30,9,
135720,2017-10-31,10,1.2631048122526503
135720,2017-11-30,11,
135720,2017-12-31,12,
135720,2018-01-31,1,1.1257472291042396
135720,2018-02-28,2,
135720,2018-03-31,3,
135720,2018-04-30,4,0.9326167942523351
135720,2018-05-31,5,
135720,2018-06-30,6,
135720,2018-07-31,7,0.3483119443984253
135720,2018-08-31,8,
135720,2018-09-30,9,
135720,2018-10-31,10,1.1721462062769714
135720,2018-11-30,11,
135720,2018-12-31,12,
135720,2019-01-31,1,-0.4436536001903699
135720,2019-02-28,2,
135720,2019-03-31,3,
135720,2019-04-30,4,0.4765444412115247
135720,2019-05-31,5,
135720,2019-06-30,6,
135720,2019-07-31,7,0.6042346494491695
135720,2019-08-31,8,
135720,2019-09-30,9,
135720,2019-10-31,10,0.12865440930122318
135720,2019-11-30,11,
135720,2019-12-31,12,
135720,2020-01-31,1,0.6161658636117384
135720,2020-02-29,2,
135720,2020-03-31,3,
135720,2020-04-30,4,
135720,2020-05-31,5,
135720,2020-06-30,6,
135720,2020-07-31,7,-0.3483119443984253
135720,2020-08-31,8,
135720,2020-09-30,9,
135720,2020-10-31,10,-0.8643926759053028
135720,2020-11-30,11,
135720,2020-12-31,12,
