gwicid,date,month,SGI
148531,1991-01-31,1,
148531,1991-02-28,2,
148531,1991-03-31,3,
148531,1991-04-30,4,
148531,1991-05-31,5,
148531,1991-06-30,6,
148531,1991-07-31,7,0.028083931648632987
148531,1991-08-31,8,
148531,1991-09-30,9,
148531,1991-10-31,10,
148531,1991-11-30,11,-0.44428830080691917
148531,1991-12-31,12,
148531,1992-01-31,1,
148531,1992-02-29,2,-0.22880786952942067
148531,1992-03-31,3,
148531,1992-04-30,4,
148531,1992-05-31,5,-0.014509949990016535
148531,1992-06-30,6,
148531,1992-07-31,7,
148531,1992-08-31,8,
148531,1992-09-30,9,
148531,1992-10-31,10,
148531,1992-11-30,11,0.3584042662116673
148531,1992-12-31,12,
148531,1993-01-31,1,
148531,1993-02-28,2,-0.24268998654224538
148531,1993-03-31,3,
148531,1993-04-30,4,
148531,1993-05-31,5,1.1240315649513302
148531,1993-06-30,6,
148531,1993-07-31,7,
148531,1993-08-31,8,
148531,1993-09-30,9,
148531,1993-10-31,10,
148531,1993-11-30,11,1.683808770812146
148531,1993-12-31,12,
148531,1994-01-31,1,
148531,1994-02-28,2,
148531,1994-03-31,3,
148531,1994-04-30,4,
148531,1994-05-31,5,
148531,1994-06-30,6,
148531,1994-07-31,7,
148531,1994-08-31,8,
148531,1994-09-30,9,
148531,1994-10-31,10,
148531,1994-11-30,11,0.1649855580303754
148531,1994-12-31,12,
148531,1995-01-31,1,
148531,1995-02-28,2,0.42862247445253243
148531,1995-03-31,3,
148531,1995-04-30,4,
148531,1995-05-31,5,
148531,1995-06-30,6,-0.0028144974246528953
148531,1995-07-31,7,
148531,1995-08-31,8,
148531,1995-09-30,9,
148531,1995-10-31,10,1.9162480555736412
148531,1995-11-30,11,
148531,1995-12-31,12,
148531,1996-01-31,1,1.8205622040774179
148531,1996-02-29,2,
148531,1996-03-31,3,
148531,1996-04-30,4,1.4144925473703882
148531,1996-05-31,5,
148531,1996-06-30,6,
148531,1996-07-31,7,1.937630226735787
148531,1996-08-31,8,
148531,1996-09-30,9,
148531,1996-10-31,10,0.950686901140398
148531,1996-11-30,11,
148531,1996-12-31,12,
148531,1997-01-31,1,
148531,1997-02-28,2,1.6757085382631658
148531,1997-03-31,3,
148531,1997-04-30,4,1.224011294819804
148531,1997-05-31,5,
148531,1997-06-30,6,
148531,1997-07-31,7,1.4541181489279968
148531,1997-08-31,8,
148531,1997-09-30,9,
148531,1997-10-31,10,1.3303403605303132
148531,1997-11-30,11,
148531,1997-12-31,12,
148531,1998-01-31,1,1.285453732963573
148531,1998-02-28,2,
148531,1998-03-31,3,
148531,1998-04-30,4,1.324157379191568
148531,1998-05-31,5,
148531,1998-06-30,6,
148531,1998-07-31,7,0.7981430012689398
148531,1998-08-31,8,
148531,1998-09-30,9,
148531,1998-10-31,10,
148531,1998-11-30,11,
148531,1998-12-31,12,
148531,1999-01-31,1,1.02945082797314
148531,1999-02-28,2,
148531,1999-03-31,3,
148531,1999-04-30,4,1.0243703372680844
