gwicid,date,month,SGI
129491,1991-01-31,1,
129491,1991-02-28,2,
129491,1991-03-31,3,
129491,1991-04-30,4,
129491,1991-05-31,5,
129491,1991-06-30,6,
129491,1991-07-31,7,
129491,1991-08-31,8,
129491,1991-09-30,9,
129491,1991-10-31,10,
129491,1991-11-30,11,
129491,1991-12-31,12,
129491,1992-01-31,1,
129491,1992-02-29,2,
129491,1992-03-31,3,
129491,1992-04-30,4,
129491,1992-05-31,5,
129491,1992-06-30,6,
129491,1992-07-31,7,
129491,1992-08-31,8,-0.48347359107381704
129491,1992-09-30,9,-0.4452188410092812
129491,1992-10-31,10,
129491,1992-11-30,11,0.0010075544439176465
129491,1992-12-31,12,-0.5321028923435263
129491,1993-01-31,1,
129491,1993-02-28,2,
129491,1993-03-31,3,
129491,1993-04-30,4,0.3547663309336462
129491,1993-05-31,5,0.5085111306012522
129491,1993-06-30,6,0.2443878671333426
129491,1993-07-31,7,0.8436600278508033
129491,1993-08-31,8,-0.8028755192424789
129491,1993-09-30,9,-1.0078478311292507
129491,1993-10-31,10,-0.5150900857082015
129491,1993-11-30,11,
129491,1993-12-31,12,
129491,1994-01-31,1,
129491,1994-02-28,2,
129491,1994-03-31,3,
129491,1994-04-30,4,
129491,1994-05-31,5,-0.27547001934198523
129491,1994-06-30,6,
129491,1994-07-31,7,
129491,1994-08-31,8,-0.6836206682482112
129491,1994-09-30,9,
129491,1994-10-31,10,
129491,1994-11-30,11,
129491,1994-12-31,12,
129491,1995-01-31,1,
129491,1995-02-28,2,
129491,1995-03-31,3,
129491,1995-04-30,4,
129491,1995-05-31,5,
129491,1995-06-30,6,-1.0630356889967985
129491,1995-07-31,7,
129491,1995-08-31,8,
129491,1995-09-30,9,-0.509648161948155
129491,1995-10-31,10,
129491,1995-11-30,11,
129491,1995-12-31,12,
129491,1996-01-31,1,-1.6514157785636425
129491,1996-02-29,2,
129491,1996-03-31,3,
129491,1996-04-30,4,-0.022236476493681545
129491,1996-05-31,5,
129491,1996-06-30,6,
129491,1996-07-31,7,
129491,1996-08-31,8,
129491,1996-09-30,9,
129491,1996-10-31,10,
129491,1996-11-30,11,
129491,1996-12-31,12,
129491,1997-01-31,1,
129491,1997-02-28,2,
129491,1997-03-31,3,
129491,1997-04-30,4,0.5317562654279755
129491,1997-05-31,5,
129491,1997-06-30,6,
129491,1997-07-31,7,
129491,1997-08-31,8,
129491,1997-09-30,9,
129491,1997-10-31,10,
129491,1997-11-30,11,
129491,1997-12-31,12,
129491,1998-01-31,1,
129491,1998-02-28,2,
129491,1998-03-31,3,
129491,1998-04-30,4,0.5236988212670444
129491,1998-05-31,5,
129491,1998-06-30,6,
129491,1998-07-31,7,
129491,1998-08-31,8,
129491,1998-09-30,9,
129491,1998-10-31,10,
129491,1998-11-30,11,
129491,1998-12-31,12,
129491,1999-01-31,1,
129491,1999-02-28,2,
129491,1999-03-31,3,
129491,1999-04-30,4,
129491,1999-05-31,5,-0.4467353963176901
129491,1999-06-30,6,
129491,1999-07-31,7,
129491,1999-08-31,8,
129491,1999-09-30,9,
129491,1999-10-31,10,
129491,1999-11-30,11,
129491,1999-12-31,12,
129491,2000-01-31,1,
129491,2000-02-29,2,
129491,2000-03-31,3,
129491,2000-04-30,4,
129491,2000-05-31,5,
129491,2000-06-30,6,-0.28987567623977273
129491,2000-07-31,7,
129491,2000-08-31,8,
129491,2000-09-30,9,
129491,2000-10-31,10,
129491,2000-11-30,11,
129491,2000-12-31,12,
129491,2001-01-31,1,
129491,2001-02-28,2,
129491,2001-03-31,3,
129491,2001-04-30,4,
129491,2001-05-31,5,-0.844836039407412
129491,2001-06-30,6,
129491,2001-07-31,7,
129491,2001-08-31,8,
129491,2001-09-30,9,
129491,2001-10-31,10,
129491,2001-11-30,11,
129491,2001-12-31,12,
129491,2002-01-31,1,
129491,2002-02-28,2,
129491,2002-03-31,3,
129491,2002-04-30,4,-0.8776961558324462
129491,2002-05-31,5,
129491,2002-06-30,6,
129491,2002-07-31,7,
129491,2002-08-31,8,
