gwicid,date,month,SGI
135722,1992-07-31,7,-0.8542910972879093
135722,1992-08-31,8,
135722,1992-09-30,9,
135722,1992-10-31,10,
135722,1992-11-30,11,-1.4889538787243202
135722,1992-12-31,12,-1.2534433737427388
135722,1993-01-31,1,-0.708370202399016
135722,1993-02-28,2,-1.2763973480964461
135722,1993-03-31,3,
135722,1993-04-30,4,-0.6017937932909276
135722,1993-05-31,5,-1.7169849454688422
135722,1993-06-30,6,-0.9027767465693715
135722,1993-07-31,7,-0.3968200899908867
135722,1993-08-31,8,-1.0982204825008166
135722,1993-09-30,9,-1.5863871563986822
135722,1993-10-31,10,0.6469832146767945
135722,1993-11-30,11,0.9561523552418848
135722,1993-12-31,12,
135722,1994-01-31,1,
135722,1994-02-28,2,1.4586367302879593
135722,1994-03-31,3,
135722,1994-04-30,4,
135722,1994-05-31,5,1.0356225042436673
135722,1994-06-30,6,
135722,1994-07-31,7,
135722,1994-08-31,8,-0.6816290542291435
135722,1994-09-30,9,
135722,1994-10-31,10,
135722,1994-11-30,11,-0.6257871955998144
135722,1994-12-31,12,
135722,1995-01-31,1,
135722,1995-02-28,2,-0.8111185986268771
135722,1995-03-31,3,
135722,1995-04-30,4,
135722,1995-05-31,5,-0.4676088236756355
135722,1995-06-30,6,
135722,1995-07-31,7,
135722,1995-08-31,8,
135722,1995-09-30,9,0.8240931910773216
135722,1995-10-31,10,
135722,1995-11-30,11,
135722,1995-12-31,12,
135722,1996-01-31,1,1.081003155577304
135722,1996-02-29,2,
135722,1996-03-31,3,
135722,1996-04-30,4,1.0129986387472267
135722,1996-05-31,5,
135722,1996-06-30,6,
135722,1996-07-31,7,0.8285762957441267
135722,1996-08-31,8,
135722,1996-09-30,9,
135722,1996-10-31,10,0.33239570455243905
135722,1996-11-30,11,
135722,1996-12-31,12,
135722,1997-01-31,1,
135722,1997-02-28,2,0.2313443558064543
135722,1997-03-31,3,
135722,1997-04-30,4,0.6211201566655427
135722,1997-05-31,5,
135722,1997-06-30,6,
135722,1997-07-31,7,1.282002529613596
135722,1997-08-31,8,
135722,1997-09-30,9,
135722,1997-10-31,10,1.8881753327787059
135722,1997-11-30,11,
135722,1997-12-31,12,
135722,1998-01-31,1,2.0155041937251696
135722,1998-02-28,2,
135722,1998-03-31,3,
135722,1998-04-30,4,2.0195232730065205
135722,1998-05-31,5,
135722,1998-06-30,6,1.7877468647573702
135722,1998-07-31,7,
135722,1998-08-31,8,
135722,1998-09-30,9,
135722,1998-10-31,10,
135722,1998-11-30,11,
135722,1998-12-31,12,
135722,1999-01-31,1,0.5674267601388061
135722,1999-02-28,2,
135722,1999-03-31,3,
135722,1999-04-30,4,
135722,1999-05-31,5,-0.10572702024588465
135722,1999-06-30,6,
135722,1999-07-31,7,0.2525642420957006
135722,1999-08-31,8,
135722,1999-09-30,9,
135722,1999-10-31,10,-0.3801831814733896
135722,1999-11-30,11,
135722,1999-12-31,12,
135722,2000-01-31,1,-0.4711659044320511
135722,2000-02-29,2,
135722,2000-03-31,3,
135722,2000-04-30,4,-0.4362977647466344
135722,2000-05-31,5,
135722,2000-06-30,6,
135722,2000-07-31,7,-0.5035566159193747
135722,2000-08-31,8,
135722,2000-09-30,9,
135722,2000-10-31,10,1.1630387750638194
135722,2000-11-30,11,
135722,2000-12-31,12,
135722,2001-01-31,1,
135722,2001-02-28,2,
135722,2001-03-31,3,
135722,2001-04-30,4,-0.1703255535336381
135722,2001-05-31,5,
135722,2001-06-30,6,
135722,2001-07-31,7,-0.908376491939557
135722,2001-08-31,8,
135722,2001-09-30,9,
135722,2001-10-31,10,-1.1136327898627791
135722,2001-11-30,11,
135722,2001-12-31,12,
135722,2002-01-31,1,-1.0877722671611605
135722,2002-02-28,2,
135722,2002-03-31,3,
135722,2002-04-30,4,-1.538855138735363
135722,2002-05-31,5,
135722,2002-06-30,6,
135722,2002-07-31,7,-1.676443732848481
135722,2002-08-31,8,
135722,2002-09-30,9,
135722,2002-10-31,10,-1.1156733801960201
135722,2002-11-30,11,
135722,2002-12-31,12,
135722,2003-01-31,1,-1.7829480400934496
135722,2003-02-28,2,
135722,2003-03-31,3,
135722,2003-04-30,4,-1.960427560477073
135722,2003-05-31,5,
135722,2003-06-30,6,
135722,2003-07-31,7,-1.6008268158983667
135722,2003-08-31,8,
135722,2003-09-30,9,
135722,2003-10-31,10,-1.272996247991494
135722,2003-11-30,11,
135722,2003-12-31,12,
135722,2004-01-31,1,-1.5118078795174892
135722,2004-02-29,2,
135722,2004-03-31,3,
135722,2004-04-30,4,-1.0459981941516454
135722,2004-05-31,5,
135722,2004-06-30,6,-1.592872259553542
135722,2004-07-31,7,-1.0531369569696487
135722,2004-08-31,8,
135722,2004-09-30,9,
135722,2004-10-31,10,-1.4498712391570403
135722,2004-11-30,11,
