gwicid,date,month,SGI
133162,1991-01-31,1,
133162,1991-02-28,2,
133162,1991-03-31,3,
133162,1991-04-30,4,
133162,1991-05-31,5,
133162,1991-06-30,6,
133162,1991-07-31,7,
133162,1991-08-31,8,
133162,1991-09-30,9,
133162,1991-10-31,10,
133162,1991-11-30,11,
133162,1991-12-31,12,
133162,1992-01-31,1,
133162,1992-02-29,2,
133162,1992-03-31,3,
133162,1992-04-30,4,
133162,1992-05-31,5,
133162,1992-06-30,6,
133162,1992-07-31,7,1.7320495727355472
133162,1992-08-31,8,
133162,1992-09-30,9,
133162,1992-10-31,10,
133162,1992-11-30,11,0.6533451746992447
133162,1992-12-31,12,0.50166217155843
133162,1993-01-31,1,1.2120206478556752
133162,1993-02-28,2,0.7718577826443106
133162,1993-03-31,3,
133162,1993-04-30,4,1.9119741629689422
133162,1993-05-31,5,1.3766345465082728
133162,1993-06-30,6,1.582994559593362
133162,1993-07-31,7,1.7320495727355472
133162,1993-08-31,8,1.6452114399917321
133162,1993-09-30,9,1.0915266171009181
133162,1993-10-31,10,1.0402005270741386
133162,1993-11-30,11,0.8983856021231456
133162,1993-12-31,12,
133162,1994-01-31,1,
133162,1994-02-28,2,-1.1285382452331687
133162,1994-03-31,3,
133162,1994-04-30,4,
133162,1994-05-31,5,-1.1218025153495026
133162,1994-06-30,6,
133162,1994-07-31,7,
133162,1994-08-31,8,-1.4968752750176741
133162,1994-09-30,9,
133162,1994-10-31,10,
133162,1994-11-30,11,-1.4469431741072403
133162,1994-12-31,12,
133162,1995-01-31,1,
133162,1995-02-28,2,-1.3132091401044053
133162,1995-03-31,3,
133162,1995-04-30,4,
133162,1995-05-31,5,-0.9770393516952467
133162,1995-06-30,6,
133162,1995-07-31,7,
133162,1995-08-31,8,
133162,1995-09-30,9,
133162,1995-10-31,10,-0.6610587493419561
133162,1995-11-30,11,
133162,1995-12-31,12,
133162,1996-01-31,1,-0.26273629363824735
133162,1996-02-29,2,
133162,1996-03-31,3,
133162,1996-04-30,4,-0.5180982125682649
133162,1996-05-31,5,
133162,1996-06-30,6,
133162,1996-07-31,7,-0.8062265116854763
133162,1996-08-31,8,
133162,1996-09-30,9,
133162,1996-10-31,10,-0.21309947000877427
133162,1996-11-30,11,
133162,1996-12-31,12,
133162,1997-01-31,1,
133162,1997-02-28,2,-0.5900191801500914
133162,1997-03-31,3,
133162,1997-04-30,4,-0.44063507345001063
133162,1997-05-31,5,
133162,1997-06-30,6,
133162,1997-07-31,7,-0.3448189473858243
133162,1997-08-31,8,
133162,1997-09-30,9,
133162,1997-10-31,10,-0.42643076797374757
133162,1997-11-30,11,
133162,1997-12-31,12,-1.3463417264538906
133162,1998-01-31,1,-0.5829941468910165
133162,1998-02-28,2,
133162,1998-03-31,3,-1.593557518871359
133162,1998-04-30,4,-0.14225085800726056
133162,1998-05-31,5,
133162,1998-06-30,6,-0.09455798188003373
133162,1998-07-31,7,0.4663411630116294
133162,1998-08-31,8,
133162,1998-09-30,9,
133162,1998-10-31,10,
133162,1998-11-30,11,
133162,1998-12-31,12,
133162,1999-01-31,1,-0.3736511799959834
133162,1999-02-28,2,
133162,1999-03-31,3,
133162,1999-04-30,4,-1.0879527565572515
133162,1999-05-31,5,
133162,1999-06-30,6,
133162,1999-07-31,7,-1.19842594194637
133162,1999-08-31,8,
133162,1999-09-30,9,
133162,1999-10-31,10,-0.8742805215466187
133162,1999-11-30,11,
133162,1999-12-31,12,
133162,2000-01-31,1,-2.0372726279031332
133162,2000-02-29,2,
133162,2000-03-31,3,
133162,2000-04-30,4,-0.9704370611652183
133162,2000-05-31,5,
133162,2000-06-30,6,
133162,2000-07-31,7,-0.4088501798087947
133162,2000-08-31,8,
133162,2000-09-30,9,
133162,2000-10-31,10,-1.1140534821614883
133162,2000-11-30,11,
133162,2000-12-31,12,
133162,2001-01-31,1,
133162,2001-02-28,2,
133162,2001-03-31,3,
133162,2001-04-30,4,-2.0232726917059853
133162,2001-05-31,5,
133162,2001-06-30,6,
133162,2001-07-31,7,-0.5236949617561568
133162,2001-08-31,8,
133162,2001-09-30,9,
133162,2001-10-31,10,-1.5781204439818421
133162,2001-11-30,11,
133162,2001-12-31,12,
133162,2002-01-31,1,-0.7413460805760929
133162,2002-02-28,2,
133162,2002-03-31,3,
133162,2002-04-30,4,-0.8343664622018433
133162,2002-05-31,5,
133162,2002-06-30,6,
133162,2002-07-31,7,-1.0806339559252671
133162,2002-08-31,8,
133162,2002-09-30,9,
133162,2002-10-31,10,-1.514911183787729
133162,2002-11-30,11,
133162,2002-12-31,12,
133162,2003-01-31,1,-0.9051136445986991
133162,2003-02-28,2,
133162,2003-03-31,3,
133162,2003-04-30,4,-0.14225085800726056
133162,2003-05-31,5,
133162,2003-06-30,6,
133162,2003-07-31,7,-2.0351846004201355
133162,2003-08-31,8,
133162,2003-09-30,9,
133162,2003-10-31,10,-1.3677308830428334
133162,2003-11-30,11,
133162,2003-12-31,12,
133162,2004-01-31,1,-1.5282340950631355
133162,2004-02-29,2,
133162,2004-03-31,3,
133162,2004-04-30,4,-1.3306264825116965
133162,2004-05-31,5,
133162,2004-06-30,6,-0.7668366120937525
133162,2004-07-31,7,0.5213012948944142
133162,2004-08-31,8,
133162,2004-09-30,9,
133162,2004-10-31,10,1.6572698525667935
133162,2004-11-30,11,
133162,2004-12-31,12,
133162,2005-01-31,1,-1.1406160624421724
133162,2005-02-28,2,
133162,2005-03-31,3,
133162,2005-04-30,4,-0.9704370611652183
133162,2005-05-31,5,
133162,2005-06-30,6,
133162,2005-07-31,7,-1.4422569658063387
133162,2005-08-31,8,
133162,2005-09-30,9,
133162,2005-10-31,10,-0.726281349154063
133162,2005-11-30,11,
133162,2005-12-31,12,
133162,2006-01-31,1,-0.1579535790081381
133162,2006-02-28,2,
133162,2006-03-31,3,
133162,2006-04-30,4,0.5912141759605052
133162,2006-05-31,5,
133162,2006-06-30,6,-1.0566523748638632
133162,2006-07-31,7,
133162,2006-08-31,8,
133162,2006-09-30,9,
133162,2006-10-31,10,-0.37540040477403314
133162,2006-11-30,11,
133162,2006-12-31,12,
133162,2007-01-31,1,-1.1406160624421724
133162,2007-02-28,2,
133162,2007-03-31,3,1.593557518923431
133162,2007-04-30,4,
133162,2007-05-31,5,
133162,2007-06-30,6,
133162,2007-07-31,7,0.7909780175655127
133162,2007-08-31,8,
133162,2007-09-30,9,
133162,2007-10-31,10,1.8143521063996269
133162,2007-11-30,11,
133162,2007-12-31,12,
133162,2008-01-31,1,-0.513940736663562
133162,2008-02-29,2,
133162,2008-03-31,3,
133162,2008-04-30,4,-0.5891643511355211
133162,2008-05-31,5,
133162,2008-06-30,6,-0.6406897787361571
133162,2008-07-31,7,-0.8811892864234928
133162,2008-08-31,8,-1.1068497929585324
133162,2008-09-30,9,0.12784362956438255
133162,2008-10-31,10,0.08497569261435944
133162,2008-11-30,11,
133162,2008-12-31,12,0.0031959251191593374
133162,2009-01-31,1,0.34417060993947546
133162,2009-02-28,2,0.13154465818395078
133162,2009-03-31,3,0.9470139858069534
133162,2009-04-30,4,1.1452174949782343
133162,2009-05-31,5,0.586872876176777
133162,2009-06-30,6,-0.4546506348055206
133162,2009-07-31,7,-0.28006747497858764
133162,2009-08-31,8,-0.11520664910702427
133162,2009-09-30,9,-0.8725194741126062
133162,2009-10-31,10,0.023085733280809873
133162,2009-11-30,11,-0.5120486497098364
133162,2009-12-31,12,-0.4901656256330107
133162,2010-01-31,1,0.34417060993947546
133162,2010-02-28,2,0.27959029664691215
133162,2010-03-31,3,-0.6906115671891998
133162,2010-04-30,4,0.4195157027590042
133162,2010-05-31,5,0.03419496057161742
133162,2010-06-30,6,0.16464662710322986
133162,2010-07-31,7,
133162,2010-08-31,8,0.43786406877434847
133162,2010-09-30,9,0.12784362956438255
133162,2010-10-31,10,-0.007479532892609164
133162,2010-11-30,11,-0.2417240776824534
133162,2010-12-31,12,0.1391816170112523
133162,2011-01-31,1,0.08676739639368569
133162,2011-02-28,2,-0.010321633983566558
133162,2011-03-31,3,0.42675192968634934
133162,2011-04-30,4,
133162,2011-05-31,5,0.1798998210807794
133162,2011-06-30,6,-0.06530460482114653
133162,2011-07-31,7,0.12362626674623645
133162,2011-08-31,8,
133162,2011-09-30,9,
133162,2011-10-31,10,-0.007479532892609164
133162,2011-11-30,11,
133162,2011-12-31,12,
133162,2012-01-31,1,0.634899737785183
133162,2012-02-29,2,
133162,2012-03-31,3,-0.2215576950410656
133162,2012-04-30,4,0.5636354237963142
133162,2012-05-31,5,0.4420365156408288
133162,2012-06-30,6,0.3876077548933674
133162,2012-07-31,7,0.4122179918797968
133162,2012-08-31,8,-0.11520664910702427
133162,2012-09-30,9,-0.511664074494059
133162,2012-10-31,10,0.5295891179074923
133162,2012-11-30,11,-0.3510387258130103
133162,2012-12-31,12,0.3660577467157653
133162,2013-01-31,1,0.34417060993947546
133162,2013-02-28,2,0.4328546181463393
133162,2013-03-31,3,0.0612910767452266
133162,2013-04-30,4,0.15847948729288008
133162,2013-05-31,5,-0.2563728616364722
133162,2013-06-30,6,0.6818697834862216
133162,2013-07-31,7,0.3593413331733408
133162,2013-08-31,8,-0.5110504212905695
133162,2013-09-30,9,-0.1134963006690064
133162,2013-10-31,10,0.05391168997954976
133162,2013-11-30,11,-0.13096742019939311
133162,2013-12-31,12,0.0031959251191593374
133162,2014-01-31,1,0.7194396514273471
133162,2014-02-28,2,0.024515956508051495
133162,2014-03-31,3,-0.31843474904860325
133162,2014-04-30,4,0.6950989950249086
133162,2014-05-31,5,0.06331137564376088
133162,2014-06-30,6,-0.21275615136296722
133162,2014-07-31,7,0.7909780175655127
133162,2014-08-31,8,0.15549759321112577
133162,2014-09-30,9,0.7747955120784552
133162,2014-10-31,10,1.146502960173317
133162,2014-11-30,11,0.48825040494785976
133162,2014-12-31,12,1.3370154432666395
133162,2015-01-31,1,1.9912878504497789
133162,2015-02-28,2,1.1873303240621524
133162,2015-03-31,3,-0.1253397106829297
133162,2015-04-30,4,0.1447680930718389
133162,2015-05-31,5,-0.28535656430386447
133162,2015-06-30,6,0.7851950670239057
133162,2015-07-31,7,0.6863461162531918
133162,2015-08-31,8,0.3672971622143195
133162,2015-09-30,9,-0.511664074494059
133162,2015-10-31,10,0.560860852032643
133162,2015-11-30,11,0.41410684813141807
133162,2015-12-31,12,-0.5342999821607057
133162,2016-01-31,1,1.5508835887727903
133162,2016-02-29,2,
133162,2016-03-31,3,
133162,2016-04-30,4,0.27219440679656226
133162,2016-05-31,5,
133162,2016-06-30,6,
133162,2016-07-31,7,-0.28006747497858764
133162,2016-08-31,8,
133162,2016-09-30,9,
133162,2016-10-31,10,0.622705990837785
133162,2016-11-30,11,
133162,2016-12-31,12,
133162,2017-01-31,1,-0.044848318839114665
133162,2017-02-28,2,
133162,2017-03-31,3,
133162,2017-04-30,4,0.27219440679656226
133162,2017-05-31,5,
133162,2017-06-30,6,
133162,2017-07-31,7,0.12362626674623645
133162,2017-08-31,8,
133162,2017-09-30,9,
133162,2017-10-31,10,0.466490478235013
133162,2017-11-30,11,
133162,2017-12-31,12,
133162,2018-01-31,1,0.8766729354947178
133162,2018-02-28,2,
133162,2018-03-31,3,
133162,2018-04-30,4,1.1452174949782343
133162,2018-05-31,5,
133162,2018-06-30,6,
133162,2018-07-31,7,0.12362626674623645
133162,2018-08-31,8,
133162,2018-09-30,9,
133162,2018-10-31,10,0.27491496029861295
133162,2018-11-30,11,
133162,2018-12-31,12,
133162,2019-01-31,1,1.0948342192697134
133162,2019-02-28,2,
133162,2019-03-31,3,
133162,2019-04-30,4,1.5909114487884033
133162,2019-05-31,5,
133162,2019-06-30,6,
133162,2019-07-31,7,
133162,2019-08-31,8,0.7098127391754835
133162,2019-09-30,9,
133162,2019-10-31,10,0.4028498089280015
133162,2019-11-30,11,
133162,2019-12-31,12,
133162,2020-01-31,1,0.20188410708780835
133162,2020-02-29,2,
133162,2020-03-31,3,
