gwicid,date,month,SGI
136970,1991-01-31,1,
136970,1991-02-28,2,
136970,1991-03-31,3,
136970,1991-04-30,4,
136970,1991-05-31,5,
136970,1991-06-30,6,
136970,1991-07-31,7,
136970,1991-08-31,8,
136970,1991-09-30,9,0.5276372360602919
136970,1991-10-31,10,
136970,1991-11-30,11,
136970,1991-12-31,12,
136970,1992-01-31,1,
136970,1992-02-29,2,
136970,1992-03-31,3,
136970,1992-04-30,4,
136970,1992-05-31,5,
136970,1992-06-30,6,
136970,1992-07-31,7,
136970,1992-08-31,8,
136970,1992-09-30,9,-0.5117383114845118
136970,1992-10-31,10,
136970,1992-11-30,11,
136970,1992-12-31,12,
136970,1993-01-31,1,
136970,1993-02-28,2,
136970,1993-03-31,3,
136970,1993-04-30,4,
136970,1993-05-31,5,
136970,1993-06-30,6,
136970,1993-07-31,7,
136970,1993-08-31,8,
136970,1993-09-30,9,
136970,1993-10-31,10,
136970,1993-11-30,11,
136970,1993-12-31,12,
136970,1994-01-31,1,
136970,1994-02-28,2,
136970,1994-03-31,3,-0.23782047297437403
136970,1994-04-30,4,
136970,1994-05-31,5,
136970,1994-06-30,6,-0.17781989555136635
136970,1994-07-31,7,
136970,1994-08-31,8,
136970,1994-09-30,9,0.26961681904495083
136970,1994-10-31,10,
136970,1994-11-30,11,
136970,1994-12-31,12,-0.8288298094983659
136970,1995-01-31,1,
136970,1995-02-28,2,
136970,1995-03-31,3,-0.04628571294796191
136970,1995-04-30,4,
136970,1995-05-31,5,
136970,1995-06-30,6,-0.5865769489376793
136970,1995-07-31,7,
136970,1995-08-31,8,-1.1120759655249457
136970,1995-09-30,9,-0.014123896216122311
136970,1995-10-31,10,
136970,1995-11-30,11,
136970,1995-12-31,12,0.25197516683970544
136970,1996-01-31,1,
136970,1996-02-29,2,
136970,1996-03-31,3,0.5807738859989213
136970,1996-04-30,4,
136970,1996-05-31,5,
136970,1996-06-30,6,0.6670576140458759
136970,1996-07-31,7,
136970,1996-08-31,8,
136970,1996-09-30,9,1.0803522678227375
136970,1996-10-31,10,
136970,1996-11-30,11,
136970,1996-12-31,12,1.2075413834549193
136970,1997-01-31,1,
136970,1997-02-28,2,
136970,1997-03-31,3,
136970,1997-04-30,4,
136970,1997-05-31,5,
136970,1997-06-30,6,1.4745760235234746
136970,1997-07-31,7,
136970,1997-08-31,8,
136970,1997-09-30,9,2.054188588721898
136970,1997-10-31,10,
136970,1997-11-30,11,
136970,1997-12-31,12,
136970,1998-01-31,1,1.075152118641305
136970,1998-02-28,2,0.9318753755956823
136970,1998-03-31,3,1.8770071030608504
136970,1998-04-30,4,0.8391541949391517
136970,1998-05-31,5,
136970,1998-06-30,6,1.9154376346945308
136970,1998-07-31,7,
136970,1998-08-31,8,0.5242021427374401
136970,1998-09-30,9,1.5550966722342165
136970,1998-10-31,10,0.8718013927341632
136970,1998-11-30,11,0.5160759444439909
136970,1998-12-31,12,1.919551040597128
136970,1999-01-31,1,0.5581107512034302
