area,end_date,month,SPI
Bitterroot,1991-01-31,1,0.10858218691307098
Bitterroot,1991-02-28,2,0.14613538293308093
Bitterroot,1991-03-31,3,0.15100967232346174
Bitterroot,1991-04-30,4,0.2251512125774482
Bitterroot,1991-05-31,5,0.15556734867313682
Bitterroot,1991-06-30,6,0.1240859861587491
Bitterroot,1991-07-31,7,-0.09364007959676846
Bitterroot,1991-08-31,8,-0.1668905987145477
Bitterroot,1991-09-30,9,-0.1491710080457871
Bitterroot,1991-10-31,10,-0.21491079173972127
Bitterroot,1991-11-30,11,0.2635101174555712
Bitterroot,1991-12-31,12,0.23158259741355924
Bitterroot,1992-01-31,1,0.0822638773245854
Bitterroot,1992-02-29,2,-0.3540610798976649
Bitterroot,1992-03-31,3,-0.4345847244010943
Bitterroot,1992-04-30,4,-0.47543535166095796
Bitterroot,1992-05-31,5,-0.5205771918438735
Bitterroot,1992-06-30,6,-0.7264770916923444
Bitterroot,1992-07-31,7,-0.5097754577522275
Bitterroot,1992-08-31,8,-0.5862540920613266
Bitterroot,1992-09-30,9,-0.3720608893133819
Bitterroot,1992-10-31,10,-0.5124256093178574
Bitterroot,1992-11-30,11,-0.7439069962871226
Bitterroot,1992-12-31,12,-0.5939613512823205
Bitterroot,1993-01-31,1,-0.6041838805548805
Bitterroot,1993-02-28,2,-0.8596369403799203
Bitterroot,1993-03-31,3,-0.7276708414953492
Bitterroot,1993-04-30,4,-0.7586630964718571
Bitterroot,1993-05-31,5,-0.916131589227016
Bitterroot,1993-06-30,6,-0.46041561411662024
Bitterroot,1993-07-31,7,-0.2623546977740816
Bitterroot,1993-08-31,8,-0.27150087391693467
Bitterroot,1993-09-30,9,-0.22562376404430018
Bitterroot,1993-10-31,10,-0.32359664253996523
Bitterroot,1993-11-30,11,-0.7470173440386304
Bitterroot,1993-12-31,12,-0.8916814471426554
Bitterroot,1994-01-31,1,-1.087490430612839
Bitterroot,1994-02-28,2,-1.078068279983346
Bitterroot,1994-03-31,3,-1.1253430139477663
Bitterroot,1994-04-30,4,-1.0307158099840426
Bitterroot,1994-05-31,5,-0.9031144345244195
Bitterroot,1994-06-30,6,-0.8839478661048334
Bitterroot,1994-07-31,7,-1.0230503314417252
Bitterroot,1994-08-31,8,-1.1257247177009786
Bitterroot,1994-09-30,9,-1.2866703126727017
Bitterroot,1994-10-31,10,-1.1414265873247373
Bitterroot,1994-11-30,11,-0.9609597110371576
Bitterroot,1994-12-31,12,-1.068226954946628
Bitterroot,1995-01-31,1,-1.1299416173978685
Bitterroot,1995-02-28,2,-1.4662208463605793
Bitterroot,1995-03-31,3,-1.4506323048668883
Bitterroot,1995-04-30,4,-1.134849999470406
Bitterroot,1995-05-31,5,-1.0260188845925708
Bitterroot,1995-06-30,6,-0.6924780386822724
Bitterroot,1995-07-31,7,-0.6059822214980157
Bitterroot,1995-08-31,8,-0.3209626030499251
Bitterroot,1995-09-30,9,-0.155760661624329
Bitterroot,1995-10-31,10,-0.2011899395692045
Bitterroot,1995-11-30,11,0.42732304878963356
Bitterroot,1995-12-31,12,0.2550031891482174
Bitterroot,1996-01-31,1,0.603285298381822
Bitterroot,1996-02-29,2,0.9345338316409162
Bitterroot,1996-03-31,3,0.7678723147402113
Bitterroot,1996-04-30,4,1.1255920230737908
Bitterroot,1996-05-31,5,1.4996918080082557
Bitterroot,1996-06-30,6,1.368770255335571
Bitterroot,1996-07-31,7,1.2040828274739979
Bitterroot,1996-08-31,8,1.231473095389261
Bitterroot,1996-09-30,9,0.9677670601680224
Bitterroot,1996-10-31,10,0.7485559542691163
Bitterroot,1996-11-30,11,0.6533287320490173
Bitterroot,1996-12-31,12,1.21930078620202
Bitterroot,1997-01-31,1,1.4058696117062628
Bitterroot,1997-02-28,2,1.6722715800341792
Bitterroot,1997-03-31,3,2.1299386932268827
Bitterroot,1997-04-30,4,2.23562124073532
Bitterroot,1997-05-31,5,2.181128041343838
Bitterroot,1997-06-30,6,2.321493317899445
Bitterroot,1997-07-31,7,2.6137679349863885
Bitterroot,1997-08-31,8,2.5690788028443934
Bitterroot,1997-09-30,9,2.5812396231623524
Bitterroot,1997-10-31,10,2.7914007058091896
Bitterroot,1997-11-30,11,2.66509586014525
Bitterroot,1997-12-31,12,2.596005953310238
Bitterroot,1998-01-31,1,2.5463719586511315
Bitterroot,1998-02-28,2,2.247042515465002
Bitterroot,1998-03-31,3,2.390152250193535
Bitterroot,1998-04-30,4,2.633429571715225
Bitterroot,1998-05-31,5,2.788872556148594
Bitterroot,1998-06-30,6,2.9662709462407775
Bitterroot,1998-07-31,7,3.2467157569121707
Bitterroot,1998-08-31,8,3.0659991286426553
Bitterroot,1998-09-30,9,3.028604117285978
Bitterroot,1998-10-31,10,2.769147349606111
Bitterroot,1998-11-30,11,2.8165370646104737
Bitterroot,1998-12-31,12,2.9073076514540346
Bitterroot,1999-01-31,1,2.801971869680843
Bitterroot,1999-02-28,2,2.3609924859393803
Bitterroot,1999-03-31,3,2.431541218978825
Bitterroot,1999-04-30,4,2.064026975159642
Bitterroot,1999-05-31,5,1.7158595101879563
Bitterroot,1999-06-30,6,1.8545955606863331
Bitterroot,1999-07-31,7,1.6885409370152882
Bitterroot,1999-08-31,8,1.5421686471136216
Bitterroot,1999-09-30,9,1.549070267898986
Bitterroot,1999-10-31,10,1.5489144487251625
Bitterroot,1999-11-30,11,1.5191874328605937
Bitterroot,1999-12-31,12,1.5970154221236905
Bitterroot,2000-01-31,1,1.603663392362537
Bitterroot,2000-02-29,2,1.4982987056046508
Bitterroot,2000-03-31,3,0.9834019875014816
Bitterroot,2000-04-30,4,0.7140669634065521
Bitterroot,2000-05-31,5,0.6660366170001857
Bitterroot,2000-06-30,6,0.3560911655939649
Bitterroot,2000-07-31,7,0.23016993776849315
Bitterroot,2000-08-31,8,0.19222043101710895
Bitterroot,2000-09-30,9,0.2424761382264904
Bitterroot,2000-10-31,10,0.23597723788274805
Bitterroot,2000-11-30,11,-0.05198886381442258
Bitterroot,2000-12-31,12,-0.3305480526406672
Bitterroot,2001-01-31,1,-0.798767853792132
Bitterroot,2001-02-28,2,-0.780204854923655
Bitterroot,2001-03-31,3,-0.7003525070553251
Bitterroot,2001-04-30,4,-0.8022332812773884
Bitterroot,2001-05-31,5,-0.7866533299132739
Bitterroot,2001-06-30,6,-0.5170536259359828
Bitterroot,2001-07-31,7,-0.4936283425866992
Bitterroot,2001-08-31,8,-0.7080667871090391
Bitterroot,2001-09-30,9,-1.080436739232022
Bitterroot,2001-10-31,10,-1.052806074897925
Bitterroot,2001-11-30,11,-1.1139246973424317
Bitterroot,2001-12-31,12,-1.2382986793920252
Bitterroot,2002-01-31,1,-0.9557913057631673
Bitterroot,2002-02-28,2,-1.3170930554141311
Bitterroot,2002-03-31,3,-1.564850455097786
Bitterroot,2002-04-30,4,-1.6869643368631322
Bitterroot,2002-05-31,5,-1.8849375495556981
Bitterroot,2002-06-30,6,-1.667889099187024
Bitterroot,2002-07-31,7,-1.5610047100566575
Bitterroot,2002-08-31,8,-1.3474290218118194
Bitterroot,2002-09-30,9,-1.3921422574037083
Bitterroot,2002-10-31,10,-1.58539200321772
Bitterroot,2002-11-30,11,-1.7978039780434312
Bitterroot,2002-12-31,12,-1.904017196329479
Bitterroot,2003-01-31,1,-1.5338999025287432
Bitterroot,2003-02-28,2,-1.4107230886993822
Bitterroot,2003-03-31,3,-1.104520793129884
Bitterroot,2003-04-30,4,-1.2157289741036723
Bitterroot,2003-05-31,5,-1.2369244989716857
Bitterroot,2003-06-30,6,-1.3085666524518134
Bitterroot,2003-07-31,7,-1.3118259074045724
Bitterroot,2003-08-31,8,-1.2168398893695325
Bitterroot,2003-09-30,9,-1.1209875232767432
Bitterroot,2003-10-31,10,-1.161056179045262
Bitterroot,2003-11-30,11,-0.8839524840546711
Bitterroot,2003-12-31,12,-0.9613377056197911
Bitterroot,2004-01-31,1,-1.0489407091607998
Bitterroot,2004-02-29,2,-0.8865767017608612
Bitterroot,2004-03-31,3,-0.8605159395701385
Bitterroot,2004-04-30,4,-0.6518677706772678
Bitterroot,2004-05-31,5,-0.23831471771377233
Bitterroot,2004-06-30,6,-0.20340977310793273
Bitterroot,2004-07-31,7,-0.1954714536333333
Bitterroot,2004-08-31,8,0.20100069118063346
Bitterroot,2004-09-30,9,0.2581965876132133
Bitterroot,2004-10-31,10,0.07381185186018135
Bitterroot,2004-11-30,11,0.01748916619100238
Bitterroot,2004-12-31,12,-0.028774672976286553
Bitterroot,2005-01-31,1,-0.4130540202604043
Bitterroot,2005-02-28,2,-0.46845214051429607
Bitterroot,2005-03-31,3,-0.5772860889194071
Bitterroot,2005-04-30,4,-0.6180010151456141
Bitterroot,2005-05-31,5,-0.39032116029282427
Bitterroot,2005-06-30,6,-0.315838529609789
Bitterroot,2005-07-31,7,-0.43165146149325584
Bitterroot,2005-08-31,8,-0.5216366123456435
Bitterroot,2005-09-30,9,-0.5869849005954162
Bitterroot,2005-10-31,10,-0.6871290740150668
Bitterroot,2005-11-30,11,-0.5768070547291213
Bitterroot,2005-12-31,12,-0.5269837398110457
Bitterroot,2006-01-31,1,-0.12077152357873522
Bitterroot,2006-02-28,2,0.01810277651302261
Bitterroot,2006-03-31,3,0.12906256876058642
Bitterroot,2006-04-30,4,0.023997935519965097
Bitterroot,2006-05-31,5,-0.20102553787353483
Bitterroot,2006-06-30,6,-0.6813324111980106
Bitterroot,2006-07-31,7,-0.7475424450004846
Bitterroot,2006-08-31,8,-0.7712424935930356
Bitterroot,2006-09-30,9,-0.5414974512810891
Bitterroot,2006-10-31,10,-0.5099313315642742
Bitterroot,2006-11-30,11,-0.18211316576929248
Bitterroot,2006-12-31,12,-0.18532355056515093
Bitterroot,2007-01-31,1,-0.224859868483807
Bitterroot,2007-02-28,2,-0.24398026099615766
Bitterroot,2007-03-31,3,-0.41975843671861535
Bitterroot,2007-04-30,4,-0.5161586231346766
Bitterroot,2007-05-31,5,-0.39963061461191796
Bitterroot,2007-06-30,6,-0.3069615014286402
Bitterroot,2007-07-31,7,-0.27764713059146406
Bitterroot,2007-08-31,8,-0.6514879944361924
Bitterroot,2007-09-30,9,-0.4965765696924236
Bitterroot,2007-10-31,10,-0.4361470088533572
Bitterroot,2007-11-30,11,-0.6555533994265215
Bitterroot,2007-12-31,12,-0.713151853003374
Bitterroot,2008-01-31,1,-0.5215222816533616
Bitterroot,2008-02-29,2,-0.17903511521926352
Bitterroot,2008-03-31,3,0.04593650590182197
Bitterroot,2008-04-30,4,0.16440221778366015
Bitterroot,2008-05-31,5,0.3889753842304877
Bitterroot,2008-06-30,6,0.5433306209552986
Bitterroot,2008-07-31,7,0.4392295895188283
Bitterroot,2008-08-31,8,0.4214601985439155
Bitterroot,2008-09-30,9,0.3033363469896848
Bitterroot,2008-10-31,10,0.30088487581671663
Bitterroot,2008-11-30,11,0.4436093171897364
Bitterroot,2008-12-31,12,0.5471876175808195
Bitterroot,2009-01-31,1,0.9548895756931959
Bitterroot,2009-02-28,2,0.6298839828422758
Bitterroot,2009-03-31,3,0.8277820876389951
Bitterroot,2009-04-30,4,0.553993121836458
Bitterroot,2009-05-31,5,0.7099279164285196
Bitterroot,2009-06-30,6,0.7800028523639966
Bitterroot,2009-07-31,7,0.7722290678638696
Bitterroot,2009-08-31,8,0.9885989601478399
Bitterroot,2009-09-30,9,0.8825991142368703
Bitterroot,2009-10-31,10,0.9457325453271193
Bitterroot,2009-11-30,11,0.6915897040785927
Bitterroot,2009-12-31,12,0.38964002441489365
Bitterroot,2010-01-31,1,0.19451969101644373
Bitterroot,2010-02-28,2,-0.3634066183049718
Bitterroot,2010-03-31,3,-0.5012337857823415
Bitterroot,2010-04-30,4,-0.4679137626105909
Bitterroot,2010-05-31,5,-0.6170279761162969
