area,end_date,month,SPI
Bitterroot,1991-01-31,1,-0.26241879932693646
Bitterroot,1991-02-28,2,-0.3166099243278089
Bitterroot,1991-03-31,3,-0.07606011557212033
Bitterroot,1991-04-30,4,0.2034608761666905
Bitterroot,1991-05-31,5,0.2603283824688889
Bitterroot,1991-06-30,6,0.29724536444142835
Bitterroot,1991-07-31,7,0.10820159899105808
Bitterroot,1991-08-31,8,0.02005883762641436
Bitterroot,1991-09-30,9,-0.16558540804171296
Bitterroot,1991-10-31,10,-0.3690249061801043
Bitterroot,1991-11-30,11,0.07254151167959733
Bitterroot,1991-12-31,12,0.11010640782440251
Bitterroot,1992-01-31,1,-0.006141241568750733
Bitterroot,1992-02-29,2,-0.15165923938920778
Bitterroot,1992-03-31,3,-0.31465295414061556
Bitterroot,1992-04-30,4,-0.4759144734133496
Bitterroot,1992-05-31,5,-0.501399100007353
Bitterroot,1992-06-30,6,-0.67821237339793
Bitterroot,1992-07-31,7,-0.3735393446445292
Bitterroot,1992-08-31,8,-0.5284021263718197
Bitterroot,1992-09-30,9,-0.357748501279211
Bitterroot,1992-10-31,10,-0.5591995236696226
Bitterroot,1992-11-30,11,-0.49677708697904777
Bitterroot,1992-12-31,12,-0.4656210764007198
Bitterroot,1993-01-31,1,-0.7852141544997322
Bitterroot,1993-02-28,2,-0.8598894983009211
Bitterroot,1993-03-31,3,-0.786063236993427
Bitterroot,1993-04-30,4,-0.7196023437391394
Bitterroot,1993-05-31,5,-0.6073095351891913
Bitterroot,1993-06-30,6,-0.5272239809284196
Bitterroot,1993-07-31,7,-0.35921108558930914
Bitterroot,1993-08-31,8,-0.01942864455418425
Bitterroot,1993-09-30,9,-0.1788039654330078
Bitterroot,1993-10-31,10,-0.42651941511200375
Bitterroot,1993-11-30,11,-0.607128571444266
Bitterroot,1993-12-31,12,-0.9099532879645601
Bitterroot,1994-01-31,1,-0.9668941381553019
Bitterroot,1994-02-28,2,-0.7935654403251465
Bitterroot,1994-03-31,3,-1.1668459301396483
Bitterroot,1994-04-30,4,-1.2193841958509628
Bitterroot,1994-05-31,5,-1.1193074096059061
Bitterroot,1994-06-30,6,-1.019336485973891
Bitterroot,1994-07-31,7,-0.9180804270139381
Bitterroot,1994-08-31,8,-0.961352747477093
Bitterroot,1994-09-30,9,-1.1961899553522568
Bitterroot,1994-10-31,10,-1.1273247603281364
Bitterroot,1994-11-30,11,-1.0786089882665717
Bitterroot,1994-12-31,12,-1.1759391712971539
Bitterroot,1995-01-31,1,-1.2692971720640762
Bitterroot,1995-02-28,2,-1.2040081731550683
Bitterroot,1995-03-31,3,-1.0666376672377273
Bitterroot,1995-04-30,4,-1.3698714438748865
Bitterroot,1995-05-31,5,-1.391311680827841
Bitterroot,1995-06-30,6,-1.0610137321268964
Bitterroot,1995-07-31,7,-0.7254905102977314
Bitterroot,1995-08-31,8,-0.3871022478840711
Bitterroot,1995-09-30,9,-0.3853537639136757
Bitterroot,1995-10-31,10,-0.03728148516316354
Bitterroot,1995-11-30,11,0.5822471237737175
Bitterroot,1995-12-31,12,0.37465891310203836
Bitterroot,1996-01-31,1,0.6290352784852369
Bitterroot,1996-02-29,2,0.8050636859310025
Bitterroot,1996-03-31,3,0.7590855351578264
Bitterroot,1996-04-30,4,0.9730977488811082
Bitterroot,1996-05-31,5,1.1281088404770183
Bitterroot,1996-06-30,6,1.1210993725752656
Bitterroot,1996-07-31,7,1.2759885418299228
Bitterroot,1996-08-31,8,1.2831817538485573
Bitterroot,1996-09-30,9,1.1769787032406123
Bitterroot,1996-10-31,10,1.231710259041631
Bitterroot,1996-11-30,11,1.0426378043282896
Bitterroot,1996-12-31,12,1.3028036629292012
Bitterroot,1997-01-31,1,1.258234459951493
Bitterroot,1997-02-28,2,1.315115392260833
Bitterroot,1997-03-31,3,1.5411169434708216
Bitterroot,1997-04-30,4,1.8760728997384069
Bitterroot,1997-05-31,5,2.103001869244124
Bitterroot,1997-06-30,6,2.113154453684744
Bitterroot,1997-07-31,7,2.3604767613134774
Bitterroot,1997-08-31,8,2.4634576421147396
Bitterroot,1997-09-30,9,2.5868285928526586
Bitterroot,1997-10-31,10,2.6790380267189344
Bitterroot,1997-11-30,11,2.5576528235627993
Bitterroot,1997-12-31,12,2.4524085785176375
Bitterroot,1998-01-31,1,2.483288021345075
Bitterroot,1998-02-28,2,2.3529968962597456
Bitterroot,1998-03-31,3,2.232697329928958
Bitterroot,1998-04-30,4,2.178741774316781
Bitterroot,1998-05-31,5,2.4675136175991694
