area,end_date,month,SPI
Bitterroot,1991-01-31,1,0.041058554715646345
Bitterroot,1991-02-28,2,-0.21726257741827526
Bitterroot,1991-03-31,3,-0.15846955457050838
Bitterroot,1991-04-30,4,0.020108161417926818
Bitterroot,1991-05-31,5,0.1772126011592221
Bitterroot,1991-06-30,6,0.2396605747909657
Bitterroot,1991-07-31,7,0.2514748321460938
Bitterroot,1991-08-31,8,-0.07121585643136186
Bitterroot,1991-09-30,9,0.07266115249576477
Bitterroot,1991-10-31,10,-0.25827876288894713
Bitterroot,1991-11-30,11,0.3322816439672929
Bitterroot,1991-12-31,12,0.0868040584023213
Bitterroot,1992-01-31,1,-0.12437427579879112
Bitterroot,1992-02-29,2,-0.4078285794753378
Bitterroot,1992-03-31,3,-0.621872859357159
Bitterroot,1992-04-30,4,-0.5090421887190189
Bitterroot,1992-05-31,5,-0.9366151718174902
Bitterroot,1992-06-30,6,-0.8713207635424015
Bitterroot,1992-07-31,7,-0.5770169310814761
Bitterroot,1992-08-31,8,-0.6686649208361626
Bitterroot,1992-09-30,9,-0.3075069646570423
Bitterroot,1992-10-31,10,-0.6387806257747215
Bitterroot,1992-11-30,11,-0.7391795939326609
Bitterroot,1992-12-31,12,-0.4641160767414356
Bitterroot,1993-01-31,1,-0.7237476706432303
Bitterroot,1993-02-28,2,-1.1188604691338582
Bitterroot,1993-03-31,3,-1.0533515211459992
Bitterroot,1993-04-30,4,-0.8975049837195043
Bitterroot,1993-05-31,5,-1.0321789973676556
Bitterroot,1993-06-30,6,-0.6182058844557317
Bitterroot,1993-07-31,7,-0.5644259574331325
Bitterroot,1993-08-31,8,-0.4441455907740759
Bitterroot,1993-09-30,9,-0.3528917422644684
Bitterroot,1993-10-31,10,-0.33099808512506135
Bitterroot,1993-11-30,11,-0.4820607164122839
Bitterroot,1993-12-31,12,-0.7277295995905508
Bitterroot,1994-01-31,1,-0.8500755078995377
Bitterroot,1994-02-28,2,-0.8468856173345742
Bitterroot,1994-03-31,3,-1.134040195428714
Bitterroot,1994-04-30,4,-1.0450661726705757
Bitterroot,1994-05-31,5,-0.9646981361956583
Bitterroot,1994-06-30,6,-0.9251831051668868
Bitterroot,1994-07-31,7,-0.8202626934568987
Bitterroot,1994-08-31,8,-1.338905118196061
Bitterroot,1994-09-30,9,-1.4104190220301187
Bitterroot,1994-10-31,10,-1.0064340521870876
Bitterroot,1994-11-30,11,-0.7172240109683574
Bitterroot,1994-12-31,12,-0.5686067470570393
Bitterroot,1995-01-31,1,-0.9703204596131476
Bitterroot,1995-02-28,2,-0.7518028916326089
Bitterroot,1995-03-31,3,-0.7292465405169184
Bitterroot,1995-04-30,4,-0.8926497203232985
Bitterroot,1995-05-31,5,-0.8447553590480962
Bitterroot,1995-06-30,6,-0.9362066141146266
Bitterroot,1995-07-31,7,-0.6007204647375028
Bitterroot,1995-08-31,8,-0.4928690474800945
Bitterroot,1995-09-30,9,-0.404408798915453
Bitterroot,1995-10-31,10,-0.06149213860019742
Bitterroot,1995-11-30,11,0.7881958178941094
Bitterroot,1995-12-31,12,0.745915015619783
Bitterroot,1996-01-31,1,0.8353992292538596
Bitterroot,1996-02-29,2,1.2293006329768978
Bitterroot,1996-03-31,3,0.848314619807519
Bitterroot,1996-04-30,4,0.7862375725524291
Bitterroot,1996-05-31,5,0.7989258642689447
Bitterroot,1996-06-30,6,0.7215024618001109
Bitterroot,1996-07-31,7,0.736071430576461
Bitterroot,1996-08-31,8,1.1101595068511605
Bitterroot,1996-09-30,9,1.3819750340680228
Bitterroot,1996-10-31,10,1.4369968130269575
Bitterroot,1996-11-30,11,1.459527929030053
Bitterroot,1996-12-31,12,2.064824450557702
Bitterroot,1997-01-31,1,2.2009457607619702
Bitterroot,1997-02-28,2,2.2284400867103433
Bitterroot,1997-03-31,3,2.5094546416088246
Bitterroot,1997-04-30,4,2.623072920497472
Bitterroot,1997-05-31,5,2.511276305642756
Bitterroot,1997-06-30,6,2.6293050766461046
Bitterroot,1997-07-31,7,2.8483579345277805
Bitterroot,1997-08-31,8,2.8171856067635264
Bitterroot,1997-09-30,9,2.999951877011577
Bitterroot,1997-10-31,10,3.3390968688122227
Bitterroot,1997-11-30,11,3.2250534518604077
Bitterroot,1997-12-31,12,2.9075451201880425
Bitterroot,1998-01-31,1,2.936090041294074
Bitterroot,1998-02-28,2,2.758294411260053
Bitterroot,1998-03-31,3,2.7549629875814254
Bitterroot,1998-04-30,4,2.5912594595206073
Bitterroot,1998-05-31,5,2.5122577161848128
Bitterroot,1998-06-30,6,2.6242448364548334
Bitterroot,1998-07-31,7,2.780484319807676
Bitterroot,1998-08-31,8,2.112026894031159
Bitterroot,1998-09-30,9,2.2298022765762804
Bitterroot,1998-10-31,10,1.8167415261128872
Bitterroot,1998-11-30,11,1.683390086430482
Bitterroot,1998-12-31,12,1.9936098628895684
Bitterroot,1999-01-31,1,1.872136870206626
Bitterroot,1999-02-28,2,1.8312327335913088
Bitterroot,1999-03-31,3,1.984584948212353
Bitterroot,1999-04-30,4,1.9259785370720195
Bitterroot,1999-05-31,5,1.7493550655322112
Bitterroot,1999-06-30,6,1.7353056617930398
Bitterroot,1999-07-31,7,1.7177454549093931
Bitterroot,1999-08-31,8,1.7736653050122255
Bitterroot,1999-09-30,9,1.1325716776975758
Bitterroot,1999-10-31,10,0.8288541469822419
Bitterroot,1999-11-30,11,0.8385353972190728
Bitterroot,1999-12-31,12,0.7332577725559949
Bitterroot,2000-01-31,1,0.7217375718228772
Bitterroot,2000-02-29,2,0.7708081366748346
Bitterroot,2000-03-31,3,0.6665618128149936
Bitterroot,2000-04-30,4,0.3444739492550637
Bitterroot,2000-05-31,5,0.27710955299300544
Bitterroot,2000-06-30,6,0.04796629143046505
Bitterroot,2000-07-31,7,-0.19539477234528402
Bitterroot,2000-08-31,8,-0.14695521498047293
Bitterroot,2000-09-30,9,0.17896632839004156
Bitterroot,2000-10-31,10,0.2578561784314255
Bitterroot,2000-11-30,11,0.1794751207686236
Bitterroot,2000-12-31,12,0.06511106252851584
Bitterroot,2001-01-31,1,-0.3251326134029997
Bitterroot,2001-02-28,2,-0.5869794212068409
Bitterroot,2001-03-31,3,-1.0395149374402535
Bitterroot,2001-04-30,4,-1.2659010048686232
Bitterroot,2001-05-31,5,-1.2346844491192581
Bitterroot,2001-06-30,6,-1.1683766847080088
Bitterroot,2001-07-31,7,-0.9776645652083836
Bitterroot,2001-08-31,8,-1.352201027615775
Bitterroot,2001-09-30,9,-1.7237051266594368
Bitterroot,2001-10-31,10,-1.5528797072031777
Bitterroot,2001-11-30,11,-2.0141996655139716
Bitterroot,2001-12-31,12,-1.8580306118363468
Bitterroot,2002-01-31,1,-1.5622490509496245
Bitterroot,2002-02-28,2,-1.6721395000123909
Bitterroot,2002-03-31,3,-1.7196627804235725
Bitterroot,2002-04-30,4,-1.6820097586320033
Bitterroot,2002-05-31,5,-1.6269695738994272
Bitterroot,2002-06-30,6,-1.4188191392224763
Bitterroot,2002-07-31,7,-1.342489477305594
Bitterroot,2002-08-31,8,-1.285172038982175
Bitterroot,2002-09-30,9,-1.4481192865541592
Bitterroot,2002-10-31,10,-1.7716413060667322
Bitterroot,2002-11-30,11,-1.9811410889381311
Bitterroot,2002-12-31,12,-1.989024924179021
Bitterroot,2003-01-31,1,-1.6427714752438076
Bitterroot,2003-02-28,2,-1.4700774805772783
Bitterroot,2003-03-31,3,-0.8617264612792748
Bitterroot,2003-04-30,4,-0.8389782381152981
Bitterroot,2003-05-31,5,-0.6419282200590464
Bitterroot,2003-06-30,6,-0.9594354681133033
Bitterroot,2003-07-31,7,-1.289181517654654
Bitterroot,2003-08-31,8,-0.9441716733237242
Bitterroot,2003-09-30,9,-0.7822357871477054
Bitterroot,2003-10-31,10,-0.46949559667860874
Bitterroot,2003-11-30,11,-0.21766333626748557
Bitterroot,2003-12-31,12,-0.07205867554721368
Bitterroot,2004-01-31,1,-0.023648205346536333
Bitterroot,2004-02-29,2,-0.014132026500138783
Bitterroot,2004-03-31,3,-0.3425594864717225
Bitterroot,2004-04-30,4,-0.5868421393881416
Bitterroot,2004-05-31,5,-0.09103269882283582
Bitterroot,2004-06-30,6,-0.08099678644076391
Bitterroot,2004-07-31,7,-0.33464241160352914
Bitterroot,2004-08-31,8,0.17611582333167397
Bitterroot,2004-09-30,9,0.4379448935565904
Bitterroot,2004-10-31,10,0.2292816018239181
