area,end_date,month,SPI
Bitterroot,1991-01-31,1,0.3470698741928935
Bitterroot,1991-02-28,2,0.16233515337025883
Bitterroot,1991-03-31,3,0.037615303159302504
Bitterroot,1991-04-30,4,0.03905015923355326
Bitterroot,1991-05-31,5,-0.04332295495622129
Bitterroot,1991-06-30,6,-0.06079543093844442
Bitterroot,1991-07-31,7,-0.07793501874510889
Bitterroot,1991-08-31,8,0.00016533647488214953
Bitterroot,1991-09-30,9,0.04674240836114674
Bitterroot,1991-10-31,10,-0.08334845028939974
Bitterroot,1991-11-30,11,0.38106326825286296
Bitterroot,1991-12-31,12,0.04692837664662863
Bitterroot,1992-01-31,1,-0.017735467803045024
Bitterroot,1992-02-29,2,-0.33792745494966825
Bitterroot,1992-03-31,3,-0.45473811849893275
Bitterroot,1992-04-30,4,-0.5223851913645998
Bitterroot,1992-05-31,5,-0.6692955468223144
Bitterroot,1992-06-30,6,-0.7896241271219776
Bitterroot,1992-07-31,7,-0.5275050427335968
Bitterroot,1992-08-31,8,-0.5347212334195879
Bitterroot,1992-09-30,9,-0.6211712746450944
Bitterroot,1992-10-31,10,-0.6476121435088754
Bitterroot,1992-11-30,11,-0.5440239668648159
Bitterroot,1992-12-31,12,-0.5789016312015294
Bitterroot,1993-01-31,1,-0.524664118154722
Bitterroot,1993-02-28,2,-0.8884827620949284
Bitterroot,1993-03-31,3,-1.0614737913099674
Bitterroot,1993-04-30,4,-0.7126002952243005
Bitterroot,1993-05-31,5,-0.849037937076041
Bitterroot,1993-06-30,6,-0.737912760276864
Bitterroot,1993-07-31,7,-0.3136036000015612
Bitterroot,1993-08-31,8,-0.15736265426030793
Bitterroot,1993-09-30,9,-0.3622894631761011
Bitterroot,1993-10-31,10,-0.3181782753835407
Bitterroot,1993-11-30,11,-0.8581541186562057
Bitterroot,1993-12-31,12,-1.2055502565811382
Bitterroot,1994-01-31,1,-1.022002217864925
Bitterroot,1994-02-28,2,-0.8607620459102957
Bitterroot,1994-03-31,3,-0.912397573125711
Bitterroot,1994-04-30,4,-0.9038126318503432
Bitterroot,1994-05-31,5,-1.014722111111365
Bitterroot,1994-06-30,6,-1.0418592076188176
Bitterroot,1994-07-31,7,-1.1256749914769033
Bitterroot,1994-08-31,8,-1.131435215203896
Bitterroot,1994-09-30,9,-1.1638921539002816
Bitterroot,1994-10-31,10,-1.0389654300235283
Bitterroot,1994-11-30,11,-0.8011703559570693
Bitterroot,1994-12-31,12,-1.3511602614569798
Bitterroot,1995-01-31,1,-1.5080120613944143
Bitterroot,1995-02-28,2,-1.2066426090877187
Bitterroot,1995-03-31,3,-1.088267713578067
Bitterroot,1995-04-30,4,-0.764057050966334
Bitterroot,1995-05-31,5,-0.925971018417518
Bitterroot,1995-06-30,6,-0.6325593772217915
Bitterroot,1995-07-31,7,-0.36218963072790245
Bitterroot,1995-08-31,8,-0.5025223394605018
Bitterroot,1995-09-30,9,-0.32446280272670425
Bitterroot,1995-10-31,10,-0.3178158097671526
Bitterroot,1995-11-30,11,0.41341228484609616
Bitterroot,1995-12-31,12,0.4127426084760957
Bitterroot,1996-01-31,1,0.5952097299253349
Bitterroot,1996-02-29,2,1.0649587364812785
Bitterroot,1996-03-31,3,1.143710277179156
Bitterroot,1996-04-30,4,1.4050364601595944
Bitterroot,1996-05-31,5,1.4490526839990614
Bitterroot,1996-06-30,6,1.3127196643666872
Bitterroot,1996-07-31,7,0.9890056765276858
Bitterroot,1996-08-31,8,0.7268446096068425
Bitterroot,1996-09-30,9,0.5670437313070924
Bitterroot,1996-10-31,10,0.6772182085348774
Bitterroot,1996-11-30,11,0.8171952278342752
Bitterroot,1996-12-31,12,1.6538275677606311
Bitterroot,1997-01-31,1,1.9806546836250594
Bitterroot,1997-02-28,2,1.9847703756906483
Bitterroot,1997-03-31,3,2.228795271210151
Bitterroot,1997-04-30,4,2.495519536350947
Bitterroot,1997-05-31,5,2.4435550538411963
Bitterroot,1997-06-30,6,2.411763137399518
Bitterroot,1997-07-31,7,2.6240001026805286
