area,end_date,month,SPI
Bitterroot,1991-01-31,1,0.33333636624750795
Bitterroot,1991-02-28,2,0.15645976013524243
Bitterroot,1991-03-31,3,0.1578604598497073
Bitterroot,1991-04-30,4,0.10901762322634334
Bitterroot,1991-05-31,5,0.088184942556498
Bitterroot,1991-06-30,6,-0.002639539192873741
Bitterroot,1991-07-31,7,-0.1523723913186137
Bitterroot,1991-08-31,8,-0.09492696537149459
Bitterroot,1991-09-30,9,-0.058122924870935844
Bitterroot,1991-10-31,10,-0.10484871527838346
Bitterroot,1991-11-30,11,0.2892963054409077
Bitterroot,1991-12-31,12,0.3201230059254705
Bitterroot,1992-01-31,1,-0.1950690519371483
Bitterroot,1992-02-29,2,-0.18920376208834866
Bitterroot,1992-03-31,3,-0.5926834818415421
Bitterroot,1992-04-30,4,-0.3327267072037694
Bitterroot,1992-05-31,5,-0.7046446687888855
Bitterroot,1992-06-30,6,-0.696870277463609
Bitterroot,1992-07-31,7,-0.6047102614374693
Bitterroot,1992-08-31,8,-0.5116060754091403
Bitterroot,1992-09-30,9,-0.39091146988621017
Bitterroot,1992-10-31,10,-0.7400642735332639
Bitterroot,1992-11-30,11,-0.6521796637530258
Bitterroot,1992-12-31,12,-0.4826186620190389
Bitterroot,1993-01-31,1,-0.7009503652361141
Bitterroot,1993-02-28,2,-0.7031662050669073
Bitterroot,1993-03-31,3,-0.9232224732173555
Bitterroot,1993-04-30,4,-0.8860639571162005
Bitterroot,1993-05-31,5,-0.7403857027722339
Bitterroot,1993-06-30,6,-0.5573122250372406
Bitterroot,1993-07-31,7,-0.4458576623432595
Bitterroot,1993-08-31,8,-0.14359523946237407
Bitterroot,1993-09-30,9,-0.24210375665029193
Bitterroot,1993-10-31,10,-0.44166256641328094
Bitterroot,1993-11-30,11,-0.6273703955841743
Bitterroot,1993-12-31,12,-1.1243383793653257
Bitterroot,1994-01-31,1,-1.159899002509536
Bitterroot,1994-02-28,2,-0.9582191462876762
Bitterroot,1994-03-31,3,-1.0376359223701894
Bitterroot,1994-04-30,4,-0.9048693302083147
Bitterroot,1994-05-31,5,-0.8935484754360753
Bitterroot,1994-06-30,6,-1.0071806557819403
Bitterroot,1994-07-31,7,-1.05796372429759
Bitterroot,1994-08-31,8,-1.1924357824962244
Bitterroot,1994-09-30,9,-1.231807248891566
Bitterroot,1994-10-31,10,-1.0751355765603678
Bitterroot,1994-11-30,11,-0.9224586834409949
Bitterroot,1994-12-31,12,-0.9453712833025543
Bitterroot,1995-01-31,1,-1.5183630921229874
Bitterroot,1995-02-28,2,-1.4763436055669823
Bitterroot,1995-03-31,3,-1.1924029856332745
Bitterroot,1995-04-30,4,-1.0277054186206733
Bitterroot,1995-05-31,5,-0.7617555647928337
Bitterroot,1995-06-30,6,-0.8539958055778879
Bitterroot,1995-07-31,7,-0.3853688434336242
Bitterroot,1995-08-31,8,-0.29824106337901357
Bitterroot,1995-09-30,9,-0.34932356070993564
Bitterroot,1995-10-31,10,-0.18027430963993463
Bitterroot,1995-11-30,11,0.30511888084538175
Bitterroot,1995-12-31,12,0.3599661563949226
Bitterroot,1996-01-31,1,0.6413131205150977
Bitterroot,1996-02-29,2,0.9096881485014228
Bitterroot,1996-03-31,3,0.9337385897802152
Bitterroot,1996-04-30,4,1.3417379393458828
Bitterroot,1996-05-31,5,1.5507474027364947
Bitterroot,1996-06-30,6,1.2682734526887225
Bitterroot,1996-07-31,7,1.2500790964535384
Bitterroot,1996-08-31,8,0.9792163157674556
Bitterroot,1996-09-30,9,0.7228489179163009
Bitterroot,1996-10-31,10,0.5916815773813837
Bitterroot,1996-11-30,11,0.7368114113256186
Bitterroot,1996-12-31,12,1.3029398585621967
Bitterroot,1997-01-31,1,1.7125757774828352
Bitterroot,1997-02-28,2,1.955784178024488
Bitterroot,1997-03-31,3,2.178943205422335
Bitterroot,1997-04-30,4,2.2860834766579727
Bitterroot,1997-05-31,5,2.3632912881381265
Bitterroot,1997-06-30,6,2.4108567923686715
Bitterroot,1997-07-31,7,2.611515877390635
Bitterroot,1997-08-31,8,2.581572849734025
Bitterroot,1997-09-30,9,2.6628981010883046
Bitterroot,1997-10-31,10,2.8073223493182886
Bitterroot,1997-11-30,11,2.7944111439991697
Bitterroot,1997-12-31,12,2.559143233425965
Bitterroot,1998-01-31,1,2.5022120395722522
Bitterroot,1998-02-28,2,2.445200435891619
Bitterroot,1998-03-31,3,2.6239788059111473
Bitterroot,1998-04-30,4,2.743715858169746
Bitterroot,1998-05-31,5,2.8054659119816314
Bitterroot,1998-06-30,6,3.0392319957006593
Bitterroot,1998-07-31,7,3.238049259668911
Bitterroot,1998-08-31,8,3.0267222099692868
Bitterroot,1998-09-30,9,2.9133617592981396
Bitterroot,1998-10-31,10,2.6588381430532815
Bitterroot,1998-11-30,11,2.7293653532703366
Bitterroot,1998-12-31,12,2.82367376455203
Bitterroot,1999-01-31,1,2.302210704950486
Bitterroot,1999-02-28,2,2.4788807193228335
Bitterroot,1999-03-31,3,2.2337883195353934
Bitterroot,1999-04-30,4,1.8082267014797235
Bitterroot,1999-05-31,5,1.8951417958089074
Bitterroot,1999-06-30,6,1.7295602307825046
Bitterroot,1999-07-31,7,1.4830975820716845
Bitterroot,1999-08-31,8,1.6837521526675436
