area,end_date,month,SPI
Bitterroot,1991-01-31,1,0.2368569830286429
Bitterroot,1991-02-28,2,-0.023715035717388755
Bitterroot,1991-03-31,3,-0.17546792046396953
Bitterroot,1991-04-30,4,-0.16052137805511046
Bitterroot,1991-05-31,5,-0.02733903774234836
Bitterroot,1991-06-30,6,0.11145014203486703
Bitterroot,1991-07-31,7,0.12904930953060623
Bitterroot,1991-08-31,8,0.12967721158242385
Bitterroot,1991-09-30,9,0.16055643220196125
Bitterroot,1991-10-31,10,-0.29430980946865914
Bitterroot,1991-11-30,11,0.30745723759330224
Bitterroot,1991-12-31,12,0.08691583295152161
Bitterroot,1992-01-31,1,-0.009096793505545708
Bitterroot,1992-02-29,2,-0.358875576535985
Bitterroot,1992-03-31,3,-0.6044514354689774
Bitterroot,1992-04-30,4,-0.5772619047531642
Bitterroot,1992-05-31,5,-0.684040615723371
Bitterroot,1992-06-30,6,-0.7384760407780755
Bitterroot,1992-07-31,7,-0.7908793021419802
Bitterroot,1992-08-31,8,-0.6633073428969855
Bitterroot,1992-09-30,9,-0.418971601916998
Bitterroot,1992-10-31,10,-0.6410507498089901
Bitterroot,1992-11-30,11,-0.4451523199340994
Bitterroot,1992-12-31,12,-0.5720710021747468
Bitterroot,1993-01-31,1,-0.8138799572333874
Bitterroot,1993-02-28,2,-0.819580974281905
Bitterroot,1993-03-31,3,-1.000130169714724
Bitterroot,1993-04-30,4,-1.0148619618969024
Bitterroot,1993-05-31,5,-0.897534965019316
Bitterroot,1993-06-30,6,-0.6320979141654335
Bitterroot,1993-07-31,7,-0.4574094336938055
Bitterroot,1993-08-31,8,-0.15109115140067675
Bitterroot,1993-09-30,9,-0.46459266419044987
Bitterroot,1993-10-31,10,-0.6120827064113175
Bitterroot,1993-11-30,11,-0.7711394958672939
Bitterroot,1993-12-31,12,-0.9338948129752399
Bitterroot,1994-01-31,1,-0.7642402231570828
Bitterroot,1994-02-28,2,-0.696179612786761
Bitterroot,1994-03-31,3,-1.0287870183061736
Bitterroot,1994-04-30,4,-1.0656846886937381
Bitterroot,1994-05-31,5,-1.1130959038001684
Bitterroot,1994-06-30,6,-1.0356717098640547
Bitterroot,1994-07-31,7,-0.9909120216786801
Bitterroot,1994-08-31,8,-1.011511266074895
Bitterroot,1994-09-30,9,-1.0196632948954192
Bitterroot,1994-10-31,10,-1.3425656814069065
Bitterroot,1994-11-30,11,-1.1753006244337285
Bitterroot,1994-12-31,12,-1.0227039468644823
Bitterroot,1995-01-31,1,-1.0910543883873685
Bitterroot,1995-02-28,2,-0.8104682855689789
Bitterroot,1995-03-31,3,-0.9884717241010074
