area,end_date,month,SPI
Bitterroot,1991-01-31,1,0.2618486342372979
Bitterroot,1991-02-28,2,0.08780502774052312
Bitterroot,1991-03-31,3,0.17829625998539256
Bitterroot,1991-04-30,4,-0.05273121664802427
Bitterroot,1991-05-31,5,0.21395308290794124
Bitterroot,1991-06-30,6,0.08853654693914059
Bitterroot,1991-07-31,7,0.18960312873510032
Bitterroot,1991-08-31,8,-0.03073271465812244
Bitterroot,1991-09-30,9,-0.03225230315055683
Bitterroot,1991-10-31,10,-0.32277245441313696
Bitterroot,1991-11-30,11,0.20744052802416202
Bitterroot,1991-12-31,12,0.13550159641187998
Bitterroot,1992-01-31,1,-0.39958138407795096
Bitterroot,1992-02-29,2,-0.48381742662084615
Bitterroot,1992-03-31,3,-0.6672830749086135
Bitterroot,1992-04-30,4,-0.6400119968943794
Bitterroot,1992-05-31,5,-0.621211308296566
Bitterroot,1992-06-30,6,-0.8929967582648359
Bitterroot,1992-07-31,7,-0.7987283555339415
Bitterroot,1992-08-31,8,-0.5508113443144405
Bitterroot,1992-09-30,9,-0.5068697007599208
Bitterroot,1992-10-31,10,-0.8632001263137933
Bitterroot,1992-11-30,11,-0.6988961193770467
Bitterroot,1992-12-31,12,-0.645914327498512
Bitterroot,1993-01-31,1,-0.9268399359974829
Bitterroot,1993-02-28,2,-0.9999141193083589
Bitterroot,1993-03-31,3,-1.3402732367768924
Bitterroot,1993-04-30,4,-1.2335680636289907
Bitterroot,1993-05-31,5,-1.069150429131158
Bitterroot,1993-06-30,6,-0.6653448338667861
Bitterroot,1993-07-31,7,-0.1411766504445271
Bitterroot,1993-08-31,8,0.0637311853772391
Bitterroot,1993-09-30,9,-0.1244919320598139
Bitterroot,1993-10-31,10,-0.26709121185974816
Bitterroot,1993-11-30,11,-0.6725158474663772
Bitterroot,1993-12-31,12,-0.8767758715309831
Bitterroot,1994-01-31,1,-0.8204719597322011
Bitterroot,1994-02-28,2,-0.7268235067608297
Bitterroot,1994-03-31,3,-0.8044682612170587
Bitterroot,1994-04-30,4,-1.24235147155165
Bitterroot,1994-05-31,5,-1.17643856602936
Bitterroot,1994-06-30,6,-0.8951545972918197
Bitterroot,1994-07-31,7,-0.7356453528203369
Bitterroot,1994-08-31,8,-0.5040856912852285
Bitterroot,1994-09-30,9,-0.8115661952563036
Bitterroot,1994-10-31,10,-0.4740482213991657
Bitterroot,1994-11-30,11,-0.3180039539587829
Bitterroot,1994-12-31,12,-0.6995224115614936
Bitterroot,1995-01-31,1,-0.907739115722636
Bitterroot,1995-02-28,2,-1.0646802953008119
