gwicid,date,daily_average,method,agency
57128,1983-07-12,8.06,DAILY AVERAGE,MBMG
57128,1983-07-27,8.75,DAILY AVERAGE,MBMG
57128,1983-08-19,10.61,DAILY AVERAGE,MBMG
57128,1983-09-06,10.85,DAILY AVERAGE,MBMG
57128,1983-09-20,11.39,DAILY AVERAGE,MBMG
57128,1983-10-05,11.58,DAILY AVERAGE,MBMG
57128,1983-11-08,11.63,DAILY AVERAGE,MBMG
57128,1983-12-14,12.13,DAILY AVERAGE,MBMG
57128,1984-01-10,11.88,DAILY AVERAGE,MBMG
57128,1984-02-09,12.48,DAILY AVERAGE,MBMG
57128,1984-03-06,12.83,DAILY AVERAGE,MBMG
57128,1984-03-22,12.86,DAILY AVERAGE,MBMG
57128,1984-04-12,12.63,DAILY AVERAGE,MBMG
57128,1984-05-04,12.09,DAILY AVERAGE,MBMG
57128,1984-05-24,8.8,DAILY AVERAGE,MBMG
57128,1984-06-14,6.34,DAILY AVERAGE,MBMG
57128,1984-06-28,7.24,DAILY AVERAGE,MBMG
57128,1984-07-11,8.86,DAILY AVERAGE,MBMG
57128,1984-08-10,9.33,DAILY AVERAGE,MBMG
57128,1984-09-05,10.61,DAILY AVERAGE,MBMG
57128,1984-09-28,10.96,DAILY AVERAGE,MBMG
57128,1984-10-12,11.39,DAILY AVERAGE,MBMG
57128,1993-08-27,9.02,DAILY AVERAGE,MBMG
57128,1993-12-07,11.98,DAILY AVERAGE,MBMG
57128,1994-03-09,12.5,DAILY AVERAGE,MBMG
57128,1994-06-16,8.43,DAILY AVERAGE,MBMG
57128,1994-09-27,12.27,DAILY AVERAGE,MBMG
57128,1994-12-20,12.25,DAILY AVERAGE,MBMG
57128,1995-03-23,12.72,DAILY AVERAGE,MBMG
57128,1995-06-27,8.75,DAILY AVERAGE,MBMG
57128,1995-09-28,12.37,DAILY AVERAGE,MBMG
57128,1995-12-19,12.49,DAILY AVERAGE,MBMG
57128,1996-03-14,13.01,DAILY AVERAGE,MBMG
57128,1996-06-18,7.71,DAILY AVERAGE,MBMG
57128,1996-09-24,11.16,DAILY AVERAGE,MBMG
57128,1996-12-19,12.34,DAILY AVERAGE,MBMG
57128,1997-06-17,7.05,DAILY AVERAGE,MBMG
57128,1997-09-04,10.2,DAILY AVERAGE,MBMG
57128,1998-01-07,12.54,DAILY AVERAGE,MBMG
57128,1998-02-10,12.66,DAILY AVERAGE,MBMG
57128,1998-03-26,12.44,DAILY AVERAGE,MBMG
57128,1998-04-29,12.49,DAILY AVERAGE,MBMG
57128,1998-06-02,7.8,DAILY AVERAGE,MBMG
57128,1998-07-10,9.32,DAILY AVERAGE,MBMG
57128,1998-09-09,11.04,DAILY AVERAGE,MBMG
57128,1998-10-13,12.03,DAILY AVERAGE,MBMG
57128,1998-11-05,12.62,DAILY AVERAGE,MBMG
57128,1998-12-01,13.32,DAILY AVERAGE,MBMG
57128,1999-01-05,12.72,DAILY AVERAGE,MBMG
57128,1999-02-01,12.8,DAILY AVERAGE,MBMG
57128,1999-03-04,12.65,DAILY AVERAGE,MBMG
57128,1999-04-02,12.45,DAILY AVERAGE,MBMG
57128,1999-05-04,11.38,DAILY AVERAGE,MBMG
57128,1999-06-05,4.76,DAILY AVERAGE,MBMG
57128,1999-07-10,9.47,DAILY AVERAGE,MBMG
57128,1999-08-06,8.52,DAILY AVERAGE,MBMG
57128,1999-08-30,10.11,DAILY AVERAGE,MBMG
57128,1999-10-10,11.8,DAILY AVERAGE,MBMG
57128,1999-11-04,12.32,DAILY AVERAGE,MBMG
57128,1999-12-07,12.52,DAILY AVERAGE,MBMG
57128,2000-01-05,12.48,DAILY AVERAGE,MBMG
57128,2000-02-05,12.77,DAILY AVERAGE,MBMG
57128,2000-03-07,12.73,DAILY AVERAGE,MBMG
57128,2000-04-05,13.81,DAILY AVERAGE,MBMG
57128,2000-05-11,10.28,DAILY AVERAGE,MBMG
57128,2000-06-06,8.46,DAILY AVERAGE,MBMG
57128,2000-07-15,10.14,DAILY AVERAGE,MBMG
57128,2000-08-01,10.67,DAILY AVERAGE,MBMG
57128,2000-09-15,12.02,DAILY AVERAGE,MBMG
57128,2000-10-14,12.22,DAILY AVERAGE,MBMG
57128,2000-11-16,12.39,DAILY AVERAGE,MBMG
57128,2000-12-12,12.67,DAILY AVERAGE,MBMG
57128,2001-01-11,12.96,DAILY AVERAGE,MBMG
57128,2001-02-07,13.14,DAILY AVERAGE,MBMG
57128,2001-03-13,13.55,DAILY AVERAGE,MBMG
57128,2001-04-12,13.3,DAILY AVERAGE,MBMG
57128,2001-05-09,10.86,DAILY AVERAGE,MBMG
57128,2001-06-16,7.71,DAILY AVERAGE,MBMG
57128,2001-09-25,12.2,DAILY AVERAGE,MBMG
57128,2001-12-16,12.72,DAILY AVERAGE,MBMG
57128,2002-03-20,13.16,DAILY AVERAGE,MBMG
57128,2002-06-18,8.34,DAILY AVERAGE,MBMG
57128,2002-09-25,11.57,DAILY AVERAGE,MBMG
57128,2002-12-20,12.92,DAILY AVERAGE,MBMG
57128,2003-03-26,12.4,DAILY AVERAGE,MBMG
57128,2003-06-17,8.4,DAILY AVERAGE,MBMG
57128,2003-09-25,11.97,DAILY AVERAGE,MBMG
57128,2003-12-09,13.29,DAILY AVERAGE,MBMG
57128,2004-03-23,13.38,DAILY AVERAGE,MBMG
57128,2004-06-22,8.44,DAILY AVERAGE,MBMG
57128,2004-09-29,11.03,DAILY AVERAGE,MBMG
57128,2004-12-08,12.61,DAILY AVERAGE,MBMG
57128,2005-03-23,13.42,DAILY AVERAGE,MBMG
57128,2005-06-07,8.62,DAILY AVERAGE,MBMG
57128,2005-09-29,11.93,DAILY AVERAGE,MBMG
57128,2005-12-20,13.32,DAILY AVERAGE,MBMG
57128,2006-03-29,13.55,DAILY AVERAGE,MBMG
57128,2006-06-29,7.43,DAILY AVERAGE,MBMG
57128,2006-09-18,11.87,DAILY AVERAGE,MBMG
57128,2006-12-20,13.04,DAILY AVERAGE,MBMG
57128,2007-03-14,13.66,DAILY AVERAGE,MBMG
57128,2007-06-26,8.02,DAILY AVERAGE,MBMG
57128,2007-09-22,11.27,DAILY AVERAGE,MBMG
57128,2007-12-27,12.68,DAILY AVERAGE,MBMG
57128,2008-03-13,13.16,DAILY AVERAGE,MBMG
57128,2008-06-24,7.86,DAILY AVERAGE,MBMG
57128,2008-09-16,11.24,DAILY AVERAGE,MBMG
57128,2008-12-10,12.88,DAILY AVERAGE,MBMG
57128,2009-03-25,13.28,DAILY AVERAGE,MBMG
57128,2009-06-10,6.51,DAILY AVERAGE,MBMG
57128,2009-09-16,11.77,DAILY AVERAGE,MBMG
57128,2009-12-29,14.41,DAILY AVERAGE,MBMG
57128,2010-03-23,14.11,DAILY AVERAGE,MBMG
57128,2010-06-29,7.6,DAILY AVERAGE,MBMG
57128,2010-09-28,11.75,DAILY AVERAGE,MBMG
57128,2010-12-28,13.3,DAILY AVERAGE,MBMG
57128,2011-03-16,12.71,DAILY AVERAGE,MBMG
57128,2011-06-22,7.41,DAILY AVERAGE,MBMG
57128,2011-09-27,11.42,DAILY AVERAGE,MBMG
57128,2011-12-28,13.45,DAILY AVERAGE,MBMG
57128,2012-03-20,13.62,DAILY AVERAGE,MBMG
57128,2012-04-03,12.98,DAILY AVERAGE,MBMG
57128,2012-05-03,11.19,DAILY AVERAGE,MBMG
57128,2012-05-17,9.28,DAILY AVERAGE,MBMG
57128,2012-05-30,9.34,DAILY AVERAGE,MBMG
57128,2012-06-15,7.72,DAILY AVERAGE,MBMG
57128,2012-06-27,8.94,DAILY AVERAGE,MBMG
57128,2012-07-12,8.85,DAILY AVERAGE,MBMG
57128,2012-08-08,9.64,DAILY AVERAGE,MBMG
57128,2012-08-22,10.28,DAILY AVERAGE,MBMG
57128,2012-09-04,10.71,DAILY AVERAGE,MBMG
57128,2012-09-20,11.27,DAILY AVERAGE,MBMG
57128,2012-10-05,11.81,DAILY AVERAGE,MBMG
57128,2012-10-18,12.56,DAILY AVERAGE,MBMG
57128,2012-11-16,13.12,DAILY AVERAGE,MBMG
57128,2012-12-12,13.18,DAILY AVERAGE,MBMG
57128,2013-01-24,13.19,DAILY AVERAGE,MBMG
57128,2013-03-07,13.88,DAILY AVERAGE,MBMG
57128,2013-04-18,13.74,DAILY AVERAGE,MBMG
57128,2013-06-25,8.03,DAILY AVERAGE,MBMG
57128,2013-09-17,12.29,DAILY AVERAGE,MBMG
57128,2013-10-10,12.01,DAILY AVERAGE,MBMG
57128,2013-12-10,13.11,DAILY AVERAGE,MBMG
57128,2014-01-17,13.55,DAILY AVERAGE,MBMG
57128,2014-02-20,12.93,DAILY AVERAGE,MBMG
57128,2014-03-13,11.44,DAILY AVERAGE,MBMG
57128,2014-04-16,12.56,DAILY AVERAGE,MBMG
57128,2014-05-08,12.12,DAILY AVERAGE,MBMG
57128,2014-05-27,5.5,DAILY AVERAGE,MBMG
57128,2014-06-09,5.7,DAILY AVERAGE,MBMG
57128,2014-06-23,6.56,DAILY AVERAGE,MBMG
57128,2014-07-07,7.51,DAILY AVERAGE,MBMG
57128,2014-07-22,8.27,DAILY AVERAGE,MBMG
57128,2014-08-11,9.64,DAILY AVERAGE,MBMG
57128,2014-08-27,10.21,DAILY AVERAGE,MBMG
57128,2014-09-16,11.33,DAILY AVERAGE,MBMG
57128,2014-10-16,11.83,DAILY AVERAGE,MBMG
57128,2014-11-13,12.37,DAILY AVERAGE,MBMG
57128,2014-12-18,12.55,DAILY AVERAGE,MBMG
57128,2015-01-15,12.79,DAILY AVERAGE,MBMG
57128,2015-02-12,12.95,DAILY AVERAGE,MBMG
57128,2015-03-19,13.03,DAILY AVERAGE,MBMG
57128,2015-04-14,13.12,DAILY AVERAGE,MBMG
57128,2015-05-18,7.21,DAILY AVERAGE,MBMG
57128,2015-06-15,8.67,DAILY AVERAGE,MBMG
57128,2015-07-13,10.53,DAILY AVERAGE,MBMG
57128,2015-08-07,11.16,DAILY AVERAGE,MBMG
57128,2015-09-12,12.16,DAILY AVERAGE,MBMG
57128,2015-10-10,12.84,DAILY AVERAGE,MBMG
57128,2015-11-13,13.61,DAILY AVERAGE,MBMG
57128,2015-12-10,13.66,DAILY AVERAGE,MBMG
