gwicid,date,daily_average,method,agency
60137,1991-07-26,80.6,DAILY AVERAGE,MBMG
60137,1993-08-26,82.68,DAILY AVERAGE,MBMG
60137,1993-12-07,81.67,DAILY AVERAGE,MBMG
60137,1994-03-09,80.98,DAILY AVERAGE,MBMG
60137,1994-06-16,79.87,DAILY AVERAGE,MBMG
60137,1994-09-27,81.02,DAILY AVERAGE,MBMG
60137,1994-12-20,80.74,DAILY AVERAGE,MBMG
60137,1995-03-23,80.53,DAILY AVERAGE,MBMG
60137,1995-06-27,79.24,DAILY AVERAGE,MBMG
60137,1995-09-28,79.9,DAILY AVERAGE,MBMG
60137,1995-12-19,79.36,DAILY AVERAGE,MBMG
60137,1996-03-14,79.9,DAILY AVERAGE,MBMG
60137,1996-06-03,79.76,DAILY AVERAGE,MBMG
60137,1996-06-18,79.02,DAILY AVERAGE,MBMG
60137,1996-09-24,78.39,DAILY AVERAGE,MBMG
60137,1996-12-19,79.93,DAILY AVERAGE,MBMG
60137,1997-06-17,78.47,DAILY AVERAGE,MBMG
60137,1997-09-04,79.72,DAILY AVERAGE,MBMG
60137,1998-01-08,79.97,DAILY AVERAGE,MBMG
60137,1998-02-11,80.31,DAILY AVERAGE,MBMG
60137,1998-03-27,80.34,DAILY AVERAGE,MBMG
60137,1998-04-30,79.86,DAILY AVERAGE,MBMG
60137,1998-06-03,79.51,DAILY AVERAGE,MBMG
60137,1998-07-10,78.37,DAILY AVERAGE,MBMG
60137,1998-08-07,79.86,DAILY AVERAGE,MBMG
60137,1998-09-10,80.2,DAILY AVERAGE,MBMG
60137,1998-10-14,80.49,DAILY AVERAGE,MBMG
60137,1998-11-06,79.83,DAILY AVERAGE,MBMG
60137,1998-12-02,79.75,DAILY AVERAGE,MBMG
60137,1999-01-06,80.08,DAILY AVERAGE,MBMG
60137,1999-02-01,80.33,DAILY AVERAGE,MBMG
60137,1999-03-05,80.36,DAILY AVERAGE,MBMG
60137,1999-04-03,80.03,DAILY AVERAGE,MBMG
60137,1999-05-05,80.07,DAILY AVERAGE,MBMG
60137,1999-06-07,79.34,DAILY AVERAGE,MBMG
60137,1999-07-09,79.28,DAILY AVERAGE,MBMG
60137,1999-08-06,80.07,DAILY AVERAGE,MBMG
60137,1999-08-31,80.09,DAILY AVERAGE,MBMG
60137,1999-10-10,79.31,DAILY AVERAGE,MBMG
60137,1999-11-04,79.58,DAILY AVERAGE,MBMG
60137,1999-12-08,80.05,DAILY AVERAGE,MBMG
60137,2000-01-05,80.4,DAILY AVERAGE,MBMG
60137,2000-02-04,80.54,DAILY AVERAGE,MBMG
60137,2000-03-06,80.43,DAILY AVERAGE,MBMG
60137,2000-04-06,80.64,DAILY AVERAGE,MBMG
60137,2000-05-12,79.81,DAILY AVERAGE,MBMG
60137,2000-05-26,80.1,DAILY AVERAGE,MBMG
60137,2000-06-07,79.92,DAILY AVERAGE,MBMG
60137,2000-07-16,80.22,DAILY AVERAGE,MBMG
60137,2000-08-02,80.74,DAILY AVERAGE,MBMG
60137,2000-09-16,80.57,DAILY AVERAGE,MBMG
60137,2000-10-13,79.55,DAILY AVERAGE,MBMG
60137,2000-11-17,80.21,DAILY AVERAGE,MBMG
60137,2000-12-13,80.23,DAILY AVERAGE,MBMG
60137,2001-01-12,80.54,DAILY AVERAGE,MBMG
60137,2001-02-06,79.0,DAILY AVERAGE,MBMG
60137,2001-03-12,80.87,DAILY AVERAGE,MBMG
60137,2001-04-13,80.66,DAILY AVERAGE,MBMG
60137,2001-05-10,80.89,DAILY AVERAGE,MBMG
60137,2001-06-15,78.44,DAILY AVERAGE,MBMG
60137,2001-07-21,80.01,DAILY AVERAGE,MBMG
60137,2001-09-26,80.64,DAILY AVERAGE,MBMG
60137,2001-12-15,80.5,DAILY AVERAGE,MBMG
60137,2002-03-21,81.04,DAILY AVERAGE,MBMG
60137,2002-06-19,79.65,DAILY AVERAGE,MBMG
60137,2002-09-26,80.48,DAILY AVERAGE,MBMG
60137,2002-12-20,80.51,DAILY AVERAGE,MBMG
60137,2003-03-27,81.67,DAILY AVERAGE,MBMG
60137,2003-06-19,79.77,DAILY AVERAGE,MBMG
60137,2003-09-24,80.78,DAILY AVERAGE,MBMG
60137,2003-12-10,80.22,DAILY AVERAGE,MBMG
60137,2004-03-24,80.7,DAILY AVERAGE,MBMG
60137,2004-06-23,79.8,DAILY AVERAGE,MBMG
60137,2004-10-01,79.11,DAILY AVERAGE,MBMG
60137,2004-12-09,80.25,DAILY AVERAGE,MBMG
60137,2005-03-24,82.28,DAILY AVERAGE,MBMG
60137,2005-06-07,81.54,DAILY AVERAGE,MBMG
60137,2005-09-29,82.6,DAILY AVERAGE,MBMG
60137,2005-12-21,83.37,DAILY AVERAGE,MBMG
60137,2006-03-29,81.01,DAILY AVERAGE,MBMG
60137,2006-06-28,81.44,DAILY AVERAGE,MBMG
60137,2006-09-20,79.77,DAILY AVERAGE,MBMG
60137,2006-12-21,80.43,DAILY AVERAGE,MBMG
60137,2007-03-14,80.84,DAILY AVERAGE,MBMG
60137,2007-06-22,79.06,DAILY AVERAGE,MBMG
60137,2007-09-23,81.87,DAILY AVERAGE,MBMG
60137,2007-12-27,81.73,DAILY AVERAGE,MBMG
60137,2008-03-18,82.93,DAILY AVERAGE,MBMG
60137,2008-06-26,80.53,DAILY AVERAGE,MBMG
60137,2008-09-16,79.16,DAILY AVERAGE,MBMG
60137,2008-12-11,80.53,DAILY AVERAGE,MBMG
60137,2009-03-26,81.51,DAILY AVERAGE,MBMG
60137,2009-06-10,80.39,DAILY AVERAGE,MBMG
60137,2009-09-15,80.19,DAILY AVERAGE,MBMG
60137,2009-10-29,79.87,DAILY AVERAGE,MBMG
60137,2009-12-30,80.82,DAILY AVERAGE,MBMG
60137,2010-03-24,80.87,DAILY AVERAGE,MBMG
60137,2010-06-30,79.32,DAILY AVERAGE,MBMG
60137,2010-09-29,80.06,DAILY AVERAGE,MBMG
60137,2010-12-29,81.2,DAILY AVERAGE,MBMG
60137,2011-03-17,81.43,DAILY AVERAGE,MBMG
60137,2011-06-22,77.8,DAILY AVERAGE,MBMG
60137,2011-09-29,81.32,DAILY AVERAGE,MBMG
60137,2011-12-29,81.27,DAILY AVERAGE,MBMG
60137,2012-03-20,81.2,DAILY AVERAGE,MBMG
60137,2012-04-05,81.036,DAILY AVERAGE,MBMG
60137,2012-04-06,81.04,DAILY AVERAGE,MBMG
60137,2012-04-07,81.06625,DAILY AVERAGE,MBMG
60137,2012-04-08,81.057083,DAILY AVERAGE,MBMG
60137,2012-04-09,81.01125,DAILY AVERAGE,MBMG
60137,2012-04-10,80.970833,DAILY AVERAGE,MBMG
60137,2012-04-11,80.917916,DAILY AVERAGE,MBMG
60137,2012-04-12,80.947083,DAILY AVERAGE,MBMG
