area,end_date,month,SPEI
Bitterroot,1991-01-31,1,0.45037524282161345
Bitterroot,1991-02-28,2,0.4469824300967049
Bitterroot,1991-03-31,3,0.13514120033291488
Bitterroot,1991-04-30,4,0.20096147725215174
Bitterroot,1991-05-31,5,0.5688436856889154
Bitterroot,1991-06-30,6,0.6516461740555248
Bitterroot,1991-07-31,7,0.18409731699675058
Bitterroot,1991-08-31,8,0.3226406040351033
Bitterroot,1991-09-30,9,0.13794120036480884
Bitterroot,1991-10-31,10,-0.46761168004499387
Bitterroot,1991-11-30,11,0.41533516792921477
Bitterroot,1991-12-31,12,0.08754851731730962
Bitterroot,1992-01-31,1,-0.37863468053254556
Bitterroot,1992-02-29,2,-0.40624717320416304
Bitterroot,1992-03-31,3,-0.7568900927531748
Bitterroot,1992-04-30,4,-0.30876543884885366
Bitterroot,1992-05-31,5,-0.7638860558783831
Bitterroot,1992-06-30,6,-1.0674982505439736
Bitterroot,1992-07-31,7,-0.7857885814267043
Bitterroot,1992-08-31,8,-0.8919598461502964
Bitterroot,1992-09-30,9,-0.5111425451728555
Bitterroot,1992-10-31,10,-0.5743399158901168
Bitterroot,1992-11-30,11,-0.39919877897690514
Bitterroot,1992-12-31,12,0.028304224932258037
Bitterroot,1993-01-31,1,-0.8330514744294668
Bitterroot,1993-02-28,2,-1.0440649655824275
Bitterroot,1993-03-31,3,-0.73907276988204
Bitterroot,1993-04-30,4,-0.12722845432307484
Bitterroot,1993-05-31,5,0.09918720040664075
Bitterroot,1993-06-30,6,0.4394795010294683
Bitterroot,1993-07-31,7,1.32468720127559
Bitterroot,1993-08-31,8,1.5851831966005758
Bitterroot,1993-09-30,9,1.3291074957057423
Bitterroot,1993-10-31,10,1.201961594470409
Bitterroot,1993-11-30,11,0.7152915381984065
Bitterroot,1993-12-31,12,0.567331952349162
Bitterroot,1994-01-31,1,0.5380082863948699
Bitterroot,1994-02-28,2,0.511057191536118
Bitterroot,1994-03-31,3,0.3867287149035328
Bitterroot,1994-04-30,4,0.5826423289189493
Bitterroot,1994-05-31,5,0.535371710587982
Bitterroot,1994-06-30,6,0.1814758648580146
Bitterroot,1994-07-31,7,0.37869343513520004
Bitterroot,1994-08-31,8,-0.3134036955850801
Bitterroot,1994-09-30,9,-1.4755391480847897
Bitterroot,1994-10-31,10,-1.601687269367416
Bitterroot,1994-11-30,11,-1.2797529716016238
Bitterroot,1994-12-31,12,-1.4335767983142549
Bitterroot,1995-01-31,1,-1.2708595199899169
Bitterroot,1995-02-28,2,-0.8290566520355029
Bitterroot,1995-03-31,3,-0.7299760428432039
Bitterroot,1995-04-30,4,-0.6374735157944105
Bitterroot,1995-05-31,5,-0.2831206781861606
Bitterroot,1995-06-30,6,-0.042012724999686
Bitterroot,1995-07-31,7,0.5159102123664263
Bitterroot,1995-08-31,8,0.699363514991045
Bitterroot,1995-09-30,9,0.9187484031469964
Bitterroot,1995-10-31,10,1.224606694743355
Bitterroot,1995-11-30,11,1.8112619290318106
Bitterroot,1995-12-31,12,1.6983856237320576
Bitterroot,1996-01-31,1,1.7825461072865862
Bitterroot,1996-02-29,2,2.0271655854521087
Bitterroot,1996-03-31,3,2.172921326628211
Bitterroot,1996-04-30,4,2.309846193106602
Bitterroot,1996-05-31,5,2.4029651702542854
Bitterroot,1996-06-30,6,2.278121374527723
Bitterroot,1996-07-31,7,2.163035390327836
Bitterroot,1996-08-31,8,2.065997839852031
Bitterroot,1996-09-30,9,2.055027224907775
Bitterroot,1996-10-31,10,1.9636906090660164
Bitterroot,1996-11-30,11,1.8774156271315285
Bitterroot,1996-12-31,12,2.0380711606304254
Bitterroot,1997-01-31,1,1.760526463029006
Bitterroot,1997-02-28,2,1.8110561023369742
Bitterroot,1997-03-31,3,1.8395198078835322
Bitterroot,1997-04-30,4,1.6965375044613085
Bitterroot,1997-05-31,5,1.7000003726819126
Bitterroot,1997-06-30,6,1.6107179476366906
Bitterroot,1997-07-31,7,1.551520702508152
Bitterroot,1997-08-31,8,1.714816809258128
Bitterroot,1997-09-30,9,1.9449026596246566
Bitterroot,1997-10-31,10,1.9908451623231773
Bitterroot,1997-11-30,11,1.8260931604519637
Bitterroot,1997-12-31,12,1.6717367286341671
Bitterroot,1998-01-31,1,1.6713083237263815
Bitterroot,1998-02-28,2,1.1514142977839614
Bitterroot,1998-03-31,3,0.9298012885705886
Bitterroot,1998-04-30,4,0.8653736035319357
Bitterroot,1998-05-31,5,0.8093171335578058
Bitterroot,1998-06-30,6,1.0913893835706465
Bitterroot,1998-07-31,7,1.3438291448647797
Bitterroot,1998-08-31,8,1.1614642257251546
Bitterroot,1998-09-30,9,1.0063700762211587
Bitterroot,1998-10-31,10,0.7141190112921441
Bitterroot,1998-11-30,11,0.8804179135466933
Bitterroot,1998-12-31,12,0.9230755243740232
Bitterroot,1999-01-31,1,1.1148615366497054
Bitterroot,1999-02-28,2,1.4284644443211238
Bitterroot,1999-03-31,3,1.2982878967523528
Bitterroot,1999-04-30,4,1.2768009959620592
Bitterroot,1999-05-31,5,1.2601696636998732
Bitterroot,1999-06-30,6,1.3270566361046283
Bitterroot,1999-07-31,7,1.1090467123265082
Bitterroot,1999-08-31,8,0.8748437773027294
Bitterroot,1999-09-30,9,0.5372826494669627
Bitterroot,1999-10-31,10,0.3851731014962867
Bitterroot,1999-11-30,11,0.2708569695382903
Bitterroot,1999-12-31,12,0.5942146610148331
Bitterroot,2000-01-31,1,0.3797256109302094
Bitterroot,2000-02-29,2,0.0623426949767909
Bitterroot,2000-03-31,3,-0.28199228794119646
Bitterroot,2000-04-30,4,-0.8932285532217766
Bitterroot,2000-05-31,5,-0.7559290099269375
Bitterroot,2000-06-30,6,-0.78390207209312
Bitterroot,2000-07-31,7,-0.8488371866541847
Bitterroot,2000-08-31,8,-1.21501100320814
Bitterroot,2000-09-30,9,-0.9480554980409158
Bitterroot,2000-10-31,10,-0.84761346508782
Bitterroot,2000-11-30,11,-1.0165510320083513
Bitterroot,2000-12-31,12,-1.0196471863968997
Bitterroot,2001-01-31,1,-1.6018104581881862
Bitterroot,2001-02-28,2,-1.9937510717689417
Bitterroot,2001-03-31,3,-2.1326186102506433
Bitterroot,2001-04-30,4,-2.1500772236689665
Bitterroot,2001-05-31,5,-2.1814199294467174
Bitterroot,2001-06-30,6,-1.67453753227079
Bitterroot,2001-07-31,7,-1.4569443889907414
Bitterroot,2001-08-31,8,-1.439452340932864
Bitterroot,2001-09-30,9,-1.6283612737572746
Bitterroot,2001-10-31,10,-0.9359125453266774
Bitterroot,2001-11-30,11,-1.4758987661053338
Bitterroot,2001-12-31,12,-1.8104597674436116
Bitterroot,2002-01-31,1,-1.279735806884116
Bitterroot,2002-02-28,2,-1.2496653531980013
Bitterroot,2002-03-31,3,-0.5844729373039181
Bitterroot,2002-04-30,4,-0.42905106848044405
Bitterroot,2002-05-31,5,-0.13234267238689923
Bitterroot,2002-06-30,6,0.021735975836775667
Bitterroot,2002-07-31,7,0.3324228071212978
Bitterroot,2002-08-31,8,0.25672570905724523
Bitterroot,2002-09-30,9,-0.04251503130996581
Bitterroot,2002-10-31,10,-0.07087420309766412
Bitterroot,2002-11-30,11,-0.10610303303940971
Bitterroot,2002-12-31,12,-0.6775817943254275
Bitterroot,2003-01-31,1,-0.044952041970252266
Bitterroot,2003-02-28,2,0.17300373976709582
Bitterroot,2003-03-31,3,0.6064048947820888
Bitterroot,2003-04-30,4,0.7683557868320496
Bitterroot,2003-05-31,5,0.6897499841003882
Bitterroot,2003-06-30,6,0.39341946625250834
Bitterroot,2003-07-31,7,0.11129712890079313
Bitterroot,2003-08-31,8,-0.06042454276205422
Bitterroot,2003-09-30,9,-0.20099882377231482
Bitterroot,2003-10-31,10,-0.5439140186822009
Bitterroot,2003-11-30,11,-0.32578868987773424
Bitterroot,2003-12-31,12,0.05940412812983609
Bitterroot,2004-01-31,1,0.38305044473463146
Bitterroot,2004-02-29,2,0.43530942516041216
Bitterroot,2004-03-31,3,-0.13398985600879376
Bitterroot,2004-04-30,4,-0.644837205592628
Bitterroot,2004-05-31,5,-0.7630067167696832
Bitterroot,2004-06-30,6,-0.8019654061861814
Bitterroot,2004-07-31,7,-0.8419998410815124
Bitterroot,2004-08-31,8,0.038444308617755274
Bitterroot,2004-09-30,9,0.6633216281488454
Bitterroot,2004-10-31,10,0.5257927713010759
Bitterroot,2004-11-30,11,0.38741639171515185
Bitterroot,2004-12-31,12,0.39300311636933993
Bitterroot,2005-01-31,1,-0.0001215399414038476
Bitterroot,2005-02-28,2,-0.5542850184631885
Bitterroot,2005-03-31,3,-0.8297300930203577
Bitterroot,2005-04-30,4,-0.5678121087868404
Bitterroot,2005-05-31,5,-0.07397723577269222
Bitterroot,2005-06-30,6,0.4240650029001414
Bitterroot,2005-07-31,7,-0.2956435966945741
Bitterroot,2005-08-31,8,-0.3294101054465228
Bitterroot,2005-09-30,9,-0.3128318617801831
Bitterroot,2005-10-31,10,-0.8511246770814309
Bitterroot,2005-11-30,11,-1.1365646748297038
Bitterroot,2005-12-31,12,-0.985849333923895
Bitterroot,2006-01-31,1,-0.37396368044017403
Bitterroot,2006-02-28,2,-0.23561866806063714
Bitterroot,2006-03-31,3,-0.07515686499235663
Bitterroot,2006-04-30,4,0.42568397223362275
Bitterroot,2006-05-31,5,0.35025311995944364
Bitterroot,2006-06-30,6,0.18192291885088285
Bitterroot,2006-07-31,7,-0.1775568519112698
Bitterroot,2006-08-31,8,-0.5236153069046987
Bitterroot,2006-09-30,9,-0.2833977908470626
Bitterroot,2006-10-31,10,-0.19311885664298245
Bitterroot,2006-11-30,11,0.17230094569401522
Bitterroot,2006-12-31,12,0.17688440022195784
Bitterroot,2007-01-31,1,-0.20390820822064137
Bitterroot,2007-02-28,2,-0.10131476569291564
Bitterroot,2007-03-31,3,-0.7137602139581599
Bitterroot,2007-04-30,4,-0.8016060519583122
Bitterroot,2007-05-31,5,-0.7803569278160195
Bitterroot,2007-06-30,6,-1.0276727959063208
Bitterroot,2007-07-31,7,-1.08466275355612
Bitterroot,2007-08-31,8,-1.1227098441678391
Bitterroot,2007-09-30,9,-0.8190536109971432
Bitterroot,2007-10-31,10,-0.5523855837808411
Bitterroot,2007-11-30,11,-0.6338327001760842
Bitterroot,2007-12-31,12,-0.27356872767877416
Bitterroot,2008-01-31,1,-0.6628978180526012
Bitterroot,2008-02-29,2,-0.34386791319351206
Bitterroot,2008-03-31,3,0.02014596663605639
Bitterroot,2008-04-30,4,-0.15909994457794374
Bitterroot,2008-05-31,5,-0.02503791922354104
Bitterroot,2008-06-30,6,0.16584443084241274
Bitterroot,2008-07-31,7,0.08242924080599145
Bitterroot,2008-08-31,8,0.36087951702692767
Bitterroot,2008-09-30,9,0.6016060924410389
Bitterroot,2008-10-31,10,0.5548752019671093
Bitterroot,2008-11-30,11,0.545588896161382
Bitterroot,2008-12-31,12,0.6270915479071733
Bitterroot,2009-01-31,1,1.0456272434359826
Bitterroot,2009-02-28,2,0.6202319759853272
Bitterroot,2009-03-31,3,0.8113916026652348
Bitterroot,2009-04-30,4,0.507692824238297
Bitterroot,2009-05-31,5,0.3658287367875501
Bitterroot,2009-06-30,6,0.4697069086412822
Bitterroot,2009-07-31,7,0.5764023939529597
Bitterroot,2009-08-31,8,0.770585270249201
Bitterroot,2009-09-30,9,0.6814946535322254
Bitterroot,2009-10-31,10,0.5708768777754007
Bitterroot,2009-11-30,11,0.17336794944109601
Bitterroot,2009-12-31,12,-0.029569887908606818
Bitterroot,2010-01-31,1,-0.4797965834357998
Bitterroot,2010-02-28,2,-1.2140268084937258
Bitterroot,2010-03-31,3,-2.0232408522793204
Bitterroot,2010-04-30,4,-1.867349648458151
Bitterroot,2010-05-31,5,-2.0393149361871354
Bitterroot,2010-06-30,6,-1.7305639685714658
Bitterroot,2010-07-31,7,-1.995239256352257
Bitterroot,2010-08-31,8,-2.002916320373168
Bitterroot,2010-09-30,9,-2.0029169618150924
Bitterroot,2010-10-31,10,-2.1563122034095876
Bitterroot,2010-11-30,11,-1.8814945316179572
Bitterroot,2010-12-31,12,-1.8663893400325504
Bitterroot,2011-01-31,1,-0.9440368417635943
Bitterroot,2011-02-28,2,-0.463600745217726
Bitterroot,2011-03-31,3,0.10541845824824825
Bitterroot,2011-04-30,4,0.8333452757508741
Bitterroot,2011-05-31,5,1.1641007803835604
Bitterroot,2011-06-30,6,1.41442625493573
Bitterroot,2011-07-31,7,1.3615245796346649
Bitterroot,2011-08-31,8,1.1255159024424848
Bitterroot,2011-09-30,9,1.0155787883767822
Bitterroot,2011-10-31,10,1.0470602701498257
Bitterroot,2011-11-30,11,0.9908460439568593
Bitterroot,2011-12-31,12,0.913585176717364
Bitterroot,2012-01-31,1,1.0616950875970597
Bitterroot,2012-02-29,2,1.1323246899761656
Bitterroot,2012-03-31,3,1.0370003833039088
Bitterroot,2012-04-30,4,0.9426686806219408
Bitterroot,2012-05-31,5,0.7513824441181288
Bitterroot,2012-06-30,6,0.32218255749817026
Bitterroot,2012-07-31,7,0.051360806853698815
Bitterroot,2012-08-31,8,-0.4353502856023139
Bitterroot,2012-09-30,9,-0.930921196358222
Bitterroot,2012-10-31,10,-0.41746595972682266
Bitterroot,2012-11-30,11,-0.24060212558474214
Bitterroot,2012-12-31,12,-0.24139972675545818
Bitterroot,2013-01-31,1,-0.2544016434933867
Bitterroot,2013-02-28,2,-0.3552775621161637
Bitterroot,2013-03-31,3,-0.658634578890113
Bitterroot,2013-04-30,4,-0.8510825825056263
Bitterroot,2013-05-31,5,-1.277714400909014
Bitterroot,2013-06-30,6,-1.3293157328729455
Bitterroot,2013-07-31,7,-1.7635999287212485
Bitterroot,2013-08-31,8,-1.719662400151951
Bitterroot,2013-09-30,9,-1.327109796530261
Bitterroot,2013-10-31,10,-1.2882274769628914
Bitterroot,2013-11-30,11,-1.0574646130124319
Bitterroot,2013-12-31,12,-1.1553779331795235
Bitterroot,2014-01-31,1,-0.9701862187793882
Bitterroot,2014-02-28,2,-0.37469726357248145
Bitterroot,2014-03-31,3,0.13689799578560624
Bitterroot,2014-04-30,4,0.3409090962452761
Bitterroot,2014-05-31,5,0.19161808658330903
Bitterroot,2014-06-30,6,0.05919202202602736
Bitterroot,2014-07-31,7,0.1744009865690057
Bitterroot,2014-08-31,8,0.6165927305024972
Bitterroot,2014-09-30,9,0.7431481335618607
Bitterroot,2014-10-31,10,0.7563801820862825
Bitterroot,2014-11-30,11,0.8958554637990217
Bitterroot,2014-12-31,12,1.1131986041947959
Bitterroot,2015-01-31,1,1.2250073604215865
Bitterroot,2015-02-28,2,1.0212656201597028
Bitterroot,2015-03-31,3,0.7489551845865637
Bitterroot,2015-04-30,4,-0.10407679192594554
Bitterroot,2015-05-31,5,-0.7624436336276574
Bitterroot,2015-06-30,6,-1.3074991470870523
Bitterroot,2015-07-31,7,-1.013617195622858
Bitterroot,2015-08-31,8,-1.150177697051712
Bitterroot,2015-09-30,9,-1.1401093216064826
Bitterroot,2015-10-31,10,-1.654757091942782
Bitterroot,2015-11-30,11,-1.6455888228946502
Bitterroot,2015-12-31,12,-1.267147210938849
Bitterroot,2016-01-31,1,-2.1279251777300416
Bitterroot,2016-02-29,2,-2.157973396535306
Bitterroot,2016-03-31,3,-1.922018937852815
Bitterroot,2016-04-30,4,-2.057405283876641
Bitterroot,2016-05-31,5,-1.6639826800171744
Bitterroot,2016-06-30,6,-1.8608456275847771
Bitterroot,2016-07-31,7,-1.5423845353957686
Bitterroot,2016-08-31,8,-1.1165313434047288
Bitterroot,2016-09-30,9,-1.0613694602026333
Bitterroot,2016-10-31,10,-0.5272636722655855
Bitterroot,2016-11-30,11,-0.8882786272335168
Bitterroot,2016-12-31,12,-0.30552938457292966
Bitterroot,2017-01-31,1,-0.45600953032421176
Bitterroot,2017-02-28,2,-0.6637370166739749
Bitterroot,2017-03-31,3,0.07989197036576834
Bitterroot,2017-04-30,4,0.08541082671006306
Bitterroot,2017-05-31,5,-0.1999143335527862
Bitterroot,2017-06-30,6,0.1459274605795664
Bitterroot,2017-07-31,7,-0.04888834766081063
Bitterroot,2017-08-31,8,0.1626765429575845
Bitterroot,2017-09-30,9,0.0603123840900992
Bitterroot,2017-10-31,10,0.2274910132299648
Bitterroot,2017-11-30,11,0.1992781616217425
Bitterroot,2017-12-31,12,0.2377528608250039
Bitterroot,2018-01-31,1,0.5912890277731044
Bitterroot,2018-02-28,2,0.807374448588979
Bitterroot,2018-03-31,3,1.0287934526539075
Bitterroot,2018-04-30,4,1.012099799277728
Bitterroot,2018-05-31,5,0.5412298966845943
Bitterroot,2018-06-30,6,0.737714947162617
Bitterroot,2018-07-31,7,0.7556276321137843
Bitterroot,2018-08-31,8,0.6882554796540128
Bitterroot,2018-09-30,9,0.7206912289711038
Bitterroot,2018-10-31,10,0.8891540636187638
Bitterroot,2018-11-30,11,0.9325701737239336
Bitterroot,2018-12-31,12,0.8533535844830848
Bitterroot,2019-01-31,1,0.5329265139257444
Bitterroot,2019-02-28,2,0.5467379449316572
Bitterroot,2019-03-31,3,0.24849099927803198
Bitterroot,2019-04-30,4,0.07371868529412828
Bitterroot,2019-05-31,5,-0.06203588275959282
Bitterroot,2019-06-30,6,-0.591031278440713
Bitterroot,2019-07-31,7,-0.5363326747817196
Bitterroot,2019-08-31,8,-0.6719555499315518
Bitterroot,2019-09-30,9,-0.14968863184601489
Bitterroot,2019-10-31,10,0.10663515351185082
Bitterroot,2019-11-30,11,-0.009300600858451746
Bitterroot,2019-12-31,12,-0.46324616652487616
Bitterroot,2020-01-31,1,-0.30780154040024543
Bitterroot,2020-02-29,2,0.11919929663522466
Bitterroot,2020-03-31,3,0.17516068514671468
Bitterroot,2020-04-30,4,-0.196007643986853
Bitterroot,2020-05-31,5,0.3449532115186982
Bitterroot,2020-06-30,6,0.3128843924565472
Bitterroot,2020-07-31,7,0.4016758898982047
Bitterroot,2020-08-31,8,0.5643375595246078
Bitterroot,2020-09-30,9,0.43946749047839706
Bitterroot,2020-10-31,10,0.6465551267517131
Bitterroot,2020-11-30,11,0.1851534135297881
Bitterroot,2020-12-31,12,-0.15768990629217328
Gallatin,1991-01-31,1,-0.6807062662084639
Gallatin,1991-02-28,2,-0.9194358652172786
Gallatin,1991-03-31,3,-0.7230365981434553
Gallatin,1991-04-30,4,-0.24822872332855783
Gallatin,1991-05-31,5,0.06919049274141575
Gallatin,1991-06-30,6,-0.04856672330241274
Gallatin,1991-07-31,7,-0.5315453985675094
Gallatin,1991-08-31,8,-0.33768032534788994
Gallatin,1991-09-30,9,-0.09182665906321152
Gallatin,1991-10-31,10,-0.5901422361885997
Gallatin,1991-11-30,11,-0.004424576757808163
Gallatin,1991-12-31,12,0.12018317780616794
Gallatin,1992-01-31,1,0.031000605602435227
Gallatin,1992-02-29,2,-0.09102745350657915
Gallatin,1992-03-31,3,-0.1998209862135496
Gallatin,1992-04-30,4,-0.14748199836110087
Gallatin,1992-05-31,5,-0.7453370270884204
Gallatin,1992-06-30,6,-0.5572264903094277
Gallatin,1992-07-31,7,-0.5409120800819391
Gallatin,1992-08-31,8,-0.4966527278799262
Gallatin,1992-09-30,9,-0.07543185528215779
Gallatin,1992-10-31,10,0.09914153328425135
Gallatin,1992-11-30,11,0.01889193671599787
Gallatin,1992-12-31,12,0.25309521729118556
Gallatin,1993-01-31,1,0.06766056090246741
Gallatin,1993-02-28,2,0.31951525403806835
Gallatin,1993-03-31,3,0.3436725521553159
Gallatin,1993-04-30,4,0.6388061682765352
Gallatin,1993-05-31,5,0.8256387462111752
Gallatin,1993-06-30,6,1.2599677738444415
Gallatin,1993-07-31,7,2.0307253854400744
Gallatin,1993-08-31,8,2.1496423943899226
Gallatin,1993-09-30,9,1.9907659642563935
Gallatin,1993-10-31,10,1.9125702251818957
Gallatin,1993-11-30,11,1.8785809776877782
Gallatin,1993-12-31,12,1.9140492959311781
Gallatin,1994-01-31,1,1.876850567532852
Gallatin,1994-02-28,2,1.8271522433603482
Gallatin,1994-03-31,3,1.7422248388714598
Gallatin,1994-04-30,4,1.6853763564544995
Gallatin,1994-05-31,5,1.5061041488404188
Gallatin,1994-06-30,6,1.1744144602995243
Gallatin,1994-07-31,7,1.178657327214634
Gallatin,1994-08-31,8,0.5953960929773383
Gallatin,1994-09-30,9,-1.2498651008219328
Gallatin,1994-10-31,10,-1.537941839380619
Gallatin,1994-11-30,11,-1.3383949547735685
Gallatin,1994-12-31,12,-1.1791236025686134
Gallatin,1995-01-31,1,-0.941566197850929
Gallatin,1995-02-28,2,-0.9456371917517199
Gallatin,1995-03-31,3,-0.41246371562547157
Gallatin,1995-04-30,4,0.0021299478513852055
Gallatin,1995-05-31,5,0.5074290383765225
Gallatin,1995-06-30,6,0.7518992120308643
Gallatin,1995-07-31,7,1.2817663356841869
Gallatin,1995-08-31,8,1.4669137503519507
Gallatin,1995-09-30,9,1.4827122275730578
Gallatin,1995-10-31,10,1.6739683151338247
Gallatin,1995-11-30,11,1.8231878762920743
Gallatin,1995-12-31,12,1.6678756587622932
Gallatin,1996-01-31,1,1.705562681983773
Gallatin,1996-02-29,2,1.6618519585767308
Gallatin,1996-03-31,3,1.692213472761977
Gallatin,1996-04-30,4,1.759102264460679
Gallatin,1996-05-31,5,2.0232194738875373
Gallatin,1996-06-30,6,1.371526596965091
Gallatin,1996-07-31,7,0.9451819242365133
Gallatin,1996-08-31,8,0.686887828182517
Gallatin,1996-09-30,9,0.38231140153582976
