area,start_date,end_date,value
Gallatin,1994-01-01,1994-01-31,-20.73157136142254
Paradise Valley,1994-01-01,1994-01-31,33.18379157781601
Bitterroot,1994-02-01,1994-02-28,69.6636707894504
Gallatin,1994-02-01,1994-02-28,-19.126604296267033
Paradise Valley,1994-02-01,1994-02-28,44.2230269908905
Bitterroot,1994-03-01,1994-03-31,-7.637957580387592
Gallatin,1994-03-01,1994-03-31,-56.49785339087248
Paradise Valley,1994-03-01,1994-03-31,-24.08256885409355
Bitterroot,1994-04-01,1994-04-30,2.331849018111825
Gallatin,1994-04-01,1994-04-30,-41.94343237578869
Paradise Valley,1994-04-01,1994-04-30,-28.329136487096548
Bitterroot,1994-05-01,1994-05-31,-40.552964955568314
Gallatin,1994-05-01,1994-05-31,-88.11607822589576
Paradise Valley,1994-05-01,1994-05-31,-66.38506016135216
Bitterroot,1994-06-01,1994-06-30,-60.71057399455458
Gallatin,1994-06-01,1994-06-30,-81.2886911937967
Paradise Valley,1994-06-01,1994-06-30,-77.00113770365715
Bitterroot,1994-07-01,1994-07-31,-131.18930008634925
Gallatin,1994-07-01,1994-07-31,-124.40365752670914
Paradise Valley,1994-07-01,1994-07-31,-124.40365752670914
Bitterroot,1994-08-01,1994-08-31,-141.44299947749823
Gallatin,1994-08-01,1994-08-31,-151.42705441266298
Paradise Valley,1994-08-01,1994-08-31,-142.66445660591125
Bitterroot,1994-09-01,1994-09-30,-88.28580955788493
Gallatin,1994-09-01,1994-09-30,-111.91658357298002
Paradise Valley,1994-09-01,1994-09-30,-99.45077496767044
Bitterroot,1994-10-01,1994-10-31,44.095833195373416
Gallatin,1994-10-01,1994-10-31,11.193167701363564
Paradise Valley,1994-10-01,1994-10-31,29.560129007324576
Bitterroot,1994-11-01,1994-11-30,108.35599208623171
Gallatin,1994-11-01,1994-11-30,2.2801271453499794
Paradise Valley,1994-11-01,1994-11-30,45.91990527883172
Bitterroot,1994-12-01,1994-12-31,69.41365120466799
Gallatin,1994-12-01,1994-12-31,-0.2929290421307087
Paradise Valley,1994-12-01,1994-12-31,42.23690213449299
Bitterroot,1995-01-01,1995-01-31,43.63419851101935
Gallatin,1995-01-01,1995-01-31,11.525974690914154
Paradise Valley,1995-01-01,1995-01-31,33.16031062602997
Bitterroot,1995-02-01,1995-02-28,62.1218386143446
Gallatin,1995-02-01,1995-02-28,-26.31489973515272
Paradise Valley,1995-02-01,1995-02-28,19.266926001757383
Bitterroot,1995-03-01,1995-03-31,53.752893041819334
Gallatin,1995-03-01,1995-03-31,1.1285633444786072
Paradise Valley,1995-03-01,1995-03-31,32.38319508777931
Bitterroot,1995-04-01,1995-04-30,31.29138075374067
Gallatin,1995-04-01,1995-04-30,4.069882799871266
Paradise Valley,1995-04-01,1995-04-30,27.274415392428637
Bitterroot,1995-05-01,1995-05-31,-26.62548996694386
Gallatin,1995-05-01,1995-05-31,-32.096232648938894
Paradise Valley,1995-05-01,1995-05-31,-33.14566193521023
Bitterroot,1995-06-01,1995-06-30,-18.089232623577118
Gallatin,1995-06-01,1995-06-30,-51.602161621674895
Paradise Valley,1995-06-01,1995-06-30,-40.23887757025659
Bitterroot,1995-07-01,1995-07-31,-61.275354706682265
Gallatin,1995-07-01,1995-07-31,-100.57283597625792
Paradise Valley,1995-07-01,1995-07-31,-90.24617107026279
Bitterroot,1995-08-01,1995-08-31,-90.54663146752864
Gallatin,1995-08-01,1995-08-31,-108.70007079839706
Paradise Valley,1995-08-01,1995-08-31,-103.667873095721
Bitterroot,1995-09-01,1995-09-30,-15.2882209867239
Gallatin,1995-09-01,1995-09-30,-59.83287587761879
Paradise Valley,1995-09-01,1995-09-30,-61.72624917700887
Bitterroot,1995-10-01,1995-10-31,60.775660924613476
Gallatin,1995-10-01,1995-10-31,-4.9849425526335835
Paradise Valley,1995-10-01,1995-10-31,7.484860807657242
Bitterroot,1995-11-01,1995-11-30,217.35469543840736
Gallatin,1995-11-01,1995-11-30,-17.577218376100063
Paradise Valley,1995-11-01,1995-11-30,105.43727656453848
Bitterroot,1995-12-01,1995-12-31,88.33379063755274
Gallatin,1995-12-01,1995-12-31,-16.34191454341635
Paradise Valley,1995-12-01,1995-12-31,22.993165642023087
Bitterroot,1996-01-01,1996-01-31,148.09801602363586
Gallatin,1996-01-01,1996-01-31,-1.1192975589074194
Paradise Valley,1996-01-01,1996-01-31,60.77933777868748
Bitterroot,1996-02-01,1996-02-29,134.10144551470876
Gallatin,1996-02-01,1996-02-29,-14.097421435639262
Paradise Valley,1996-02-01,1996-02-29,40.09286047518253
Bitterroot,1996-03-01,1996-03-31,5.675512479618192
Gallatin,1996-03-01,1996-03-31,-14.779855811037123
Paradise Valley,1996-03-01,1996-03-31,34.8398931697011
Bitterroot,1996-04-01,1996-04-30,58.36298072338104
Gallatin,1996-04-01,1996-04-30,-41.705448881257325
Paradise Valley,1996-04-01,1996-04-30,3.1590040177106857
Bitterroot,1996-05-01,1996-05-31,45.605565667152405
Gallatin,1996-05-01,1996-05-31,24.75466975569725
Paradise Valley,1996-05-01,1996-05-31,53.2943004462868
Bitterroot,1996-06-01,1996-06-30,-89.12668967247009
Gallatin,1996-06-01,1996-06-30,-124.57002767920494
Paradise Valley,1996-06-01,1996-06-30,-119.17347673512995
Bitterroot,1996-07-01,1996-07-31,-157.33163028210402
Gallatin,1996-07-01,1996-07-31,-166.58556304080412
Paradise Valley,1996-07-01,1996-07-31,-139.00719896703959
Bitterroot,1996-08-01,1996-08-31,-104.23283079033718
Gallatin,1996-08-01,1996-08-31,-139.30173690244555
Paradise Valley,1996-08-01,1996-08-31,-127.27645314112306
Bitterroot,1996-09-01,1996-09-30,-30.558389842510223
Gallatin,1996-09-01,1996-09-30,-69.5017431601882
Paradise Valley,1996-09-01,1996-09-30,-47.4064282476902
Bitterroot,1996-10-01,1996-10-31,23.88529634848237
Gallatin,1996-10-01,1996-10-31,-27.81008285097778
Paradise Valley,1996-10-01,1996-10-31,-8.270618971437216
Bitterroot,1996-11-01,1996-11-30,100.85968350991607
Gallatin,1996-11-01,1996-11-30,4.662077576853335
Paradise Valley,1996-11-01,1996-11-30,68.87888777256012
Bitterroot,1996-12-01,1996-12-31,207.43485937267542
Gallatin,1996-12-01,1996-12-31,3.4070964474231005
Paradise Valley,1996-12-01,1996-12-31,147.67294047772884
Bitterroot,1997-01-01,1997-01-31,124.02119726594537
Gallatin,1997-01-01,1997-01-31,13.23379074037075
Paradise Valley,1997-01-01,1997-01-31,57.47318301582709
Bitterroot,1997-02-01,1997-02-28,73.83908520638943
Gallatin,1997-02-01,1997-02-28,-9.064061908051372
Paradise Valley,1997-02-01,1997-02-28,31.23449486680329
Bitterroot,1997-03-01,1997-03-31,79.42517426237464
Gallatin,1997-03-01,1997-03-31,-38.69369500782341
Paradise Valley,1997-03-01,1997-03-31,-6.447995536029339
Bitterroot,1997-04-01,1997-04-30,33.298498671967536
Gallatin,1997-04-01,1997-04-30,-26.849364161491394
Paradise Valley,1997-04-01,1997-04-30,18.68329855753109
Bitterroot,1997-05-01,1997-05-31,-47.00791401928291
Gallatin,1997-05-01,1997-05-31,-58.12839991226792
Paradise Valley,1997-05-01,1997-05-31,-49.22481060773134
Bitterroot,1997-06-01,1997-06-30,-29.16859393566847
Gallatin,1997-06-01,1997-06-30,-25.13313885219395
Paradise Valley,1997-06-01,1997-06-30,-30.86664827540517
Bitterroot,1997-07-01,1997-07-31,-72.46897500148043
Gallatin,1997-07-01,1997-07-31,-70.9231942743063
Paradise Valley,1997-07-01,1997-07-31,-70.9231942743063
Bitterroot,1997-08-01,1997-08-31,-93.6564894807525
Gallatin,1997-08-01,1997-08-31,-76.67431838065386
Paradise Valley,1997-08-01,1997-08-31,-69.98619811236858
Bitterroot,1997-09-01,1997-09-30,-33.14069681428373
Gallatin,1997-09-01,1997-09-30,-54.33456913055852
Paradise Valley,1997-09-01,1997-09-30,-24.7149207405746
Bitterroot,1997-10-01,1997-10-31,58.574819933623075
Gallatin,1997-10-01,1997-10-31,-14.986489865928888
Paradise Valley,1997-10-01,1997-10-31,13.810778521001339
Bitterroot,1997-11-01,1997-11-30,58.11204056860879
Gallatin,1997-11-01,1997-11-30,-12.894037093501538
Paradise Valley,1997-11-01,1997-11-30,11.831969494465739
Bitterroot,1997-12-01,1997-12-31,54.40700024366379
Gallatin,1997-12-01,1997-12-31,-5.039421262219548
Paradise Valley,1997-12-01,1997-12-31,17.86970542417839
Bitterroot,1998-01-01,1998-01-31,110.93945841863751
Gallatin,1998-01-01,1998-01-31,5.54909997433424
Paradise Valley,1998-01-01,1998-01-31,59.60706893354654
Bitterroot,1998-02-01,1998-02-28,25.251880645751953
Gallatin,1998-02-01,1998-02-28,-14.419210305437446
Paradise Valley,1998-02-01,1998-02-28,-8.357012923806906
Bitterroot,1998-03-01,1998-03-31,25.27356697805226
Gallatin,1998-03-01,1998-03-31,-13.948688821867108
Paradise Valley,1998-03-01,1998-03-31,10.268153429031372
Bitterroot,1998-04-01,1998-04-30,6.700485790148377
Gallatin,1998-04-01,1998-04-30,-35.10158899240196
Paradise Valley,1998-04-01,1998-04-30,-31.402579188346863
Bitterroot,1998-05-01,1998-05-31,8.638501390814781
Gallatin,1998-05-01,1998-05-31,-74.14836295507848
Paradise Valley,1998-05-01,1998-05-31,-69.6125987302512
Bitterroot,1998-06-01,1998-06-30,31.71994649991393
Gallatin,1998-06-01,1998-06-30,22.147061198949814
Paradise Valley,1998-06-01,1998-06-30,34.26232100278139
Bitterroot,1998-07-01,1998-07-31,-94.35970550775528
Gallatin,1998-07-01,1998-07-31,-135.6323736445047
Paradise Valley,1998-07-01,1998-07-31,-131.72900180891156
Bitterroot,1998-08-01,1998-08-31,-133.33731883764267
Gallatin,1998-08-01,1998-08-31,-125.5628436836414
Paradise Valley,1998-08-01,1998-08-31,-106.0817153826356
Bitterroot,1998-09-01,1998-09-30,-36.861081663519144
Gallatin,1998-09-01,1998-09-30,-76.85764357633889
Paradise Valley,1998-09-01,1998-09-30,-41.65874131023884
Bitterroot,1998-10-01,1998-10-31,-14.332089671865106
Gallatin,1998-10-01,1998-10-31,-26.954655507113785
Paradise Valley,1998-10-01,1998-10-31,-23.369659321382642
Bitterroot,1998-11-01,1998-11-30,134.94624869525433
Gallatin,1998-11-01,1998-11-30,-10.166209063492715
Paradise Valley,1998-11-01,1998-11-30,58.709638733416796
Bitterroot,1998-12-01,1998-12-31,143.02779084444046
Gallatin,1998-12-01,1998-12-31,-2.590771444607526
Paradise Valley,1998-12-01,1998-12-31,51.35838554240763
Bitterroot,1999-01-01,1999-01-31,107.21923648193479
Gallatin,1999-01-01,1999-01-31,-8.026116581633687
Paradise Valley,1999-01-01,1999-01-31,57.4701203815639
Bitterroot,1999-02-01,1999-02-28,100.65168014541268
Gallatin,1999-02-01,1999-02-28,-16.857050262391567
Paradise Valley,1999-02-01,1999-02-28,36.22734031826258
Bitterroot,1999-03-01,1999-03-31,18.81300363317132
Gallatin,1999-03-01,1999-03-31,-45.53147155791521
Paradise Valley,1999-03-01,1999-03-31,-30.27986566722393
Bitterroot,1999-04-01,1999-04-30,-35.484090577811
Gallatin,1999-04-01,1999-04-30,-48.3542229346931
Paradise Valley,1999-04-01,1999-04-30,-6.440818357747048
Bitterroot,1999-05-01,1999-05-31,-35.549553172662854
Gallatin,1999-05-01,1999-05-31,-28.899440675973892
Paradise Valley,1999-05-01,1999-05-31,-28.899440675973892
Bitterroot,1999-06-01,1999-06-30,-37.495321944355965
Gallatin,1999-06-01,1999-06-30,-69.72356417262927
Paradise Valley,1999-06-01,1999-06-30,-51.19781140610576
Bitterroot,1999-07-01,1999-07-31,-148.0940833464265
Gallatin,1999-07-01,1999-07-31,-175.76828676182777
Paradise Valley,1999-07-01,1999-07-31,-150.36400414817035
Bitterroot,1999-08-01,1999-08-31,-79.55488531664014
Gallatin,1999-08-01,1999-08-31,-82.60657426249236
Paradise Valley,1999-08-01,1999-08-31,-73.4779676515609
Bitterroot,1999-09-01,1999-09-30,-80.37827991321683
Gallatin,1999-09-01,1999-09-30,-85.13208537688479
Paradise Valley,1999-09-01,1999-09-30,-68.4555153734982
Bitterroot,1999-10-01,1999-10-31,-26.771890719421208
Gallatin,1999-10-01,1999-10-31,-66.52954467246309
Paradise Valley,1999-10-01,1999-10-31,-62.23086667293683
Bitterroot,1999-11-01,1999-11-30,78.85373322851956
Gallatin,1999-11-01,1999-11-30,-46.36698739975691
Paradise Valley,1999-11-01,1999-11-30,2.5184259489178658
Bitterroot,1999-12-01,1999-12-31,116.11072294414043
Gallatin,1999-12-01,1999-12-31,-4.81798792630434
Paradise Valley,1999-12-01,1999-12-31,33.14019066095352
Bitterroot,2000-01-01,2000-01-31,103.51940952241421
Gallatin,2000-01-01,2000-01-31,-9.35671606939286
Paradise Valley,2000-01-01,2000-01-31,36.82975819893181
Bitterroot,2000-02-01,2000-02-29,56.7059978954494
Gallatin,2000-02-01,2000-02-29,-23.89433113578707
Paradise Valley,2000-02-01,2000-02-29,27.602276995778084
Bitterroot,2000-03-01,2000-03-31,14.621162617579103
Gallatin,2000-03-01,2000-03-31,-26.36680048564449
Paradise Valley,2000-03-01,2000-03-31,-11.785210520029068
Bitterroot,2000-04-01,2000-04-30,-34.7954607270658
Gallatin,2000-04-01,2000-04-30,-67.65134838595986
Paradise Valley,2000-04-01,2000-04-30,-32.64505681395531
Bitterroot,2000-05-01,2000-05-31,-33.664433443918824
Gallatin,2000-05-01,2000-05-31,-32.72981855273247
Paradise Valley,2000-05-01,2000-05-31,0.2644238770008087
Bitterroot,2000-06-01,2000-06-30,-94.49419224262238
Gallatin,2000-06-01,2000-06-30,-92.7843613550067
Paradise Valley,2000-06-01,2000-06-30,-83.18130440823734
Bitterroot,2000-07-01,2000-07-31,-149.0278437845409
Gallatin,2000-07-01,2000-07-31,-158.95908248052
Paradise Valley,2000-07-01,2000-07-31,-155.7912656441331
Bitterroot,2000-08-01,2000-08-31,-146.72938275849447
Gallatin,2000-08-01,2000-08-31,-149.41786297038198
Paradise Valley,2000-08-01,2000-08-31,-133.5033087003976
Bitterroot,2000-09-01,2000-09-30,-27.877581149339676
Gallatin,2000-09-01,2000-09-30,-77.13900324795395
Paradise Valley,2000-09-01,2000-09-30,-66.59283983148634
Bitterroot,2000-10-01,2000-10-31,52.45802726736292
Gallatin,2000-10-01,2000-10-31,13.359682678245008
Paradise Valley,2000-10-01,2000-10-31,13.359682678245008
Bitterroot,2000-11-01,2000-11-30,30.693182218819857
Gallatin,2000-11-01,2000-11-30,-5.8795698010362685
Paradise Valley,2000-11-01,2000-11-30,-4.214002393186092
Bitterroot,2000-12-01,2000-12-31,53.645096868276596
Gallatin,2000-12-01,2000-12-31,-7.868824964389205
Paradise Valley,2000-12-01,2000-12-31,26.46885097026825
Bitterroot,2001-01-01,2001-01-31,13.678607639856637
Gallatin,2001-01-01,2001-01-31,-13.147065317258239
Paradise Valley,2001-01-01,2001-01-31,-13.147065317258239
Bitterroot,2001-02-01,2001-02-28,35.96098065469414
Gallatin,2001-02-01,2001-02-28,-19.983850209973752
Paradise Valley,2001-02-01,2001-02-28,17.194344624876976
Bitterroot,2001-03-01,2001-03-31,14.905334094539285
Gallatin,2001-03-01,2001-03-31,-42.72580523323268
Paradise Valley,2001-03-01,2001-03-31,-14.465510070323944
Bitterroot,2001-04-01,2001-04-30,6.638540504034609
Gallatin,2001-04-01,2001-04-30,-44.668412597849965
Paradise Valley,2001-04-01,2001-04-30,0.6841351389884949
Bitterroot,2001-05-01,2001-05-31,-73.58987174928188
Gallatin,2001-05-01,2001-05-31,-126.25822491338477
Paradise Valley,2001-05-01,2001-05-31,-76.17418065667152
Bitterroot,2001-06-01,2001-06-30,-11.774913523811847
Gallatin,2001-06-01,2001-06-30,-41.72628012299538
Paradise Valley,2001-06-01,2001-06-30,-61.23829202353954
Bitterroot,2001-07-01,2001-07-31,-99.66716276109219
Gallatin,2001-07-01,2001-07-31,-119.78637139685452
Paradise Valley,2001-07-01,2001-07-31,-120.28810486197472
Bitterroot,2001-08-01,2001-08-31,-151.63571514748037
Gallatin,2001-08-01,2001-08-31,-157.73681279923767
Paradise Valley,2001-08-01,2001-08-31,-145.1030723247677
Bitterroot,2001-09-01,2001-09-30,-88.07257894752547
Gallatin,2001-09-01,2001-09-30,-81.69538288982585
Paradise Valley,2001-09-01,2001-09-30,-84.1261561489664
Bitterroot,2001-10-01,2001-10-31,60.888331891968846
Gallatin,2001-10-01,2001-10-31,-29.60811779089272
Paradise Valley,2001-10-01,2001-10-31,-14.121097728610039
Bitterroot,2001-11-01,2001-11-30,32.33946796879172
Gallatin,2001-11-01,2001-11-30,-30.30465167760849
Paradise Valley,2001-11-01,2001-11-30,-0.6049095317721367
Bitterroot,2001-12-01,2001-12-31,93.85985778272152
Gallatin,2001-12-01,2001-12-31,-9.97486705891788
Paradise Valley,2001-12-01,2001-12-31,22.098196148872375
Bitterroot,2002-01-01,2002-01-31,107.86379593238235
Gallatin,2002-01-01,2002-01-31,-4.558169163763523
Paradise Valley,2002-01-01,2002-01-31,24.102435749024153
Bitterroot,2002-02-01,2002-02-28,23.125828726682812
Gallatin,2002-02-01,2002-02-28,-26.019398535601795
Paradise Valley,2002-02-01,2002-02-28,-13.719265677034855
Bitterroot,2002-03-01,2002-03-31,52.79422778869048
Gallatin,2002-03-01,2002-03-31,-35.27697325497866
Paradise Valley,2002-03-01,2002-03-31,34.42276173830032
Bitterroot,2002-04-01,2002-04-30,5.992054674774408
Gallatin,2002-04-01,2002-04-30,-57.07729277992621
Paradise Valley,2002-04-01,2002-04-30,7.357117608189583
Bitterroot,2002-05-01,2002-05-31,-10.253181454725564
Gallatin,2002-05-01,2002-05-31,-44.47049629315734
Paradise Valley,2002-05-01,2002-05-31,-44.47049629315734
Bitterroot,2002-06-01,2002-06-30,-26.494197835214436
Gallatin,2002-06-01,2002-06-30,-41.61865627206862
Paradise Valley,2002-06-01,2002-06-30,-62.52568678185344
Bitterroot,2002-07-01,2002-07-31,-134.4889938030392
Gallatin,2002-07-01,2002-07-31,-141.00576050579548
Paradise Valley,2002-07-01,2002-07-31,-139.57642686925828
Bitterroot,2002-08-01,2002-08-31,-87.29850086197257
Gallatin,2002-08-01,2002-08-31,-109.78836918622255
Paradise Valley,2002-08-01,2002-08-31,-109.78836918622255
Bitterroot,2002-09-01,2002-09-30,-62.38697175681591
Gallatin,2002-09-01,2002-09-30,-61.00021085282788
Paradise Valley,2002-09-01,2002-09-30,-60.64874893054366
Bitterroot,2002-10-01,2002-10-31,-28.95238719554618
Gallatin,2002-10-01,2002-10-31,-47.88536780234426
Paradise Valley,2002-10-01,2002-10-31,-0.25463999016210437
Bitterroot,2002-11-01,2002-11-30,40.583437371999025
Gallatin,2002-11-01,2002-11-30,-23.876123395748436
Paradise Valley,2002-11-01,2002-11-30,9.932261630892754
Bitterroot,2002-12-01,2002-12-31,58.344811506569386
Gallatin,2002-12-01,2002-12-31,-13.930734318681061
Paradise Valley,2002-12-01,2002-12-31,8.249083533883095
Bitterroot,2003-01-01,2003-01-31,126.11096448730677
Gallatin,2003-01-01,2003-01-31,-0.9854298448190093
Paradise Valley,2003-01-01,2003-01-31,29.811886206269264
Bitterroot,2003-02-01,2003-02-28,90.47757257753983
Gallatin,2003-02-01,2003-02-28,9.367486198432744
Paradise Valley,2003-02-01,2003-02-28,32.17414382845163
Bitterroot,2003-03-01,2003-03-31,136.0624517025426
Gallatin,2003-03-01,2003-03-31,-31.610411236062646
Paradise Valley,2003-03-01,2003-03-31,51.264617934823036
Bitterroot,2003-04-01,2003-04-30,-2.047386836260557
Gallatin,2003-04-01,2003-04-30,-2.5951626002788544
Paradise Valley,2003-04-01,2003-04-30,-2.5951626002788544
Bitterroot,2003-05-01,2003-05-31,-22.438005696982145
Gallatin,2003-05-01,2003-05-31,-54.18769816029817
Paradise Valley,2003-05-01,2003-05-31,-49.67327077686787
Bitterroot,2003-06-01,2003-06-30,-103.27242881245911
Gallatin,2003-06-01,2003-06-30,-91.84088973514736
Paradise Valley,2003-06-01,2003-06-30,-91.84088973514736
Bitterroot,2003-07-01,2003-07-31,-164.34123724186793
Gallatin,2003-07-01,2003-07-31,-165.5468481448479
Paradise Valley,2003-07-01,2003-07-31,-168.76171371154487
Bitterroot,2003-08-01,2003-08-31,-115.58533903956413
Gallatin,2003-08-01,2003-08-31,-132.47333967220038
Paradise Valley,2003-08-01,2003-08-31,-129.1450175754726
Bitterroot,2003-09-01,2003-09-30,-70.89041179418564
Gallatin,2003-09-01,2003-09-30,-100.73503150418401
Paradise Valley,2003-09-01,2003-09-30,-68.65538787655532
Bitterroot,2003-10-01,2003-10-31,-10.760818308219314
Gallatin,2003-10-01,2003-10-31,-61.391795605421066
Paradise Valley,2003-10-01,2003-10-31,-41.2951273676008
Bitterroot,2003-11-01,2003-11-30,102.32730571739376
Gallatin,2003-11-01,2003-11-30,-19.82198252901435
Paradise Valley,2003-11-01,2003-11-30,31.44250413030386
Bitterroot,2003-12-01,2003-12-31,103.92554612457752
Gallatin,2003-12-01,2003-12-31,6.553314024582505
Paradise Valley,2003-12-01,2003-12-31,35.34680237760767
Bitterroot,2004-01-01,2004-01-31,97.50837871432304
Gallatin,2004-01-01,2004-01-31,-11.79629769641906
Paradise Valley,2004-01-01,2004-01-31,5.385630548000336
Bitterroot,2004-02-01,2004-02-29,30.886228315532207
Gallatin,2004-02-01,2004-02-29,-8.717906795442104
Paradise Valley,2004-02-01,2004-02-29,-1.2906936551444232
Bitterroot,2004-03-01,2004-03-31,-4.696098819375038
Gallatin,2004-03-01,2004-03-31,-62.102461034432054
Paradise Valley,2004-03-01,2004-03-31,-44.65299928933382
Bitterroot,2004-04-01,2004-04-30,-32.501124411821365
Gallatin,2004-04-01,2004-04-30,-48.094396233558655
Paradise Valley,2004-04-01,2004-04-30,-33.509071219712496
Bitterroot,2004-05-01,2004-05-31,48.89661563746631
Gallatin,2004-05-01,2004-05-31,-23.415801636874676
Paradise Valley,2004-05-01,2004-05-31,-23.415801636874676
Bitterroot,2004-06-01,2004-06-30,-62.59859775006771
Gallatin,2004-06-01,2004-06-30,-71.6963202599436
Paradise Valley,2004-06-01,2004-06-30,-58.60275815054774
Bitterroot,2004-07-01,2004-07-31,-132.45216971635818
Gallatin,2004-07-01,2004-07-31,-130.35899392142892
Paradise Valley,2004-07-01,2004-07-31,-103.66283362964168
Bitterroot,2004-08-01,2004-08-31,-44.36089735478163
Gallatin,2004-08-01,2004-08-31,-89.21139161661267
Paradise Valley,2004-08-01,2004-08-31,-41.118175415322185
Bitterroot,2004-09-01,2004-09-30,15.05164559185505
Gallatin,2004-09-01,2004-09-30,-49.09412092063576
Paradise Valley,2004-09-01,2004-09-30,-14.95380349829793
Bitterroot,2004-10-01,2004-10-31,-6.428681470453739
Gallatin,2004-10-01,2004-10-31,-12.625096580013633
Paradise Valley,2004-10-01,2004-10-31,6.2594167441129684
Bitterroot,2004-11-01,2004-11-30,40.25981759279966
Gallatin,2004-11-01,2004-11-30,-22.32867715228349
Paradise Valley,2004-11-01,2004-11-30,-7.25425985828042
Bitterroot,2004-12-01,2004-12-31,65.56621299311519
Gallatin,2004-12-01,2004-12-31,-20.038493152707815
Paradise Valley,2004-12-01,2004-12-31,10.631857208907604
Bitterroot,2005-01-01,2005-01-31,46.34348799381405
Gallatin,2005-01-01,2005-01-31,-11.93594457115978
Paradise Valley,2005-01-01,2005-01-31,3.0881372280418873
Bitterroot,2005-02-01,2005-02-28,-8.865794964134693
Gallatin,2005-02-01,2005-02-28,-31.709522624500096
Paradise Valley,2005-02-01,2005-02-28,-6.643466778099537
Bitterroot,2005-03-01,2005-03-31,14.714272115379572
Gallatin,2005-03-01,2005-03-31,-26.100843988358974
Paradise Valley,2005-03-01,2005-03-31,-6.230176478624344
Bitterroot,2005-04-01,2005-04-30,15.733743514865637
Gallatin,2005-04-01,2005-04-30,-41.821883054450154
Paradise Valley,2005-04-01,2005-04-30,-40.98294712975621
Bitterroot,2005-05-01,2005-05-31,-2.079115154221654
Gallatin,2005-05-01,2005-05-31,-46.01023308560252
Paradise Valley,2005-05-01,2005-05-31,-13.418466180562973
Bitterroot,2005-06-01,2005-06-30,-10.75767477042973
Gallatin,2005-06-01,2005-06-30,-4.634143404662609
Paradise Valley,2005-06-01,2005-06-30,-13.238530043512583
Bitterroot,2005-07-01,2005-07-31,-169.448182689026
Gallatin,2005-07-01,2005-07-31,-165.06038084626198
Paradise Valley,2005-07-01,2005-07-31,-158.08707935269922
Bitterroot,2005-08-01,2005-08-31,-130.5745358467102
Gallatin,2005-08-01,2005-08-31,-96.76104713557288
Paradise Valley,2005-08-01,2005-08-31,-72.80040363408625
Bitterroot,2005-09-01,2005-09-30,-45.871018756181
Gallatin,2005-09-01,2005-09-30,-82.05914513394237
Paradise Valley,2005-09-01,2005-09-30,-44.3996786698699
Bitterroot,2005-10-01,2005-10-31,4.397519990801811
Gallatin,2005-10-01,2005-10-31,-1.4290919164195657
Paradise Valley,2005-10-01,2005-10-31,-1.4290919164195657
Bitterroot,2005-11-01,2005-11-30,110.15063790231943
Gallatin,2005-11-01,2005-11-30,8.167047643102705
Paradise Valley,2005-11-01,2005-11-30,43.85902290791273
Bitterroot,2005-12-01,2005-12-31,94.85968260467052
Gallatin,2005-12-01,2005-12-31,1.494502054527402
Paradise Valley,2005-12-01,2005-12-31,31.340131148695946
Bitterroot,2006-01-01,2006-01-31,128.26963929831982
Gallatin,2006-01-01,2006-01-31,-12.447373313829303
Paradise Valley,2006-01-01,2006-01-31,22.675926208496094
Bitterroot,2006-02-01,2006-02-28,48.702870624139905
Gallatin,2006-02-01,2006-02-28,-29.20437627285719
Paradise Valley,2006-02-01,2006-02-28,9.304880741983652
Bitterroot,2006-03-01,2006-03-31,26.48871457017958
Gallatin,2006-03-01,2006-03-31,-29.382932237815112
Paradise Valley,2006-03-01,2006-03-31,-15.238105565309525
Bitterroot,2006-04-01,2006-04-30,14.979834004770964
Gallatin,2006-04-01,2006-04-30,-23.547595905140042
Paradise Valley,2006-04-01,2006-04-30,-23.547595905140042
Bitterroot,2006-05-01,2006-05-31,-60.77344802767038
Gallatin,2006-05-01,2006-05-31,-90.75114286877215
Paradise Valley,2006-05-01,2006-05-31,-77.73690239340067
Bitterroot,2006-06-01,2006-06-30,-68.3258621096611
Gallatin,2006-06-01,2006-06-30,-83.69906012015417
Paradise Valley,2006-06-01,2006-06-30,-86.15347288921475
Bitterroot,2006-07-01,2006-07-31,-164.73657506052405
Gallatin,2006-07-01,2006-07-31,-157.7795953117311
Paradise Valley,2006-07-01,2006-07-31,-141.8802642337978
Bitterroot,2006-08-01,2006-08-31,-121.79174602497369
Gallatin,2006-08-01,2006-08-31,-135.92644568998367
Paradise Valley,2006-08-01,2006-08-31,-127.75320750847459
Bitterroot,2006-09-01,2006-09-30,-52.546343656722456
Gallatin,2006-09-01,2006-09-30,-64.34863685211167
Paradise Valley,2006-09-01,2006-09-30,-57.44032511301339
Bitterroot,2006-10-01,2006-10-31,7.132532201707363
Gallatin,2006-10-01,2006-10-31,25.303021669387817
Paradise Valley,2006-10-01,2006-10-31,32.10490819811821
Bitterroot,2006-11-01,2006-11-30,143.29662629403174
Gallatin,2006-11-01,2006-11-30,-28.800285345874727
Paradise Valley,2006-11-01,2006-11-30,21.34389590099454
Bitterroot,2006-12-01,2006-12-31,80.8209665864706
Gallatin,2006-12-01,2006-12-31,-17.640710891224444
Paradise Valley,2006-12-01,2006-12-31,30.509633099660277
Bitterroot,2007-01-01,2007-01-31,59.61398820206523
Gallatin,2007-01-01,2007-01-31,-20.031848372891545
Paradise Valley,2007-01-01,2007-01-31,13.007847875356674
Bitterroot,2007-02-01,2007-02-28,73.4041722076945
