area,start_date,end_date,value
Gallatin,1989-01-01,1989-01-31,29.93226144462824
Paradise Valley,1989-01-01,1989-01-31,47.16756749525666
Bitterroot,1989-02-01,1989-02-28,47.83638981357217
Gallatin,1989-02-01,1989-02-28,14.601334765553474
Paradise Valley,1989-02-01,1989-02-28,50.84407568257302
Bitterroot,1989-03-01,1989-03-31,126.99508310295641
Gallatin,1989-03-01,1989-03-31,43.21668127551675
Paradise Valley,1989-03-01,1989-03-31,114.9791796952486
Bitterroot,1989-04-01,1989-04-30,65.31231528148055
Gallatin,1989-04-01,1989-04-30,52.3823421895504
Paradise Valley,1989-04-01,1989-04-30,60.45894969627261
Bitterroot,1989-05-01,1989-05-31,99.45355521142483
Gallatin,1989-05-01,1989-05-31,76.98425370082259
Paradise Valley,1989-05-01,1989-05-31,76.98425370082259
Bitterroot,1989-06-01,1989-06-30,55.466928124427795
Gallatin,1989-06-01,1989-06-30,42.796591229736805
Paradise Valley,1989-06-01,1989-06-30,47.177392825484276
Bitterroot,1989-07-01,1989-07-31,31.210553988814354
Gallatin,1989-07-01,1989-07-31,26.96620148420334
Paradise Valley,1989-07-01,1989-07-31,30.011256881058216
Bitterroot,1989-08-01,1989-08-31,81.83403969556093
Gallatin,1989-08-01,1989-08-31,40.360821014270186
Paradise Valley,1989-08-01,1989-08-31,48.18229541927576
Bitterroot,1989-09-01,1989-09-30,14.294089078903198
Gallatin,1989-09-01,1989-09-30,19.364419505000114
Paradise Valley,1989-09-01,1989-09-30,29.901402294635773
Bitterroot,1989-10-01,1989-10-31,36.64050639793277
Gallatin,1989-10-01,1989-10-31,60.7355141825974
Paradise Valley,1989-10-01,1989-10-31,64.83788897097111
Bitterroot,1989-11-01,1989-11-30,124.53456243826076
Gallatin,1989-11-01,1989-11-30,12.836140521802008
Paradise Valley,1989-11-01,1989-11-30,73.12500259280205
Bitterroot,1989-12-01,1989-12-31,67.19450858235359
Gallatin,1989-12-01,1989-12-31,19.989511624909937
Paradise Valley,1989-12-01,1989-12-31,59.901639674790204
Bitterroot,1990-01-01,1990-01-31,146.44460329413414
Gallatin,1990-01-01,1990-01-31,18.597597615793347
Paradise Valley,1990-01-01,1990-01-31,63.48942454531789
Bitterroot,1990-02-01,1990-02-28,99.3705062866211
Gallatin,1990-02-01,1990-02-28,6.651414074003696
Paradise Valley,1990-02-01,1990-02-28,39.46268378943205
Bitterroot,1990-03-01,1990-03-31,53.13871346414089
Gallatin,1990-03-01,1990-03-31,43.35032429546118
Paradise Valley,1990-03-01,1990-03-31,41.19700551778078
Bitterroot,1990-04-01,1990-04-30,92.99749413505197
Gallatin,1990-04-01,1990-04-30,48.35070175677538
Paradise Valley,1990-04-01,1990-04-30,73.62928619142622
Bitterroot,1990-05-01,1990-05-31,116.99673207104206
Gallatin,1990-05-01,1990-05-31,71.42853301204741
Paradise Valley,1990-05-01,1990-05-31,80.70912207663059
Bitterroot,1990-06-01,1990-06-30,44.58807287551463
Gallatin,1990-06-01,1990-06-30,43.40662236884236
Paradise Valley,1990-06-01,1990-06-30,43.40662236884236
Bitterroot,1990-07-01,1990-07-31,31.720924206078053
Gallatin,1990-07-01,1990-07-31,30.43953336775303
Paradise Valley,1990-07-01,1990-07-31,38.22805925644934
Bitterroot,1990-08-01,1990-08-31,58.36471366882324
Gallatin,1990-08-01,1990-08-31,46.35176591575146
Paradise Valley,1990-08-01,1990-08-31,45.429953783750534
Bitterroot,1990-09-01,1990-09-30,8.461786191444844
Gallatin,1990-09-01,1990-09-30,9.47146788239479
Paradise Valley,1990-09-01,1990-09-30,25.511661022901535
Bitterroot,1990-10-01,1990-10-31,105.5437286682427
Gallatin,1990-10-01,1990-10-31,26.69555739685893
Paradise Valley,1990-10-01,1990-10-31,72.9833994815126
Bitterroot,1990-11-01,1990-11-30,117.89273522794247
Gallatin,1990-11-01,1990-11-30,25.822449047118425
Paradise Valley,1990-11-01,1990-11-30,68.55084607377648
Bitterroot,1990-12-01,1990-12-31,73.49794507026672
Gallatin,1990-12-01,1990-12-31,16.99579737149179
Paradise Valley,1990-12-01,1990-12-31,49.294123992323875
Bitterroot,1991-01-01,1991-01-31,86.91284653544426
Gallatin,1991-01-01,1991-01-31,10.228613777086139
Paradise Valley,1991-01-01,1991-01-31,39.67702993005514
Bitterroot,1991-02-01,1991-02-28,46.59133556485176
Gallatin,1991-02-01,1991-02-28,8.610090389847755
Paradise Valley,1991-02-01,1991-02-28,31.83406610786915
Bitterroot,1991-03-01,1991-03-31,86.5979944895953
Gallatin,1991-03-01,1991-03-31,44.36552789574489
Paradise Valley,1991-03-01,1991-03-31,88.22793608531356
Bitterroot,1991-04-01,1991-04-30,94.08079255139455
Gallatin,1991-04-01,1991-04-30,69.67072298377752
Paradise Valley,1991-04-01,1991-04-30,93.1370371133089
Bitterroot,1991-05-01,1991-05-31,88.19827981293201
Gallatin,1991-05-01,1991-05-31,100.95623634010553
Paradise Valley,1991-05-01,1991-05-31,126.40737637132406
Bitterroot,1991-06-01,1991-06-30,82.98034148663282
Gallatin,1991-06-01,1991-06-30,52.547466741874814
Paradise Valley,1991-06-01,1991-06-30,38.432360883802176
Bitterroot,1991-07-01,1991-07-31,10.897917062044144
Gallatin,1991-07-01,1991-07-31,9.1093824300915
Paradise Valley,1991-07-01,1991-07-31,20.002488588448614
